t	0000ul_dec	0000ul_irf	0000ul_fit	0000ul_res	0250ul_dec	0250ul_irf	0250ul_fit	0250ul_res	0500ul_dec	0500ul_irf	0500ul_fit	0500ul_res	0750ul_dec	0750ul_irf	0750ul_fit	0750ul_res	1000ul_dec	1000ul_irf	1000ul_fit	1000ul_res
97.778	127	4	135.74	0.7614	77	4	78.162	0.13339	32	4	50.6556	2.71798	33	3.50874	34.9877	0.34777	25	3.72265	23.0211	-0.4177
97.833	139	2.9993	135.318	-0.31985	82	2.9993	77.8742	-0.46782	50	2.9993	50.4362	0.06311	38	2.88929	34.8588	-0.54407	18	2.95236	22.8798	1.0763
97.888	126	1.99505	134.84	0.77168	76	1.99505	77.5316	0.17429	56	1.99505	50.162	-0.84657	37	1.72307	34.5858	-0.41676	19	1.85861	22.6205	0.76994
97.942	125	0.999	134.309	0.81612	78	0.999	77.1363	-0.09908	63	0.999	49.8354	-1.92026	24	1.01381	34.3394	1.75046	18	0.9939	22.3517	0.92313
97.997	142	2.01942	134.055	-0.70168	72	2.01942	77.0527	0.57832	44	2.01942	49.8441	0.83964	38	2.46376	34.4863	-0.60259	30	2.23784	22.5165	-1.61601
98.052	141	3.01645	133.854	-0.63664	83	3.01645	77.0217	-0.69032	50	3.01645	49.9045	-0.01356	36	2.37929	34.4078	-0.26998	13	2.73891	22.5829	2.10232
98.107	130	0	133.053	0.27046	69	0	76.3191	0.84265	49	0	49.246	0.03554	32	0.52086	33.9698	0.33617	28	0.18665	21.9802	-1.30674
98.162	114	4.99256	133.397	1.71295	75	4.99256	76.903	0.21845	40	4.99256	49.968	1.45226	36	5.58907	34.8151	-0.19997	25	5.34361	22.9951	-0.43295
98.217	110	5	133.202	2.05525	75	5	76.8581	0.21519	52	5	50.0011	-0.29544	32	4.5187	34.7157	0.44848	17	4.76256	22.992	1.27428
98.272	107	2.99861	132.68	2.27676	65	2.99861	76.4499	1.31243	43	2.99861	49.6472	0.97654	40	2.93008	34.4519	-0.91073	19	2.9439	22.672	0.77896
98.326	152	4.01311	132.542	-1.73349	86	4.01311	76.4788	-1.09698	34	4.01311	49.7659	2.3079	34	4.52199	34.7359	0.12135	22	4.2618	22.9652	0.20224
98.381	133	6.00122	132.619	-0.03389	80	6.00122	76.7401	-0.3767	49	6.00122	50.1277	0.16916	44	5.91633	35.0696	-1.47705	21	5.98702	23.4263	0.50962
98.436	118	4.02876	132.16	1.25213	66	4.02876	76.3932	1.19922	51	4.02876	49.8342	-0.17231	38	3.39771	34.6975	-0.54375	24	3.71094	23.0701	-0.19825
98.491	140	1.99695	131.583	-0.73854	86	1.99695	75.9278	-1.15876	49	1.99695	49.4217	0.0624	42	2.21321	34.4508	-1.25433	31	2.07405	22.7296	-1.71622
98.546	130	3.99488	131.553	0.13577	76	3.99488	76.0815	0.00935	53	3.99488	49.6758	-0.48604	33	4.16803	34.7665	0.29625	18	4.10801	23.1351	1.04099
98.601	132	3.00548	131.147	-0.07542	65	3.00548	75.8042	1.24023	29	3.00548	49.4631	2.9536	30	2.36705	34.44	0.74114	27	2.69177	22.8678	-0.82829
98.656	129	2	130.684	0.14795	77	2	75.4704	-0.17663	52	2	49.1938	-0.40646	39	3.2379	34.5475	-0.74905	19	2.54978	22.8109	0.76559
98.711	128	7.99771	131.311	0.28918	79	7.99771	76.3505	-0.30194	51	7.99771	50.2201	-0.11309	26	7.36819	35.3567	1.55465	28	7.80103	23.979	-0.81146
98.765	116	1.98783	130.308	1.25383	68	1.98783	75.3846	0.85144	53	1.98783	49.258	-0.54391	34	1.98807	34.4928	0.08277	29	1.8819	22.8917	-1.26154
98.82	126	5.00504	130.449	0.38838	86	5.00504	75.7247	-1.18913	45	5.00504	49.7089	0.69682	37	4.80984	34.969	-0.33643	27	4.98534	23.5292	-0.71013
98.875	147	2.00619	129.774	-1.51015	72	2.00619	75.141	0.3635	46	2.00619	49.1645	0.45623	39	2.12896	34.5018	-0.73839	20	1.99799	22.9509	0.59821
98.93	132	4.98693	129.912	-0.1818	84	4.98693	75.4765	-1.00065	50	4.98693	49.6098	-0.05606	46	5.27545	35.051	-1.80001	22	5.17656	23.6118	0.31954
98.985	132	4.00971	129.569	-0.21153	70	4.00971	75.2589	0.62559	47	4.00971	49.4545	0.35594	35	3.48345	34.7878	-0.03473	21	3.74463	23.3996	0.47992
99.04	139	2.00128	129.003	-0.87526	71	2.00128	74.8014	0.45435	38	2.00128	49.0474	1.61717	42	1.92698	34.471	-1.22315	22	1.94838	23.022	0.21058
99.095	122	1.99903	128.656	0.58606	65	1.99903	74.5979	1.16296	51	1.99903	48.9181	-0.3012	36	1.83282	34.3601	-0.2672	31	1.92968	22.9487	-1.68698
99.15	145	0.99937	128.147	-1.50202	58	0.99937	74.2144	1.95989	55	0.99937	48.5969	-0.91785	38	1.04173	34.1048	-0.63655	29	1.00217	22.667	-1.27801
99.204	130	2.00679	127.912	-0.18756	62	2.00679	74.1407	1.48199	43	2.00679	48.6091	0.79859	29	2.23299	34.2028	0.87254	24	2.12549	22.8022	-0.2401
99.259	101	3.01096	127.734	2.40401	62	3.01096	74.1226	1.48594	45	3.01096	48.6763	0.52698	39	3.26534	34.3365	-0.78209	16	3.13438	22.9759	1.39209
99.314	113	4.00014	127.61	1.33059	69	4.00014	74.1573	0.62799	55	4.00014	48.7956	-0.88235	35	3.92934	34.4545	-0.09371	20	3.98085	23.17	0.62707
99.369	119	3.00586	127.217	0.75006	75	3.00586	73.8875	-0.13469	54	3.00586	48.5865	-0.776	37	2.82597	34.2559	-0.47294	36	2.90696	22.9732	-2.69681
99.424	114	2.99763	126.931	1.18702	72	2.99763	73.7424	0.20727	56	2.99763	48.5138	-1.0793	29	3.31299	34.3138	0.88839	25	3.14234	23.0144	-0.41008
99.479	130	5	126.974	-0.27989	65	5	73.9615	1.05127	41	5	48.8284	1.12473	35	5.32409	34.7044	-0.04838	23	5.17461	23.4797	0.09907
99.534	111	4.99502	126.801	1.43774	79	4.99502	73.9271	-0.5951	45	4.99502	48.865	0.5472	27	4.33302	34.6063	1.25048	26	4.6899	23.4849	-0.50413
99.588	117	2.00035	126.139	0.83816	72	2.00035	73.3511	0.15935	44	2.00035	48.325	0.61576	34	2.22958	34.2296	0.03736	11	2.06462	22.9725	2.36832
99.643	133	3.99657	126.129	-0.62815	80	3.99657	73.5155	-0.77138	50	3.99657	48.5843	-0.20178	57	3.67132	34.4449	-3.61687	30	3.88795	23.3273	-1.32864
99.698	114	1.01273	125.415	1.03257	80	1.01273	72.888	-0.85073	46	1.01273	47.9927	0.28964	43	0.9464	33.907	-1.44782	24	0.92796	22.6928	-0.26261
99.753	136	2.97951	125.348	-0.9666	62	2.97951	72.9943	1.30377	58	2.97951	48.1935	-1.41873	36	3.47204	34.2679	-0.27425	29	3.24304	23.0958	-1.15055
99.808	96	4.00308	125.236	2.6493	62	4.00308	73.0383	1.31206	50	4.00308	48.32	-0.24305	42	3.77162	34.3251	-1.20848	26	3.90145	23.2524	-0.54001
99.863	126	2.99889	124.85	-0.10423	64	2.99889	72.7716	1.04509	53	2.99889	48.1116	-0.7097	47	3.23275	34.2313	-1.97287	33	3.09089	23.1105	-1.88396
99.918	137	4	124.737	-1.12259	65	4	72.8135	0.94675	39	4	48.2352	1.33921	34	3.48674	34.2659	0.04222	21	3.78685	23.2665	0.43983
99.973	123	0.99949	124.026	0.0938	76	0.99949	72.186	-0.46868	45	0.99949	47.6422	0.38678	39	1.21083	33.8083	-0.83491	37	1.04921	22.6773	-2.75076
100.027	114	2.99568	123.967	0.91372	76	2.99568	72.2999	-0.45242	45	2.99568	47.8496	0.4222	31	2.5807	33.9534	0.47565	22	2.84856	22.9696	0.19015
100.082	117	0.00163	123.205	0.56329	69	0.00163	71.6201	0.31826	41	0.00163	47.2044	0.93183	48	0.32985	33.4511	-2.38467	26	0.09913	22.3252	-0.72852
100.137	111	3	123.257	1.10971	59	3	71.8626	1.53616	51	3	47.5521	-0.52716	37	2.75772	33.7599	-0.53918	21	2.94851	22.8048	0.36587
100.192	117	0	122.496	0.50644	63	0	71.1839	0.97661	38	0	46.9074	1.34967	34	0.05699	33.1787	-0.1371	29	0	22.122	-1.40397
100.247	130	3	122.551	-0.68798	68	3	71.4284	0.40912	48	3	47.2567	-0.11379	35	3.67032	33.7108	-0.21722	19	3.36013	22.7141	0.78012
100.302	117	4	122.446	0.50257	70	4	71.4758	0.17681	39	4	47.3844	1.27205	30	3.41372	33.6713	0.61762	21	3.73263	22.8152	0.38034
100.357	132	2	121.907	-0.94023	85	2	71.0351	-1.68117	39	2	46.9884	1.18356	37	2.78681	33.5432	-0.59187	23	2.32834	22.5312	-0.09848
100.412	99	6	122.239	2.14037	66	6	71.5721	0.66284	46	6	47.6405	0.24607	32	5.23105	33.9949	0.34553	18	5.718	23.2629	1.10274
100.466	118	0	121.159	0.29093	76	0	70.5174	-0.64864	37	0	46.5826	1.43025	33	0.04898	33.0567	0.00993	25	0	22.1055	-0.61712
100.521	116	4	121.382	0.50093	71	4	70.9459	-0.00645	52	4	47.1263	-0.72923	32	4.44859	33.7466	0.30507	23	4.28419	22.909	-0.01949
100.576	97	3	121.01	2.22082	63	3	70.6885	0.91895	60	3	46.9243	-1.93257	37	2.31828	33.3761	-0.62767	25	2.65927	22.6061	-0.50783
100.631	135	0	120.257	-1.36686	74	0	70.0146	-0.48369	41	0	46.2827	0.7733	30	0	32.8486	0.5027	22	0	21.974	-0.00551
100.686	117	0	119.83	0.25993	70	0	69.7208	-0.03359	42	0	46.0569	0.58898	27	0.59618	32.7754	1.01743	22	0.27588	21.8624	-0.02835
100.741	108	3	119.895	1.09142	59	3	69.9714	1.31134	46	3	46.4103	0.05964	37	3.05791	33.1101	-0.67263	17	3.06575	22.3423	1.10861
100.796	130	2	119.473	-0.96595	66	2	69.6628	0.43537	49	2	46.1566	-0.42076	35	1.93218	32.8651	-0.36494	25	1.9461	22.0881	-0.61771
100.85	127	2	119.16	-0.71081	66	2	69.4812	0.41089	47	2	46.0418	-0.14409	26	1.70939	32.7381	1.1481	23	1.87685	22.0104	-0.21314
100.905	119	0	118.521	-0.04407	77	0	68.9381	-0.96358	53	0	45.542	-1.1201	33	0	32.3015	-0.11553	30	0	21.5162	-1.80421
100.96	120	0	118.1	-0.17459	84	0	68.6488	-1.84807	36	0	45.3198	1.36918	44	0.04415	32.121	-1.91863	22	0.02503	21.3509	-0.13839
101.015	116	1	117.844	0.16809	78	1	68.5418	-1.13227	37	1	45.2915	1.23755	39	1.73219	32.2732	-1.09123	14	1.34181	21.4836	1.56803
101.07	123	4	117.971	-0.45906	72	4	68.8527	-0.3738	47	4	45.7039	-0.19565	39	3.6031	32.5574	-1.04974	19	3.85975	21.9668	0.61712
101.125	104	1	117.285	1.21781	58	1	68.242	1.21932	42	1	45.1233	0.47266	49	1.23141	32.0974	-2.73399	27	1.05121	21.376	-1.15067
101.18	119	4	117.414	-0.14732	61	4	68.5542	0.90869	60	4	45.5365	-2.22588	43	4.10327	32.5544	-1.65389	21	4.1044	21.9653	0.20079
101.235	125	2	116.893	-0.74773	66	2	68.1258	0.26057	33	2	45.1495	1.84802	34	1.40351	32.0572	-0.30804	24	1.68718	21.4782	-0.51476
101.289	127	1	116.426	-0.9804	76	1	67.7695	-1.01396	40	1	44.8468	0.72794	32	1.62669	31.994	-9.5E-4	28	1.27986	21.313	-1.35252
101.344	118	4	116.558	-0.13408	63	4	68.0838	0.6263	45	4	45.2615	0.03967	31	3.69905	32.3142	0.20838	30	3.90623	21.8187	-1.651
101.399	91	1	115.876	2.31862	64	1	67.4762	0.4261	40	1	44.6831	0.71416	48	0.90701	31.7769	-2.63559	23	0.90431	21.1876	-0.37431
101.454	135	2	115.684	-1.81531	61	2	67.4295	0.77906	45	2	44.713	-0.04446	43	1.86952	31.8351	-1.81918	30	1.96843	21.3153	-1.79364
101.509	105	1	115.221	0.96724	72	1	67.0761	-0.60155	47	1	44.4124	-0.40033	34	1.4229	31.6657	-0.37702	18	1.16795	21.078	0.65623
101.564	117	4	115.358	-0.15714	72	4	67.3933	-0.5661	39	4	44.8291	0.89591	44	4.04689	32.0867	-1.9326	20	4.07077	21.6422	0.35836
101.619	99	2	114.844	1.53089	64	2	66.9697	0.36555	38	2	44.4456	0.99327	32	1.43755	31.6071	-0.06283	17	1.70497	21.1675	0.91672
101.674	102	1	114.384	1.19533	75	1	66.6183	-1.03086	48	1	44.1463	-0.59229	41	1.5469	31.5257	-1.55291	21	1.24237	20.9931	-0.00153
101.728	111	4	114.523	0.3444	56	4	66.9373	1.34743	34	4	44.5643	1.61313	40	3.98285	31.9169	-1.341	11	4.03656	21.5375	2.36284
101.783	105	2	114.013	0.88566	69	2	66.5157	-0.30451	45	2	44.1821	-0.12637	29	1.57632	31.4753	0.41191	19	1.7713	21.0847	0.46231
101.838	99	1	113.556	1.44437	61	1	66.1662	0.63379	43	1	43.8842	0.13679	41	1.06302	31.278	-1.62536	27	1.02298	20.8496	-1.37527
101.893	93	2	113.371	1.99651	65	2	66.125	0.13824	42	2	43.9179	0.29362	31	2.40041	31.423	0.06944	20	2.19375	21.0113	0.22245
101.948	111	4	113.407	0.23577	59	4	66.3204	0.91189	50	4	44.1995	-0.89267	35	4.23134	31.7424	-0.54976	26	4.12902	21.4149	-0.99791
102.003	95	4	113.227	1.80473	78	4	66.2636	-1.45324	38	4	44.2045	0.93774	32	3.63425	31.6782	-0.05491	22	3.83016	21.4179	-0.12412
102.058	99	2	112.721	1.35853	71	2	65.8448	-0.6444	38	2	43.8241	0.88702	41	1.82368	31.3374	-1.63848	17	1.89435	21.0291	0.84629
102.112	122	2	112.432	-0.93978	62	2	65.6792	0.45634	46	2	43.7206	-0.34988	44	2.09505	31.3121	-2.16888	23	2.05045	21.0084	-0.42144
102.167	103	2	112.144	0.88997	59	2	65.5142	0.81287	44	2	43.6176	-0.05981	23	1.79251	31.1875	1.39058	25	1.9048	20.9279	-0.86598
102.222	91	1	111.693	2.02914	63	1	65.169	0.26972	48	1	43.3224	-0.73959	33	1.03956	30.9563	-0.346	19	1.00289	20.6669	0.35184
102.277	105	2	111.516	0.64166	58	2	65.132	0.90173	39	2	43.359	0.68731	33	2.26359	31.0792	-0.31817	25	2.13556	20.8202	-0.88447
102.332	114	3	111.394	-0.25592	70	3	65.1504	-0.62263	37	3	43.4505	1.01991	36	3.09807	31.1933	-0.81508	24	3.05386	20.9894	-0.63547
102.387	110	3	111.166	0.11418	58	3	65.0431	0.90014	28	3	43.404	2.45268	35	2.82411	31.1324	-0.66989	18	2.91898	20.9704	0.63011
102.442	97	2	110.774	1.34853	63	2	64.7552	0.2231	42	2	43.165	0.18816	37	1.90948	30.9279	-1.03629	29	1.9432	20.7513	-1.77667
102.497	87	3	110.656	2.31101	59	3	64.7752	0.74488	40	3	43.2574	0.52385	46	3.77796	31.2296	-2.54982	21	3.36822	21.0256	0.00549
102.551	104	6	110.92	0.66898	54	6	65.2128	1.4253	36	6	43.7901	1.25822	26	5.54668	31.6163	0.96634	18	5.83492	21.6193	0.78565
102.606	127	2	110.206	-1.64236	67	2	64.547	-0.31238	41	2	43.1366	0.33971	31	1.69374	30.9761	-0.00415	21	1.79691	20.8658	-0.02968
102.661	104	3	110.09	0.60037	65	3	64.5679	-0.05512	34	3	43.2292	1.44136	32	3.49532	31.2519	-0.12958	19	3.25303	21.1379	0.45695
102.716	95	5	110.193	1.48187	47	5	64.8253	2.26788	51	5	43.5693	-1.16522	26	5.2369	31.6169	0.97777	21	5.12749	21.5886	0.1271
102.771	125	5	110.08	-1.44316	74	5	64.8301	-1.16043	36	5	43.6326	1.20348	35	4.50907	31.5847	-0.60375	20	4.77599	21.6365	0.35249
102.826	92	2	109.477	1.69395	68	2	64.2916	-0.46722	48	2	43.1174	-0.76566	31	1.61481	31.0774	0.01332	17	1.78454	21.0601	0.87677
102.881	95	2	109.199	1.38351	56	2	64.1325	1.04316	41	2	43.0173	0.31591	36	2.5917	31.1829	-0.82612	31	2.27585	21.1093	-2.10869
102.936	117	5	109.413	-0.73924	66	5	64.5173	-0.19141	39	5	43.4959	0.69837	34	5.1144	31.6531	-0.39797	25	5.09407	21.7187	-0.69433
102.99	103	3	108.976	0.57682	65	3	64.1612	-0.10759	36	3	43.1741	1.1359	37	1.98272	31.1324	-0.98402	22	2.50186	21.2515	-0.15998
103.045	100	0	108.266	0.80158	59	0	63.5148	0.59001	40	0	42.5508	0.39412	42	0.88531	30.8434	-1.88282	17	0.36911	20.7415	0.79369
103.1	117	5	108.698	-0.79679	47	5	64.1538	2.2589	42	5	43.3069	0.20219	33	4.50715	31.4382	-0.26315	26	4.85922	21.6245	-0.90799
103.155	104	0	107.773	0.36033	58	0	63.2559	0.6862	40	0	42.4077	0.37552	39	0.09718	30.6282	-1.41508	22	0	20.6261	-0.2851
103.21	113	4	108.044	-0.47564	54	4	63.7148	1.2744	37	4	42.9718	0.91069	33	4.48013	31.3318	-0.2789	17	4.29592	21.4441	0.9523
103.265	116	4	107.883	-0.77389	54	4	63.6689	1.2857	54	4	42.9828	-1.66723	31	3.9343	31.2945	0.04986	23	3.94986	21.4458	-0.33305
103.32	112	4	107.723	-0.40658	60	4	63.6232	0.4762	47	4	42.9938	-0.60018	32	3.78266	31.3052	-0.1182	26	3.90462	21.4959	-0.95308
103.374	105	4	107.563	0.24611	65	4	63.5776	-0.18414	35	4	43.0047	1.19921	34	4.96708	31.5746	-0.40996	31	4.43564	21.6748	-2.05128
103.429	107	8	108.057	0.10211	61	8	64.2567	0.42519	56	8	43.7865	-1.82973	41	7.13949	32.108	-1.52747	12	7.66695	22.5005	2.29748
103.484	116	2	107.138	-0.85623	51	2	63.3435	1.5906	42	2	42.8579	0.1295	29	2.1988	31.3381	0.40633	22	1.98827	21.4722	-0.11518
103.539	106	6	107.523	0.14777	71	6	63.9129	-0.91579	48	6	43.5301	-0.6852	39	5.85144	32.0112	-1.20648	22	6.01806	22.3389	0.07338
103.594	97	2	106.821	0.96307	63	2	63.2525	0.03212	42	2	42.8778	0.13473	37	1.53145	31.2926	-0.98856	11	1.7115	21.529	2.29155
103.649	93	2	106.553	1.3464	49	2	63.0977	1.80339	40	2	42.7789	0.42161	29	2.07078	31.3045	0.39587	24	2.05194	21.5357	-0.5495
103.704	112	2	106.286	-0.57042	68	2	62.9437	-0.64917	31	2	42.6805	1.79997	26	2.19344	31.2637	0.91019	18	2.08175	21.4913	0.75986
103.759	108	3	106.184	-0.18339	51	3	62.9713	1.52309	42	3	42.7753	0.11854	35	2.85147	31.3373	-0.63334	26	2.94808	21.6402	-0.95904
103.813	92	2	105.81	1.39108	77	2	62.692	-1.84204	46	2	42.5394	-0.52842	30	2.19267	31.1844	0.20794	24	2.06995	21.4398	-0.56621
103.868	81	3	105.709	2.48056	59	3	62.7208	0.48624	44	3	42.635	-0.21147	39	2.58817	31.206	-1.39238	22	2.83106	21.5644	-0.09431
103.923	98	1	105.174	0.72425	57	1	62.2615	0.68758	44	1	42.207	-0.27704	37	1.56371	30.9657	-1.06673	21	1.2189	21.1901	0.04073
103.978	96	5	105.51	0.96061	61	5	62.78	0.23195	48	5	42.8272	-0.79295	29	4.95217	31.5518	0.44799	18	5.04278	21.967	0.86339
104.033	110	3	105.086	-0.50355	58	3	62.4311	0.57153	49	3	42.5086	-0.999	30	3.18763	31.2962	0.22601	20	3.03997	21.6295	0.35465
104.088	103	5	105.207	0.22434	47	5	62.6975	2.07313	31	5	42.8522	1.83614	27	4.70533	31.5985	0.79915	19	4.90833	22.0624	0.67006
104.143	83	2	104.621	2.15855	49	2	62.1679	1.75964	42	2	42.3408	0.05308	35	1.86306	31.1127	-0.67442	28	1.8857	21.4833	-1.44915
104.198	111	3	104.525	-0.64827	71	3	62.1988	-1.17963	37	3	42.4372	0.85146	30	3.07443	31.2791	0.22456	12	3.06287	21.6917	2.17318
104.252	83	2	104.157	2.11569	62	2	61.9228	-0.01039	39	2	42.203	0.50227	39	1.60721	30.9775	-1.3781	26	1.80383	21.4107	-1.01776
104.307	106	0	103.572	-0.24353	52	0	61.4115	1.27161	41	0	41.7219	0.11593	32	0	30.5659	-0.24636	22	0	20.9337	-0.23648
104.362	113	0	103.204	-0.98347	47	0	61.1537	1.89892	40	0	41.5184	0.23941	40	1.05718	30.5983	-1.59425	16	0.48083	20.8771	1.07282
104.417	93	5	103.654	1.06129	54	5	61.8025	1.04473	40	5	42.2795	0.36449	30	4.6434	31.1973	0.19802	18	4.9083	21.7512	0.83648
104.472	98	1	102.911	0.49025	57	1	61.0957	0.54408	47	1	41.5781	-0.85138	42	1.01722	30.5534	-1.87061	22	0.93195	20.9566	-0.22591
104.527	105	4	103.091	-0.19025	54	4	61.4379	0.99591	32	4	42.0087	1.57813	30	4.44771	31.1191	0.18681	20	4.26388	21.606	0.35616
104.582	101	4	102.948	0.19686	54	4	61.4016	0.99602	44	4	42.0244	-0.31368	35	3.64795	31.0304	-0.66468	22	3.82451	21.5832	-0.09479
104.636	97	3	102.641	0.57018	51	3	61.1842	1.34111	32	3	41.8472	1.56571	51	3.26451	30.9799	-3.42783	23	3.11107	21.4722	-0.34163
104.691	107	4	102.607	-0.44399	79	4	61.2747	-2.32745	50	4	42.0013	-1.27718	38	3.49805	31.0314	-1.17605	23	3.78993	21.6386	-0.29398
104.746	86	1	101.975	1.62765	54	1	60.6958	0.88344	36	1	41.4389	0.86969	25	1.12451	30.5739	0.96867	17	1.00861	21.0526	0.87741
104.801	81	3	101.996	2.17455	47	3	60.8586	1.82498	36	3	41.6774	0.91434	30	2.89876	30.8141	0.14342	13	2.99578	21.3985	1.82786
104.856	113	1	101.474	-1.20537	69	1	60.4071	-1.13265	39	1	41.2541	0.37057	26	0.84843	30.3884	0.77847	22	0.89426	20.9232	-0.23193
104.911	93	1	101.169	0.8558	57	1	60.209	0.42055	37	1	41.108	0.66934	39	0.72353	30.2337	-1.60051	31	0.88419	20.8068	-2.24825
104.966	84	0	100.702	1.75296	52	0	59.8305	1.05163	46	0	40.7698	-0.87304	24	0.58547	30.0701	1.12076	21	0.24499	20.547	-0.10074
105.021	77	4	100.998	2.50344	56	4	60.3038	0.57454	27	4	41.3418	2.37207	22	4.25459	30.6617	1.59927	18	4.17585	21.2964	0.7251
105.075	85	3	100.698	1.63075	53	3	60.0911	0.93289	30	3	41.168	1.8117	31	2.63617	30.4007	-0.10961	26	2.80662	21.0583	-1.06164
105.13	94	2	100.344	0.67248	57	2	59.8239	0.37151	38	2	40.94	0.47763	35	2.01613	30.2489	-0.87067	14	1.99956	20.8706	1.45384
105.185	104	3	100.263	-0.39716	54	3	59.8647	0.77007	34	3	41.0433	1.13432	32	3.54601	30.4929	-0.28148	20	3.26171	21.1101	0.24354
105.24	96	5	100.4	0.46298	60	5	60.1418	0.01848	42	5	41.3941	-0.09887	25	4.67636	30.7429	1.0524	21	4.87998	21.503	0.11006
105.295	88	2	99.8318	1.23805	62	2	59.623	-0.31153	49	2	40.8898	-1.30992	35	1.61254	30.2161	-0.86231	22	1.77639	20.9081	-0.23457
105.35	80	2	99.5886	2.04596	69	2	59.4835	-1.25198	38	2	40.8006	0.43798	25	2.42548	30.2938	0.95943	28	2.20347	20.9434	-1.53581
105.405	89	4	99.6731	1.13276	59	4	59.7068	0.09202	43	4	41.0974	-0.29876	29	4.08555	30.587	0.28974	17	4.06471	21.3313	0.92343
105.46	100	3	99.3783	-0.06561	60	3	59.4965	-0.06524	37	3	40.9247	0.61129	34	2.48834	30.321	-0.6742	22	2.74967	21.0987	-0.19167
105.514	86	1	98.8655	1.35699	50	1	59.0508	1.18277	34	1	40.5051	1.02712	31	1.0811	30.0035	-0.17802	25	1.01162	20.6946	-0.93215
105.569	88	3	98.8969	1.14511	49	3	59.2205	1.3459	53	3	40.7482	-1.96748	28	3.62389	30.3984	0.43311	21	3.31405	21.1155	0.02527
105.624	68	5	99.0395	3.21673	68	5	59.5003	-1.13469	35	5	41.1004	0.99252	31	4.76938	30.6564	-0.05992	22	4.91673	21.5078	-0.11006
105.679	113	3	98.6393	-1.4777	59	3	59.1653	0.02187	40	3	40.7902	0.12838	30	2.88224	30.3711	0.06427	21	2.91504	21.1669	0.03711
105.734	97	3	98.456	0.1508	51	3	59.0831	1.08123	32	3	40.7567	1.4042	39	2.70966	30.323	-1.49792	14	2.8791	21.1609	1.5968
105.789	94	1	97.9465	0.40373	54	1	58.6391	0.62365	37	1	40.3379	0.53449	29	0.87111	29.9317	0.16111	18	0.91256	20.7116	0.61669
105.844	103	1	97.6543	-0.54246	55	1	58.4483	0.46404	29	1	40.1962	1.84065	45	0.82191	29.7961	-2.64221	20	0.92766	20.6037	0.1385
105.899	101	0	97.1997	-0.38109	68	0	58.0772	-1.34342	44	0	39.8625	-0.67218	33	0.15325	29.5344	-0.6043	19	0.05079	20.2936	0.29678
105.953	89	2	97.1813	0.82832	49	2	58.1957	1.25786	46	2	40.0535	-0.96606	36	2.49311	29.8385	-1.08172	21	2.25519	20.6391	-0.08377
106.008	107	3	97.111	-1.0093	45	3	58.2434	1.80778	35	3	40.1612	0.82063	30	2.55659	29.8186	-0.03258	18	2.80174	20.7319	0.62132
106.063	102	2	96.7697	-0.53106	48	2	57.984	1.35171	35	2	39.938	0.77754	25	3.12917	29.9044	0.86698	18	2.49148	20.6601	0.61026
106.118	89	8	97.5178	0.86834	62	8	58.9379	-0.41499	43	8	41.01	-0.31249	29	7.59158	30.801	0.32464	22	7.90785	21.8796	-0.02731
106.173	96	2	96.6364	0.06552	49	2	58.047	1.25729	40	2	40.0948	0.015	26	1.20053	29.7742	0.68403	17	1.53412	20.7114	0.83689
106.228	83	1	96.2411	1.36895	53	1	57.733	0.65706	47	1	39.8168	-1.15023	26	0.96632	29.6213	0.6661	21	1.00067	20.5145	-0.10738
106.283	103	0	95.7914	-0.76126	62	0	57.3649	-0.64072	44	0	39.4849	-0.72197	38	0	29.3092	-1.62635	15	0	20.1811	1.1683
106.337	96	1	95.6146	-0.04085	54	1	57.3053	0.45641	31	1	39.485	1.34346	34	2.29692	29.5973	-0.80985	24	1.60158	20.3867	-0.80796
106.392	84	7	96.3113	1.29852	44	7	58.2068	1.98935	39	7	40.504	0.24222	30	6.74463	30.4454	0.08162	21	6.96487	21.5443	0.12273
106.447	82	2	95.5418	1.44906	50	2	57.4447	1.0505	37	2	39.7289	0.44204	28	1.05497	29.5127	0.28037	28	1.48045	20.5268	-1.66643
106.502	72	1	95.1504	2.47567	49	1	57.1332	1.14387	36	1	39.4527	0.57192	21	1.87204	29.5635	1.58716	11	1.40292	20.4325	2.13908
106.557	96	5	95.5218	-0.05157	49	5	57.6732	1.24043	42	5	40.0863	-0.32044	34	4.76087	30.0754	-0.74316	21	4.94585	21.1619	0.0365
106.612	97	2	94.9707	-0.22142	49	2	57.1647	1.16507	31	2	39.5883	1.4517	31	1.93247	29.6045	-0.26746	19	1.91469	20.5901	0.36373
106.667	73	3	94.9081	2.37317	42	3	57.2166	2.16401	36	3	39.6983	0.62513	20	2.73325	29.7016	1.84444	21	2.90841	20.7655	-0.05348
106.722	84	1	94.4111	1.12557	56	1	56.7803	0.11073	32	1	39.2845	1.23524	26	1.23853	29.3841	0.64081	15	1.06968	20.3502	1.24953
106.776	90	4	94.6217	0.49268	47	4	57.1407	1.43253	37	4	39.7263	0.46156	27	4.44862	29.9253	0.54114	17	4.25486	20.979	0.92097
106.831	78	4	94.5084	1.77671	56	4	57.1225	0.16036	25	4	39.7532	2.53016	28	3.41866	29.7976	0.33065	19	3.72625	20.9404	0.45456
106.886	95	1	93.9052	-0.11914	47	1	56.5609	1.34615	39	1	39.2017	0.03454	34	0.76517	29.2867	-0.86212	22	0.85531	20.3356	-0.38638
