t	0000ul_dec	0000ul_irf	0000ul_fit	0000ul_res	0250ul_dec	0250ul_irf	0250ul_fit	0250ul_res	0500ul_dec	0500ul_irf	0500ul_fit	0500ul_res	0750ul_dec	0750ul_irf	0750ul_fit	0750ul_res	1000ul_dec	1000ul_irf	1000ul_fit	1000ul_res
106.941	85	1	93.6273	0.92435	52	1	56.3789	0.6066	35	1	39.0656	0.68289	30	1.04097	29.2139	-0.1373	20	1.0259	20.2629	0.06141
106.996	94	2	93.5138	-0.05196	53	2	56.3787	0.46755	37	2	39.1229	0.34744	33	2.79894	29.454	-0.61937	14	2.37209	20.4695	1.4974
107.051	81	5	93.7833	1.37314	39	5	56.7962	2.42425	34	5	39.6206	0.89873	37	4.33126	29.7479	-1.22196	17	4.73672	20.986	0.92533
107.106	80	1	93.0749	1.39203	62	1	56.1103	-0.79821	32	1	38.9322	1.09003	34	1.56402	29.2666	-0.80521	22	1.18702	20.2849	-0.39697
107.161	97	6	93.617	-0.36269	57	6	56.8356	-0.02219	48	6	39.7611	-1.30088	46	5.95668	30.0637	-2.68946	19	6.06821	21.3087	0.53595
107.215	88	3	93.1284	0.54982	57	3	56.3861	-0.08337	49	3	39.3199	-1.52004	26	2.94528	29.6246	0.60409	18	2.91213	20.7729	0.65764
107.27	82	4	93.1281	1.19078	62	4	56.4967	-0.75045	53	4	39.4864	-2.11622	49	3.49144	29.7284	-3.19716	16	3.80012	20.9811	1.1529
107.325	92	1	92.5298	0.05623	61	1	55.9378	-0.68466	37	1	38.9362	0.29995	22	1.492	29.3531	1.22741	20	1.16676	20.4347	0.09857
107.38	84	6	93.0739	0.95295	51	6	56.6639	0.76839	36	6	39.7651	0.5825	39	6.54874	30.2785	-1.44249	21	6.33349	21.5214	0.11926
107.435	85	5	92.914	0.83472	46	5	56.5773	1.46524	39	5	39.7094	0.11049	38	4.01705	29.9679	-1.362	13	4.52227	21.3068	1.9342
107.49	97	1	92.2087	-0.49923	49	1	55.8923	0.96935	39	1	39.0205	0.00327	36	1.09506	29.4365	-1.11476	22	0.99642	20.596	-0.31659
107.545	94	3	92.2637	-0.18037	47	3	56.0753	1.29794	42	3	39.2708	-0.44801	33	3.0507	29.7179	-0.56287	24	3.06305	20.9629	-0.67724
107.599	97	2	91.9396	-0.52727	59	2	55.8249	-0.46423	33	2	39.0519	0.98463	40	1.98215	29.5039	-1.77417	19	1.96637	20.7247	0.38352
107.654	90	3	91.8878	0.19576	37	3	55.8825	2.75756	43	3	39.1645	-0.6177	30	3.23289	29.6945	-0.05231	13	3.12628	20.9401	1.80064
107.709	108	3	91.7285	-1.69031	43	3	55.8141	1.86473	32	3	39.139	1.13829	25	2.53761	29.5657	0.78688	29	2.7865	20.8788	-1.80594
107.764	87	1	91.2429	0.4478	47	1	55.3838	1.2087	33	1	38.728	0.92116	43	1.22617	29.2747	-2.35388	20	1.07505	20.4846	0.10777
107.819	87	3	91.3013	0.45823	42	3	55.5689	1.94283	43	3	38.9797	-0.65218	31	2.98171	29.5245	-0.25388	21	3.0263	20.8306	-0.03809
107.874	92	2	90.9807	-0.10985	52	2	55.3207	0.48438	43	2	38.7623	-0.6815	31	2.12699	29.3504	-0.28336	14	2.03473	20.6154	1.47515
107.929	82	3	90.9323	0.96507	49	3	55.3804	0.92523	46	3	38.8763	-1.16073	34	2.71031	29.4166	-0.78863	20	2.88976	20.7659	0.1667
107.984	71	1	90.4495	2.13343	57	1	54.9519	-0.29494	33	1	38.4665	0.8894	39	1.12775	29.0819	-1.69267	22	1.02323	20.3432	-0.36743
108.038	79	3	90.5107	1.26943	53	3	55.1388	0.30764	36	3	38.7195	0.44116	31	3.21067	29.3928	-0.27838	20	3.13131	20.7231	0.15906
108.093	79	3	90.3563	1.2432	43	3	55.0736	1.73665	39	3	38.6962	-0.05033	41	3.00475	29.3625	-2.01903	22	2.99345	20.71	-0.28375
108.148	86	3	90.2024	0.46035	42	3	55.0086	1.86685	34	3	38.6729	0.78613	29	2.75575	29.312	0.05325	22	2.89488	20.698	-0.28413
108.203	85	1	89.7222	0.51868	49	1	54.5816	0.79737	33	1	38.2642	0.91332	30	0.56069	28.858	-0.19334	22	0.77299	20.2177	-0.39418
108.258	79	0	89.2958	1.11238	48	0	54.2268	0.90506	35	0	37.9399	0.50585	34	0.3375	28.6761	-0.90278	23	0.14515	19.9586	-0.68582
108.313	98	2	89.3054	-0.9474	42	2	54.3614	1.80096	29	2	38.1403	1.58315	30	2.00132	28.8604	-0.19264	21	2.03042	20.2393	-0.17202
108.368	91	1	88.9362	-0.22488	54	1	54.0629	0.00918	33	1	37.8718	0.85239	41	0.93721	28.5924	-2.15627	17	0.94817	19.9498	0.66705
108.423	78	2	88.8394	1.18267	53	2	54.0724	0.15533	27	2	37.9349	1.90033	39	2.48184	28.7874	-1.78988	15	2.23589	20.1409	1.1692
108.477	96	4	88.962	-0.76538	42	4	54.3184	1.78214	38	4	38.2457	0.04291	38	4.02343	29.0689	-1.60695	15	4.03425	20.5226	1.2349
108.532	66	3	88.7054	2.46921	51	3	54.1309	0.44932	32	3	38.0871	1.05431	33	2.69378	28.862	-0.7583	19	2.84293	20.3232	0.30008
108.587	79	2	88.394	1.0325	41	2	53.8888	1.82681	33	2	37.874	0.83317	24	2.02055	28.7118	0.85866	22	2.00127	20.1356	-0.43153
108.642	84	2	88.1913	0.46538	49	2	53.7733	0.68738	38	2	37.7995	-0.03383	24	1.72177	28.5989	0.84593	20	1.87606	20.0638	0.01432
108.697	90	1	87.826	-0.24122	50	1	53.4773	0.50365	30	1	37.5327	1.24968	15	1.41236	28.4676	2.5105	28	1.16949	19.8526	-1.84767
108.752	79	4	88.06	1.00944	55	4	53.8515	-0.16426	40	4	37.983	-0.33411	24	4.25277	28.95	0.94872	18	4.15899	20.4464	0.53245
108.807	82	4	87.97	0.6647	53	4	53.847	0.12005	37	4	38.0184	0.16869	33	4.04055	28.9805	-0.77197	14	4.00754	20.4926	1.43203
108.861	76	4	87.8802	1.32641	40	4	53.8425	1.95113	41	4	38.0536	-0.47868	36	3.56904	28.9468	-1.31734	28	3.80883	20.5186	-1.6369
108.916	79	2	87.464	0.94961	48	2	53.4759	0.75937	38	2	37.7031	-0.04781	32	2.28319	28.7234	-0.60846	11	2.10042	20.1878	1.98922
108.971	90	4	87.5915	-0.27309	53	4	53.7244	0.101	39	4	38.015	-0.15773	24	3.72833	28.9746	0.90158	30	3.9132	20.5645	-2.08113
109.026	67	2	87.1763	2.28942	59	2	53.3582	-0.79347	32	2	37.6647	0.90451	32	2.42292	28.7562	-0.58365	14	2.15318	20.2276	1.38108
109.081	75	5	87.4683	1.41681	46	5	53.7883	1.10636	46	5	38.1695	-1.27027	38	4.68401	29.1786	-1.60464	25	4.91208	20.8234	-0.91874
109.136	77	1	86.7823	1.10449	64	1	53.1151	-1.52254	44	1	37.4882	-1.05636	27	0.48906	28.435	0.27011	24	0.69949	19.9823	-0.89591
109.191	75	1	86.5298	1.30456	45	1	52.9475	1.11046	34	1	37.3605	0.53658	28	1.41577	28.4817	0.09158	21	1.20697	19.9803	-0.21631
109.246	78	2	86.4415	0.94379	47	2	52.9617	0.82941	42	2	37.426	-0.74527	28	1.53586	28.4196	0.07821	16	1.79865	20.0272	0.88587
109.3	80	0	85.919	0.65409	44	0	52.488	1.20575	26	0	36.9683	1.76389	27	0.55279	28.1438	0.21615	17	0.21743	19.6118	0.564
109.355	85	4	86.2675	0.13867	54	4	52.9922	-0.14222	41	4	37.5589	-0.56486	18	4.08739	28.718	2.02151	23	4.09993	20.3561	-0.57696
109.41	76	3	86.0204	1.09332	49	3	52.8101	0.54742	49	3	37.4036	-1.90643	27	3.32903	28.6311	0.31391	30	3.11782	20.2095	-2.15943
109.465	107	5	86.2088	-2.25956	57	5	53.1168	-0.55855	25	5	37.7721	2.09658	34	4.4597	28.8796	-0.98139	16	4.79397	20.6143	1.0123
109.52	84	1	85.5273	0.16719	40	1	52.4464	1.76608	41	1	37.0927	-0.64625	25	1.00818	28.2738	0.62747	21	0.93831	19.8495	-0.2478
109.575	90	3	85.606	-0.4836	52	3	52.6438	0.09055	32	3	37.3524	0.88661	39	2.94757	28.5539	-1.99806	21	3.02279	20.223	-0.16607
109.63	81	1	85.1422	0.46246	48	1	52.2268	0.60179	43	1	36.9502	-1.0083	17	0.77752	28.1203	2.1227	20	0.85754	19.7442	-0.05482
109.685	81	2	85.0588	0.45253	44	2	52.2441	1.17772	35	2	37.0178	0.34949	30	2.69433	28.3835	-0.30488	23	2.33607	19.9753	-0.66357
109.739	67	5	85.3583	2.08312	59	5	52.6789	-0.9177	37	5	37.5258	0.09076	28	5.02914	28.8383	0.15971	23	5.05119	20.5737	-0.52946
109.794	72	3	85.0067	1.47168	52	3	52.3725	0.05364	25	3	37.2331	2.12593	28	2.23525	28.397	0.07358	20	2.62027	20.1501	0.03318
109.849	64	0	84.3816	2.32102	43	0	51.7755	1.28004	37	0	36.6387	-0.06332	19	0	27.9106	1.68729	22	0	19.5441	-0.54167
109.904	78	1	84.2452	0.71018	46	1	51.7393	0.82648	25	1	36.6526	2.07803	33	1.11139	27.9694	-0.93958	21	1.07248	19.6338	-0.30133
109.959	82	1	84.0017	0.22944	43	1	51.5775	1.22815	27	1	36.529	1.69038	29	1.0745	27.8615	-0.21061	18	1.02891	19.5305	0.33849
110.014	88	1	83.759	-0.48226	47	1	51.4164	0.64117	37	1	36.4059	-0.10728	39	0.58259	27.661	-2.12193	16	0.81089	19.3855	0.75494
110.069	81	0	83.3538	0.26576	41	0	51.0749	1.47481	27	0	36.0907	1.61546	28	0.93112	27.6018	-0.07365	22	0.40452	19.186	-0.6275
110.123	83	5	83.8748	0.0974	59	5	51.766	-1.05769	33	5	36.8783	0.6856	24	4.69291	28.2463	0.76959	20	4.93604	20.0928	0.02021
110.178	70	1	83.2017	1.47804	49	1	51.1013	0.304	38	1	36.2033	-0.31171	35	0.93371	27.5959	-1.33944	22	0.89685	19.2986	-0.58794
110.233	78	3	83.2887	0.58844	47	3	51.3044	0.61985	27	3	36.4674	1.61313	22	3.06823	27.9148	1.07003	20	3.07921	19.6964	-0.06677
110.288	82	2	82.9964	0.1111	45	2	51.0741	0.87875	34	2	36.2622	0.38796	34	2.10535	27.7335	-1.14623	20	2.02127	19.4781	-0.11328
110.343	84	3	82.9764	-0.11428	44	3	51.1515	1.03463	40	3	36.3883	-0.62143	30	2.71038	27.8121	-0.40093	31	2.89071	19.6402	-2.44676
110.398	70	1	82.5219	1.40586	55	1	50.7408	-0.622	36	1	35.9908	-0.00157	34	1.14915	27.4912	-1.18395	21	1.03289	19.2285	-0.37486
110.453	91	3	82.6113	-0.94116	47	3	50.9454	0.57618	38	3	36.2559	-0.29717	29	3.11703	27.7897	-0.22139	14	3.09071	19.6064	1.1893
110.508	85	2	82.3215	-0.30135	43	2	50.7166	1.1296	33	2	36.0518	0.50706	33	1.65471	27.5118	-0.98925	21	1.81825	19.3405	-0.35382
110.562	79	2	82.1405	0.35259	41	2	50.6145	1.40742	25	2	35.9862	1.83671	27	2.80811	27.6759	0.1225	25	2.36928	19.419	-1.18988
110.617	75	6	82.6138	0.85422	51	6	51.2373	0.03461	36	6	36.692	0.11445	28	5.91021	28.2951	0.05319	27	6.01445	20.2364	-1.4918
110.672	71	3	82.1642	1.24217	49	3	50.8112	0.26802	41	3	36.2657	-0.78904	32	2.33543	27.7508	-0.77724	21	2.64254	19.6566	-0.30123
110.727	74	2	81.8759	0.88862	45	2	50.583	0.82416	43	2	36.0616	-1.1691	30	2.57306	27.7689	-0.40584	18	2.25854	19.5671	0.34658
110.782	85	5	82.1867	-0.319	45	5	51.0247	0.89153	30	5	36.5742	1.11124	31	4.98033	28.2349	-0.51347	20	5.03431	20.1781	0.03927
110.837	85	3	81.8464	-0.35913	47	3	50.7252	0.54532	47	3	36.2861	-1.77744	33	2.5536	27.8678	-0.95121	18	2.76022	19.7923	0.40078
110.892	82	2	81.5593	-0.04979	43	2	50.4974	1.10811	31	2	36.0819	0.84961	26	2.12526	27.7645	0.33019	15	2.05481	19.6353	1.03077
110.947	71	2	81.381	1.16143	49	2	50.3962	0.20661	31	2	36.0162	0.83993	32	1.44136	27.586	-0.82601	19	1.74755	19.5291	0.11766
111.001	78	0	80.8764	0.32137	41	0	49.9332	1.32841	31	0	35.5653	0.77045	22	0.7413	27.3664	0.99652	22	0.30399	19.146	-0.61951
111.056	73	5	81.4063	0.95115	50	5	50.6292	0.09277	37	5	36.3555	-0.10859	28	5.12379	28.1258	0.024	20	5.13139	20.1151	0.02466
111.111	86	3	81.0687	-0.55836	43	3	50.3314	1.09971	31	3	36.0685	0.87936	23	2.74301	27.7766	0.91364	29	2.83576	19.7306	-1.95658
111.166	85	3	80.9478	-0.46014	48	3	50.2863	0.34598	40	3	36.058	-0.68853	32	2.88994	27.7997	-0.80835	21	2.96385	19.7688	-0.2561
111.221	76	2	80.6639	0.52436	41	2	50.0602	1.37459	38	2	35.8548	-0.3728	34	1.99322	27.6221	-1.22996	27	1.98083	19.5603	-1.56649
111.276	67	2	80.4887	1.51547	52	2	49.9609	-0.3078	31	2	35.7903	0.81359	17	1.64119	27.5035	2.01313	25	1.84083	19.4887	-1.16622
111.331	84	1	80.1508	-0.42857	33	1	49.6809	2.53726	29	1	35.5333	1.12598	32	1.77002	27.4617	-0.85936	24	1.33186	19.3251	-0.98193
111.385	78	5	80.5755	0.28735	36	5	50.2521	2.17343	27	5	36.186	1.60178	23	4.58272	27.9649	0.92195	21	4.86972	20.058	-0.20084
111.44	85	2	80.0775	-0.55422	47	2	49.7748	0.41727	34	2	35.7071	0.29717	31	2.75867	27.6973	-0.60865	14	2.28702	19.5931	1.18647
111.495	79	7	80.7215	0.19548	45	7	50.5822	0.83629	45	7	36.607	-1.5156	25	6.41968	28.4254	0.63853	20	6.82796	20.609	0.13506
111.55	86	1	79.844	-0.6873	44	1	49.671	0.84853	28	1	35.6581	1.37544	34	0.86739	27.5135	-1.1756	23	0.83221	19.4741	-0.79062
111.605	83	4	80.1064	-0.32397	41	4	50.0611	1.33761	24	4	36.1175	2.13102	33	4.28677	28.0862	-0.88254	23	4.20019	20.1377	-0.64911
111.66	72	3	79.8812	0.88983	59	3	49.8915	-1.32549	41	3	35.9693	-0.8787	36	2.73753	27.8561	-1.44216	23	2.85104	19.9149	-0.68984
111.715	64	2	79.601	1.77279	44	2	49.6671	0.82663	17	2	35.7665	3.27235	28	1.55511	27.6123	-0.06939	10	1.79466	19.6819	2.14128
111.77	91	0	79.1028	-1.3647	53	0	49.2072	-0.55854	34	0	35.3169	0.2332	32	0.16203	27.2603	-0.84674	21	0.04533	19.2306	-0.3924
111.824	80	2	79.1487	-0.09794	44	2	49.3629	0.80242	41	2	35.5301	-0.97033	37	2.22878	27.5235	-1.69296	20	2.13803	19.5586	-0.09842
111.879	66	2	78.979	1.49979	48	2	49.2665	0.18561	31	2	35.4671	0.77893	31	1.90843	27.4252	-0.64205	26	1.94649	19.4845	-1.42558
111.934	76	3	78.9732	0.34641	45	3	49.3515	0.64869	35	3	35.5971	0.10537	25	3.88871	27.7698	0.50108	18	3.41835	19.7798	0.3915
111.989	66	6	79.35	1.54381	37	6	49.8539	1.90442	36	6	36.1672	0.02812	26	5.08999	28.0695	0.36905	19	5.62914	20.3278	0.28453
112.044	82	0	78.4217	-0.41913	31	0	48.8902	2.67353	27	0	35.1652	1.38458	34	0.01534	27.1793	-1.24759	21	0	19.2087	-0.38682
112.099	77	3	78.6334	0.19147	58	3	49.2283	-1.32405	34	3	35.5719	0.27046	30	3.02466	27.6234	-0.44561	30	3.07549	19.759	-2.19451
112.154	61	2	78.3577	2.01931	45	2	49.0068	0.60634	34	2	35.3711	0.23515	32	2.68602	27.5663	-0.83623	21	2.27496	19.5988	-0.30102
112.209	74	7	79.0079	0.58042	49	7	49.8174	0.12369	46	7	36.2726	-1.68203	36	7.23927	28.4696	-1.40646	20	7.19066	20.6998	0.14919
112.263	74	4	78.6268	0.53585	46	4	49.4526	0.51217	29	4	35.9037	1.18591	18	2.65292	27.7977	1.8022	18	3.32939	20.0732	0.45483
112.318	79	0	77.9166	-0.12529	36	0	48.7422	1.85209	32	0	35.1782	0.54417	24	0.89506	27.4342	0.64266	23	0.36437	19.4307	-0.78304
112.373	76	6	78.6204	0.30102	46	6	49.6243	0.5318	33	6	36.163	0.54335	28	6.0454	28.3556	0.06707	25	6.11771	20.6125	-0.99498
112.428	81	3	78.1849	-0.32128	45	3	49.2049	0.60834	30	3	35.7394	0.98109	30	2.81134	27.8869	-0.39777	21	2.84785	20.0591	-0.21338
112.483	67	4	78.2377	1.28529	53	4	49.3456	-0.53179	40	4	35.9233	-0.7145	34	3.94123	28.11	-1.12431	8	4.0049	20.3306	2.81244
112.538	84	3	78.0191	-0.69164	48	3	49.179	0.17056	29	3	35.776	1.1678	25	3.21573	28.025	0.57166	21	3.07654	20.1911	-0.18504
112.593	86	4	78.0724	-0.92574	50	4	49.3198	-0.0975	32	4	35.9597	0.69516	26	3.37986	28.0771	0.37992	18	3.74194	20.3626	0.54522
112.647	70	0	77.3642	0.85351	57	0	48.6099	-1.20821	37	0	35.2339	-0.31166	33	0	27.4287	-0.99707	21	0	19.5643	-0.33632
112.702	71	2	77.4163	0.74983	44	2	48.7681	0.69468	31	2	35.4475	0.77816	29	2.26206	27.7208	-0.23058	18	2.16084	19.9027	0.45411
112.757	59	2	77.2527	2.12342	51	2	48.6742	-0.34501	39	2	35.3849	-0.63795	23	1.94787	27.6245	0.84746	17	1.96497	19.8261	0.64459
112.812	66	2	77.0896	1.31713	44	2	48.5807	0.67295	21	2	35.3226	2.48075	41	1.93907	27.5719	-2.36966	20	1.9747	19.7856	-0.04919
112.867	86	2	76.9271	-1.08962	42	2	48.4875	0.95422	30	2	35.2606	0.91268	40	2.30385	27.5939	-2.16326	20	2.13723	19.7809	-0.04998
112.922	70	3	76.9287	0.82748	35	3	48.5758	2.04405	35	3	35.3916	0.06899	26	2.52552	27.608	0.28476	15	2.80136	19.9004	1.13762
112.977	73	0	76.3322	0.39891	38	0	47.9948	1.50868	35	0	34.8062	-0.03408	25	0	27.0847	0.37177	23	0	19.2657	-0.88291
113.032	57	1	76.2245	2.30694	56	1	47.9744	-1.21917	40	1	34.8292	-0.93038	46	0.79422	27.0849	-3.30384	19	0.93139	19.3254	0.07466
113.086	72	0	75.846	0.46226	49	0	47.6474	-0.20548	31	0	34.5216	0.62147	33	0.66104	26.9448	-1.07793	20	0.27611	19.0765	-0.20767
113.141	77	4	76.2304	-0.09333	38	4	48.1718	1.5393	28	4	35.1242	1.26159	24	3.87236	27.4675	0.6296	15	4.00339	19.793	1.08385
113.196	68	1	75.692	0.93895	42	1	47.6478	0.84507	32	1	34.5953	0.47122	25	0.64339	26.881	0.33784	12	0.78045	19.1331	1.60846
113.251	56	1	75.4788	2.3817	46	1	47.5032	0.22354	26	1	34.4817	1.56013	35	1.05426	26.8424	-1.45734	27	1.0397	19.0858	-1.80512
113.306	64	1	75.2664	1.34766	44	1	47.3592	0.51427	32	1	34.3685	0.44761	30	1.14758	26.7638	-0.59305	27	1.06174	18.9998	-1.80911
113.361	75	2	75.2181	0.02626	45	2	47.3969	0.36985	28	2	34.4488	1.20445	29	2.05941	26.855	-0.39456	18	2.04134	19.1348	0.26187
113.416	62	2	75.0624	1.58146	44	2	47.3088	0.51259	21	2	34.3911	2.49624	32	2.10276	26.8238	-0.9468	16	2.04388	19.1027	0.7118
113.471	71	2	74.9071	0.46923	43	2	47.2209	0.64788	28	2	34.3336	1.16721	28	1.51355	26.6686	-0.23956	19	1.78112	19.0103	0.0023
113.525	84	0	74.4256	-1.13273	33	0	46.7713	2.10282	26	0	33.891	1.45973	32	0.46705	26.3891	-1.03598	22	0.17965	18.5973	-0.78294
113.58	64	4	74.8149	1.26291	43	4	47.2994	0.65566	37	4	34.4966	-0.46398	31	4.45252	27.059	-0.72903	13	4.2661	19.394	1.50244
113.635	70	4	74.7719	0.55809	35	4	47.3224	1.89141	29	4	34.549	1.0265	27	3.61448	26.9867	-0.00245	17	3.8115	19.3854	0.55377
113.69	78	2	74.4022	-0.41513	49	2	46.9831	-0.30561	38	2	34.2156	-0.6797	34	1.66644	26.6447	-1.3711	21	1.82678	19.0005	-0.45344
113.745	75	1	74.0859	-0.10548	50	1	46.7156	-0.4964	24	1	33.9662	1.7618	21	1.04775	26.4598	1.01973	17	1.01237	18.7702	0.39916
113.8	81	2	74.0418	-0.82385	45	2	46.7559	0.26241	31	2	34.0484	0.52365	29	2.36656	26.6285	-0.44729	20	2.18173	18.9474	-0.23871
113.855	73	3	74.0536	0.12504	40	3	46.8516	1.01266	29	3	34.1854	0.88929	30	2.66199	26.6666	-0.63247	22	2.85772	19.0789	-0.66434
113.909	80	1	73.6308	-0.75236	54	1	46.4589	-1.09998	37	1	33.7987	-0.55265	27	1.08147	26.3458	-0.12315	24	1.00438	18.6708	-1.17862
113.964	71	3	73.7518	0.32684	45	3	46.6815	0.24498	37	3	34.0744	-0.51014	27	3.44481	26.7262	-0.05226	21	3.23561	19.0911	-0.42104
114.019	50	4	73.8204	2.85844	42	4	46.8328	0.70494	43	4	34.2664	-1.49535	27	3.78718	26.8347	-0.03105	20	3.90856	19.2824	-0.15496
114.074	61	3	73.6175	1.54019	52	3	46.6767	-0.78393	38	3	34.1272	-0.66746	28	3.21198	26.7784	-0.22685	12	3.0788	19.1681	1.56008
114.129	76	5	73.8498	-0.26356	46	5	47.0091	0.14789	25	5	34.5117	1.63391	31	5.2849	27.2197	-0.70199	27	5.16125	19.6717	-1.62074
114.184	71	5	73.8659	0.357	50	5	47.0887	-0.42822	32	5	34.6191	0.4529	27	4.60043	27.2247	0.04188	22	4.81521	19.7381	-0.50298
114.239	62	2	73.3917	1.42893	49	2	46.6246	-0.34981	35	2	34.1478	-0.14662	29	1.18538	26.6439	-0.44177	25	1.5919	19.1261	-1.30621
114.294	60	0	72.9155	1.58315	37	0	46.1775	1.36306	27	0	33.7061	1.17734	35	0.82604	26.4835	-1.57546	17	0.35318	18.7841	0.40116
114.348	68	5	73.4737	0.67719	44	5	46.8892	0.43556	31	5	34.5054	0.62734	30	5.03047	27.2171	-0.50903	16	5.09038	19.7382	0.83588
114.403	61	2	73.0009	1.50142	51	2	46.4261	-0.68781	33	2	34.0347	0.18197	25	1.38154	26.6142	0.29255	22	1.66104	19.0952	-0.65687
114.458	63	1	72.6895	1.21119	44	1	46.1608	0.32658	40	1	33.7862	-1.0909	24	1.33277	26.5272	0.4597	21	1.15055	18.9238	-0.47492
114.513	77	3	72.8138	-0.52648	35	3	46.3847	1.72504	31	3	34.062	0.53758	34	3.20523	26.8226	-1.29142	16	3.12011	19.2908	0.75942
114.568	50	3	72.7222	2.81354	40	3	46.3561	0.94868	27	3	34.0613	1.20903	34	2.82233	26.7716	-1.32464	14	2.911	19.2721	1.18882
114.623	63	3	72.6309	1.20178	48	3	46.3276	-0.24717	35	3	34.0607	-0.16057	36	3.52145	26.9157	-1.66164	23	3.23789	19.3639	-0.81993
114.678	72	5	72.8669	0.10817	46	5	46.6616	0.09999	33	5	34.4455	0.2459	25	4.46787	27.1484	0.38937	18	4.78946	19.754	0.40122
114.733	55	1	72.2328	2.15973	47	1	46.0182	-0.14991	35	1	33.7823	-0.21126	35	0.77508	26.5049	-1.51494	22	0.83528	18.9733	-0.70264
114.787	78	2	72.1953	-0.73067	49	2	46.0616	-0.44298	42	2	33.8654	-1.42568	25	2.1838	26.6758	0.2932	25	2.1134	19.1635	-1.33123
114.842	59	2	72.0503	1.63555	52	2	45.9791	-0.91465	32	2	33.8106	0.31625	31	1.97763	26.6028	-0.7733	16	1.98229	19.1048	0.7041
114.897	61	2	71.9058	1.35385	33	2	45.8968	1.96421	36	2	33.756	-0.39464	30	1.90881	26.5459	-0.60744	17	1.95987	19.0637	0.468
114.952	58	2	71.7617	1.70112	36	2	45.8149	1.4987	28	2	33.7016	1.01142	33	2.4057	26.5987	-1.12383	16	2.18192	19.0775	0.69395
115.007	72	4	71.945	-0.00678	45	4	46.0956	0.16883	25	4	34.033	1.5913	45	3.86039	26.8713	-3.25602	22	3.96647	19.4613	-0.58072
115.062	55	2	71.5853	2.0804	34	2	45.7614	1.83932	29	2	33.7021	0.8491	31	1.72073	26.5057	-0.80576	16	1.83821	19.0521	0.70642
115.117	74	2	71.4424	-0.31804	46	2	45.6801	-0.04996	31	2	33.648	0.4756	36	2.28868	26.5622	-1.71991	23	2.13969	19.0771	-0.90262
115.171	77	3	71.4635	-0.68497	44	3	45.7803	0.27728	28	3	33.7869	1.05851	26	2.82053	26.6436	0.11729	20	2.93004	19.2312	-0.17484
115.226	59	2	71.2133	1.50209	40	2	45.5732	0.85882	39	2	33.5949	-0.9639	22	2.22326	26.5288	0.8238	17	2.08306	19.0561	0.46898
115.281	57	4	71.3986	1.74466	38	4	45.8549	1.19786	28	4	33.9268	1.04231	26	4.2228	26.9006	0.1719	21	4.13356	19.4952	-0.34522
115.336	69	4	71.3677	0.28458	53	4	45.884	-1.0608	35	4	33.982	-0.17811	22	3.87326	26.9139	0.94568	18	3.93587	19.5368	0.35053
115.391	67	3	71.1735	0.50987	35	3	45.7317	1.57472	26	3	33.8441	1.37478	30	2.56417	26.715	-0.6388	21	2.79296	19.3504	-0.38409
115.446	65	1	70.7609	0.71577	44	1	45.3437	0.19933	42	1	33.459	-1.50723	34	0.98208	26.388	-1.47406	15	0.96627	18.9424	0.93211
115.501	90	2	70.7286	-2.37015	53	2	45.3899	-1.13305	33	2	33.5437	0.0973	20	2.24351	26.5419	1.2564	20	2.12894	19.114	-0.20818
115.556	65	3	70.7522	0.70216	52	3	45.4913	-0.9585	32	3	33.6831	0.2991	27	3.24387	26.7146	-0.05415	18	3.11796	19.3127	0.30384
115.61	54	4	70.8314	2.06832	59	4	45.6476	-2.0155	30	4	33.877	0.69262	31	3.97299	26.8891	-0.77382	16	3.9982	19.5428	0.83504
115.665	57	4	70.8026	1.7164	35	4	45.6776	1.60163	24	4	33.9325	1.76505	28	4.36013	27.0358	-0.18294	15	4.15885	19.6581	1.08461
115.72	71	6	71.1006	0.01248	37	6	46.0696	1.35201	31	6	34.3731	0.60474	26	5.98241	27.4509	0.28039	19	6.02437	20.1714	0.27526
115.775	66	4	70.8553	0.62053	47	4	45.8463	-0.17504	32	4	34.1509	0.37698	32	3.27408	27.0892	-0.92622	26	3.6391	19.8182	-1.45706
115.83	61	1	70.3361	1.20864	33	1	45.332	1.88061	32	1	33.6267	0.28129	26	0.84128	26.6301	0.11724	12	0.89424	19.2461	1.66236
115.885	53	2	70.3054	2.20769	40	2	45.3782	0.83431	29	2	33.7106	0.7975	26	2.6168	26.8775	0.16358	25	2.30095	19.4669	-1.24768
115.94	68	4	70.4938	0.31309	49	4	45.6608	-0.50923	37	4	34.042	-0.49921	25	3.5555	27.0573	0.38276	12	3.82498	19.7951	1.76776
115.995	56	0	69.8125	1.7637	39	0	44.9662	0.90984	46	0	33.3256	-2.1124	32	0	26.3897	-1.05815	19	0	18.9872	-0.00286
116.049	51	0	69.5646	2.38347	48	0	44.7775	-0.49463	40	0	33.163	-1.13081	34	1.25577	26.4865	-1.43423	27	0.58048	18.9689	-1.83178
116.104	70	6	70.298	0.03805	46	6	45.6762	-0.0497	43	6	34.1577	-1.47372	30	5.85592	27.3239	-0.51292	22	6.01431	20.0941	-0.42383
116.159	75	2	69.7287	-0.66412	48	2	45.0924	-0.44806	26	2	33.5511	1.25658	29	1.36156	26.5981	-0.45757	13	1.63525	19.2852	1.40153
116.214	52	1	69.429	2.21746	37	1	44.8327	1.23334	39	1	33.3049	-0.96264	19	0.99637	26.4467	1.41574	25	1.00477	19.0834	-1.29455
