t	chcl3dec	irf	chcl3fit	chcl3res	etohdec	etohfit	etohres	h2odec	h2ofit	h2ores	iprohdec	iprohfit	iprohres
12.7298	2	0.47552	0.97434	-0.76925	0	0.916	0.916	1	0.65	-0.35	0	0.88597	0.76727
12.7846	1	0	0.93299	-0.04876	0	0.89366	0.89366	1	0.64356	-0.35644	3	0.83919	-2.04992
12.8395	1	0.02512	0.92169	-0.06066	2	0.88091	-1.11909	1	0.61921	-0.38079	1	0.82638	-0.16471
12.8944	4	0	0.90635	-2.39633	1	0.86619	-0.12695	1	0.60233	-0.39767	3	0.81377	-1.89333
12.9492	3	0.00115	0.89277	-1.45029	1	0.85213	-0.13375	1	0.58392	-0.41608	1	0.80134	-0.15928
13.0041	2	0.00197	0.87943	-0.81533	3	0.8383	-1.87209	1	0.56643	-0.43357	1	0.78911	-0.16909
13.059	1	0	0.86603	-0.0922	1	0.82459	-0.14595	0	0.54957	0.54957	1	0.77706	-0.20165
13.1139	0	0.0341	0.85674	0.52464	2	0.81311	-0.98755	0	0.53301	0.53301	2	0.7652	-1.06937
13.1687	5	0	0.84188	-2.78935	1	0.79946	-0.16079	0	0.51996	0.51996	2	0.75352	-1.18252
13.2236	0	0.60048	0.89609	0.61673	1	0.81855	-0.13202	1	0.50382	-0.49618	0	0.74201	0.74201
13.2785	3	0.60048	0.91587	-1.4737	1	0.84919	-0.11682	0	0.54774	0.54774	0	0.81971	0.81971
13.3333	6	0	0.86841	-3.44238	2	0.82627	-0.8803	1	0.55936	-0.44064	2	0.77394	-1.22606
13.3882	0	0.03408	0.85908	0.53739	2	0.81528	-0.94989	1	0.53608	-0.46392	1	0.76212	-0.23788
13.4431	2	0	0.84419	-0.72301	4	0.8015	-2.66131	0	0.52232	0.52232	0	0.75049	0.75049
13.4979	1	0.0017	0.83162	-0.10103	1	0.78855	-0.18312	0	0.50621	0.50621	0	0.73903	0.73903
13.5528	3	0.00216	0.81919	-1.28308	2	0.77576	-1.06022	0	0.4911	0.4911	2	0.72775	-1.27225
13.6077	3	0	0.80669	-1.37201	0	0.76306	0.66083	0	0.47651	0.47651	1	0.71664	-0.28336
13.6626	5	0.03912	0.79885	-2.47174	0	0.75288	0.68101	0	0.46215	0.46215	1	0.7057	-0.2943
13.7174	2	0	0.78459	-0.74429	0	0.74017	0.74017	0	0.45166	0.45166	0	0.69493	0.69493
13.7723	4	0.67055	0.84748	-1.93052	1	0.76432	-0.21318	0	0.4375	0.4375	0	0.68432	0.68432
13.8272	3	0.33897	0.83492	-1.32584	2	0.77983	-1.15755	0	0.48953	0.48953	1	0.76289	-0.23711
13.882	3	1.09856	0.92578	-1.35789	1	0.81719	-0.16536	0	0.47906	0.47906	2	0.71799	-1.28201
13.9369	0	1.1418	0.97757	0.67281	2	0.89036	-0.92328	0	0.57357	0.57357	0	0.88506	0.88506
13.9918	1	0.20925	0.9222	-0.05093	3	0.86354	-1.71298	1	0.60785	-0.39215	2	0.80505	-1.19495
14.0466	3	1.27121	1.03825	-1.22716	1	0.93564	-0.05355	0	0.60735	0.60735	2	0.88177	-1.01147
14.1015	0	0.45592	1.00222	0.60133	1	0.94371	-0.04684	0	0.68607	0.68607	1	0.92408	-0.06575
14.1564	3	0	0.96155	-1.19932	2	0.92118	-0.89763	1	0.67629	-0.32371	0	0.87672	0.79302
14.2112	4	0.04863	0.95243	-1.69776	1	0.90933	-0.07544	0	0.65119	0.65119	1	0.86333	-0.12362
14.2661	6	0	0.93531	-2.77404	0	0.8939	0.84802	0	0.63542	0.63542	2	0.85015	-1.04008
14.321	5	0.4749	0.97411	-2.16921	2	0.90414	-1.03963	1	0.61567	-0.38433	2	0.83718	-1.10315
14.3759	4	1.20002	1.06658	-1.53193	1	0.96679	-0.03321	0	0.64524	0.64524	1	0.91341	-0.08659
14.4307	3	0.475	1.03623	-1.04145	2	0.9767	-1.0233	0	0.71479	0.71479	0	0.95523	0.7948
14.4856	2	0	0.99397	-0.55102	0	0.95338	0.95338	0	0.70629	0.70629	2	0.9074	-0.94622
14.5405	4	0.05017	0.98454	-1.80928	1	0.94111	-0.05327	1	0.68006	-0.31994	1	0.89355	-0.10099
14.5953	2	0	0.96685	-0.69306	0	0.92514	0.92514	0	0.66354	0.66354	0	0.8799	0.8799
14.6502	2	0.47732	1.00544	-0.62214	2	0.93501	-1.06499	0	0.64292	0.64292	4	0.86647	-3.13353
14.7051	2	1.19133	1.09633	-0.56529	1	0.99662	-0.00338	0	0.67188	0.67188	0	0.94226	0.94226
14.7599	1	0.50734	1.06962	0.04453	2	1.00803	-0.99197	0	0.73983	0.73983	0	0.98364	0.98364
14.8148	0	0	1.02505	0.67105	0	0.98385	0.93336	1	0.73354	-0.26646	0	0.93537	0.93537
14.8697	7	0.62549	1.07928	-3.78691	1	1.00177	0.00168	0	0.70601	0.70601	1	0.92109	-0.07891
14.9246	3	0.59374	1.09414	-1.24768	1	1.02858	0.02858	1	0.74558	-0.25442	0	0.99605	0.99605
14.9794	1	0	1.04436	0.02837	1	1.00282	0.00282	1	0.75049	-0.24951	1	0.94759	-0.05241
15.0343	3	0.033	1.03225	-1.23091	2	0.98888	-1.01112	1	0.72155	-0.27845	1	0.93312	-0.06688
15.0892	3	0	1.0148	-1.14616	0	0.97228	0.97228	1	0.70212	-0.29788	0	0.91888	0.79577
15.144	1	0	0.99946	-3.3E-4	0	0.9564	0.9564	1	0.68063	-0.31937	1	0.90485	-0.08607
15.1989	3	0.03346	0.98808	-1.23204	1	0.94272	-0.05728	1	0.66016	-0.33984	1	0.89104	-0.09856
15.2538	2	0	0.97127	-0.62997	0	0.92696	0.92696	1	0.64324	-0.3227	4	0.87743	-2.96233
15.3086	4	0.59995	1.02347	-1.9486	1	0.94394	-0.05606	0	0.6234	0.59141	3	0.86404	-2.13596
15.3635	5	0.60231	1.04155	-2.53183	1	0.97264	-0.02736	1	0.66368	-0.31906	0	0.93987	0.93987
15.4184	2	0	0.99209	-0.61722	0	0.94768	0.94768	2	0.67198	-1.32802	0	0.89227	0.89227
15.4733	1	0.05951	0.98373	-0.01018	1	0.93619	-0.06053	3	0.64529	-2.35471	0	0.87864	0.87864
15.5281	0	0	0.96553	0.61755	0	0.92018	0.76563	0	0.63046	0.63046	0	0.86523	0.86523
15.583	4	0.48079	1.00453	-2.00942	2	0.93034	-0.89001	1	0.61073	-0.38927	0	0.85202	0.85202
15.6379	3	1.18065	1.09404	-1.31177	3	0.99137	-1.67129	0	0.64095	0.64095	0	0.92803	0.92803
15.6927	2	0.54661	1.07234	-0.58029	2	1.00526	-0.82767	0	0.70885	0.70885	0	0.96963	0.96963
15.7476	1	0	1.02553	0.01502	3	0.98071	-1.74875	0	0.70707	0.70707	1	0.92158	-0.07842
15.8025	2	1.2967	1.15458	-0.4881	1	1.03496	0.03028	1	0.67976	-0.32024	0	0.90751	0.90751
15.8573	4	0.93026	1.16824	-1.73409	1	1.08908	0.08451	0	0.78536	0.78536	0	1.07169	1.07169
15.9122	6	0.98226	1.208	-3.06497	0	1.10376	1.10376	1	0.79309	-0.20691	0	0.98882	0.98882
15.9671	4	1.14069	1.26191	-1.83677	0	1.17427	1.17427	0	0.86395	0.86395	1	1.15176	0.15176
16.0219	1	0.32997	1.21576	0.13497	0	1.14964	1.14964	0	0.89013	0.89013	0	1.06767	1.06767
16.0768	1	0.66443	1.25298	0.16181	0	1.18333	1.18333	1	0.89195	-0.10805	0	1.14039	1.14039
16.1317	1	0	1.19684	0.13205	2	1.15407	-0.84593	0	0.90064	0.90064	0	1.08973	1.08973
16.1866	0	0	1.17875	0.91306	0	1.13522	1.13522	0	0.86638	0.86638	0	1.07309	1.07309
16.2414	4	0.59238	1.22697	-2.22337	1	1.14819	0.14819	2	0.84033	-1.15967	0	1.05671	1.05671
16.2963	1	0.59416	1.24149	0.18112	0	1.17323	1.17323	0	0.87361	0.87361	1	1.1296	0.1296
16.3512	2	0	1.18946	-0.53062	2	1.14508	-0.85492	0	0.87492	0.87492	2	1.0791	-0.87364
16.406	1	0	1.17148	0.10501	0	1.12637	1.12637	1	0.84226	-0.15774	1	1.06263	0.05941
16.4609	3	0.59128	1.21969	-1.00934	2	1.13944	-0.86056	0	0.81693	0.81693	2	1.0464	-0.86256
16.5158	3	0.60295	1.23536	-1.05878	1	1.16514	0.16514	1	0.8508	-0.1492	2	1.11945	-0.76258
16.5706	6	0	1.18294	-2.73102	0	1.13702	1.13702	0	0.85359	0.85359	2	1.0691	-0.77455
16.6255	4	0.03432	1.16888	-1.57718	0	1.12098	1.12098	1	0.82143	-0.17857	0	1.05278	0.91174
16.6804	4	0	1.14929	-1.5614	1	1.10221	0.10221	1	0.79911	-0.20089	1	1.03671	0.03321
16.7353	1	0.00246	1.13219	0.07364	1	1.08438	0.08438	0	0.77467	0.77467	1	1.02088	0.02088
16.7901	4	0	1.11494	-1.66569	2	1.06664	-0.93336	3	0.75155	-2.24845	2	1.0053	-0.9947
16.845	3	1.8E-4	1.0981	-1.24508	0	1.04923	1.04923	1	0.72892	-0.25717	1	0.98995	-0.01005
16.8999	2	0	1.08149	-0.66831	1	1.03208	0.03208	0	0.70701	0.70701	0	0.97484	0.97484
16.9547	2	1E-5	1.06515	-0.70114	1	1.01523	0.01523	1	0.68575	-0.31425	0	0.95996	0.95996
17.0096	1	0	1.04905	0.03468	2	0.99864	-0.94997	1	0.66513	-0.33487	1	0.9453	-0.0547
17.0645	0	1E-5	1.03319	0.77489	0	0.98233	0.98233	2	0.64513	-1.35487	0	0.93087	0.93087
17.1193	0	0	1.01757	0.71953	0	0.96628	0.96628	0	0.62573	0.62573	2	0.91666	-1.08334
17.1742	3	1.8E-4	1.00221	-1.45361	1	0.95051	-0.04695	0	0.60692	0.60692	0	0.90267	0.90267
17.2291	3	0	0.98705	-1.46464	3	0.93498	-1.95905	0	0.58868	0.58868	2	0.88889	-1.11111
17.284	2	0.00246	0.9724	-0.70724	0	0.91985	0.91985	0	0.57098	0.57098	1	0.87532	-0.12468
17.3388	5	0	0.95757	-2.71175	1	0.9048	-0.0952	0	0.55402	0.55402	0	0.86195	0.86195
17.3937	1	0.03431	0.94692	-0.03251	2	0.89202	-1.00221	1	0.53733	-0.46267	0	0.84879	0.84879
17.4486	2	0	0.93068	-0.68394	1	0.87709	-0.11118	1	0.52416	-0.47584	0	0.83584	0.83584
17.5034	3	0.60293	0.98382	-1.35249	0	0.89505	0.89505	1	0.50789	-0.49211	0	0.82308	0.82308
17.5583	1	0.59133	1.00112	7.2E-4	1	0.92387	-0.07613	0	0.5519	0.5519	1	0.89953	-0.09531
17.6132	4	0	0.95288	-2.09717	2	0.89983	-1.04371	1	0.56257	-0.43743	2	0.85254	-1.03791
17.668	1	0	0.93848	-0.03935	1	0.88513	-0.11487	0	0.53933	0.53933	2	0.83953	-1.005
17.7229	1	0.59133	0.99021	-0.00641	1	0.90215	-0.09283	0	0.52311	0.52311	3	0.82671	-1.80828
17.7778	4	0.60293	1.00935	-1.91283	0	0.93172	0.8839	2	0.56582	-1.43418	2	0.90311	-0.91267
17.8326	2	0	0.96034	-0.66497	2	0.90742	-0.94621	0	0.57717	0.57717	1	0.85607	-0.10795
17.8875	4	0.03431	0.94965	-1.95101	0	0.89512	0.7752	0	0.55333	0.55333	1	0.843	-0.12588
17.9424	1	0	0.93337	-0.04168	3	0.88004	-1.83594	0	0.53907	0.53907	1	0.83013	-0.1362
17.9973	4	0.00242	0.91953	-1.88639	0	0.86584	0.74984	2	0.52245	-1.47755	0	0.81746	0.73942
18.0521	1	0	0.9055	-0.06187	3	0.85167	-1.78752	0	0.50691	0.50691	4	0.80498	-3.03106
18.107	4	0	0.89181	-1.98801	2	0.83775	-0.93187	1	0.49164	-0.50836	0	0.79269	0.79269
18.1619	2	0.0024	0.8786	-0.73413	1	0.82421	-0.12791	1	0.47686	-0.52314	2	0.78059	-1.103
18.2167	2	0	0.86518	-0.74291	1	0.81072	-0.15176	0	0.46273	0.46273	0	0.76867	0.72923
18.2716	1	0.03413	0.85591	-0.10484	1	0.79947	-0.16078	1	0.44878	-0.55122	1	0.75694	-0.21986
18.3265	3	0	0.84106	-1.41336	3	0.78605	-1.91734	2	0.43826	-1.56174	0	0.74538	0.74538
18.3813	3	0.60048	0.89528	-1.41189	3	0.80535	-2.08202	0	0.42458	0.42458	3	0.734	-2.266
18.4362	1	0.60048	0.91507	-0.05697	0	0.8362	0.79329	0	0.47088	0.47088	0	0.81181	0.81181
18.4911	0	0	0.86762	0.56799	0	0.8135	0.8135	1	0.48481	-0.51519	1	0.76617	-0.23383
18.546	5	0.03414	0.85831	-2.77833	1	0.80272	-0.19728	0	0.46378	0.46378	0	0.75447	0.75447
18.6008	3	0	0.84343	-1.48425	0	0.78915	0.78915	0	0.45219	0.45219	0	0.74295	0.74295
18.6557	2	0.00245	0.83095	-0.74773	1	0.77644	-0.22356	1	0.43819	-0.56181	1	0.73161	-0.26839
18.7106	3	0	0.81825	-1.39545	0	0.76372	0.76372	2	0.42519	-1.57481	0	0.72044	0.72044
18.7654	0	1.8E-4	0.8059	0.50413	0	0.75126	0.75126	0	0.41237	0.41237	0	0.70944	0.70944
18.8203	2	0	0.79371	-0.85297	0	0.73899	0.73899	0	0.39998	0.39998	2	0.69861	-1.30139
18.8752	6	1E-5	0.78172	-3.79686	2	0.72692	-1.27308	0	0.38795	0.38795	0	0.68795	0.68795
18.93	1	0	0.7699	-0.17258	2	0.71504	-1.28496	0	0.37629	0.37629	2	0.67745	-1.32255
18.9849	1	0	0.75826	-0.19382	1	0.70336	-0.29664	0	0.36497	0.36497	3	0.6671	-2.3329
19.0398	0	1E-5	0.7468	0.5601	1	0.69187	-0.27871	0	0.354	0.354	0	0.65692	0.62321
19.0947	2	0	0.73551	-0.97947	0	0.68057	0.56627	2	0.34336	-1.65664	0	0.64689	0.64689
19.1495	1	1.3E-4	0.72441	-0.22097	2	0.66946	-1.20352	0	0.33303	0.33303	0	0.63702	0.63702
19.2044	1	0	0.71345	-0.21491	1	0.65852	-0.34148	1	0.32303	-0.67697	2	0.62729	-1.37271
19.2593	2	0.00179	0.70286	-0.91721	2	0.64787	-1.35213	2	0.31331	-1.68669	1	0.61771	-0.38229
19.3141	1	0	0.69214	-0.21189	2	0.63727	-1.36273	0	0.30405	0.30405	0	0.60828	0.60828
19.369	5	0.02499	0.68446	-3.05155	0	0.62832	0.62832	1	0.29488	-0.70512	0	0.599	0.599
19.4239	3	0	0.67272	-1.69335	0	0.61779	0.61779	1	0.28819	-0.71181	0	0.58985	0.58985
19.4787	3	0.47307	0.71528	-1.46131	0	0.63241	0.63241	0	0.27915	0.27915	0	0.58085	0.58085
19.5336	1	1.20097	0.81187	-0.12316	1	0.69958	-0.30042	0	0.31872	0.31872	0	0.661	0.661
19.5885	1	0.47303	0.78509	-0.14069	1	0.71373	-0.28627	1	0.39818	-0.60182	0	0.70667	0.70667
19.6433	0	0	0.74674	0.51394	1	0.69473	-0.30527	1	0.39903	-0.60097	1	0.66263	-0.33737
19.6982	6	0.02433	0.73817	-3.82854	0	0.68518	0.68518	0	0.38206	0.38206	1	0.65252	-0.34748
19.7531	1	0	0.72565	-0.20576	1	0.67366	-0.32634	3	0.37225	-2.62775	0	0.64256	0.64256
19.808	1	0	0.71468	-0.2076	1	0.66265	-0.33735	0	0.36077	0.36077	2	0.63275	-1.36725
19.8628	3	0.03366	0.70763	-1.66795	1	0.65379	-0.34621	0	0.34992	0.34992	0	0.62309	0.62309
19.9177	1	0	0.69505	-0.21563	1	0.64275	-0.35725	0	0.34234	0.34234	0	0.61357	0.61357
19.9726	2	0.60045	0.75148	-1.03884	0	0.6644	0.6644	1	0.33155	-0.66845	1	0.60421	-0.39579
20.0274	2	0.60049	0.77344	-0.98343	1	0.69755	-0.30245	0	0.38065	0.38065	2	0.684	-1.316
20.0823	1	0	0.72813	-0.21059	0	0.67711	0.67711	0	0.39729	0.39729	0	0.64031	0.64031
20.1372	1	0.03414	0.72093	-0.2093	0	0.66856	0.66856	0	0.37889	0.37889	2	0.63053	-1.36947
20.192	1	0	0.70812	-0.20639	1	0.65718	-0.34282	1	0.36986	-0.63014	0	0.62091	0.62091
20.2469	2	0.00245	0.69769	-0.94757	0	0.64663	0.64663	1	0.35834	-0.64166	2	0.61143	-1.38857
20.3018	2	0	0.68701	-0.92843	1	0.63603	-0.36397	0	0.34773	0.34773	0	0.60209	0.60209
20.3567	4	1.8E-4	0.67664	-2.22938	3	0.62565	-2.37435	0	0.33725	0.33725	0	0.5929	0.5929
20.4115	3	0	0.6664	-1.5277	1	0.61543	-0.38457	2	0.32712	-1.67288	0	0.58385	0.58385
20.4664	1	1E-5	0.65633	-0.2022	0	0.60538	0.60538	0	0.31728	0.31728	1	0.57494	-0.40325
20.5213	3	0	0.64641	-1.33436	0	0.59549	0.59549	2	0.30774	-1.69226	0	0.56616	0.56616
20.5761	3	0	0.63664	-1.36449	1	0.58576	-0.41424	0	0.29849	0.29849	3	0.55752	-2.31714
20.631	2	1E-5	0.62702	-0.84078	1	0.5762	-0.4238	0	0.28951	0.28951	2	0.549	-1.37654
20.6859	6	0	0.61754	-3.29607	1	0.56678	-0.43322	0	0.28081	0.28081	2	0.54062	-1.32006
20.7407	4	1.9E-4	0.60822	-2.03507	0	0.55754	0.55754	1	0.27236	-0.72764	1	0.53237	-0.44363
20.7956	1	0	0.59902	-0.23592	2	0.54843	-1.45157	0	0.26419	0.26419	1	0.52424	-0.45134
20.8505	1	0.00263	0.59026	-0.23657	2	0.53962	-1.46038	1	0.25624	-0.74376	0	0.51624	0.51624
20.9054	3	0	0.58119	-1.37134	1	0.53078	-0.46922	0	0.24876	0.24876	1	0.50836	-0.49164
20.9602	2	0.03659	0.57648	-0.91049	1	0.52424	-0.47576	0	0.24124	0.24124	0	0.5006	0.5006
21.0151	4	0	0.56572	-2.4284	0	0.51529	0.51529	0	0.23718	0.23718	0	0.49296	0.49296
21.07	4	0.63462	0.62791	-2.10939	0	0.54101	0.54101	0	0.22951	0.22951	0	0.48543	0.48543
21.1248	3	0.47308	0.63563	-1.34047	1	0.56838	-0.43162	0	0.28465	0.28465	1	0.56704	-0.43296
21.1797	0	0.47308	0.65227	0.37659	0	0.57417	0.57417	0	0.29257	0.29257	1	0.52513	-0.47487
21.2346	0	0.63462	0.68668	0.404	1	0.61301	-0.38699	0	0.32946	0.32946	1	0.60613	-0.39387
21.2894	6	0	0.64077	-3.21554	1	0.59349	-0.40651	0	0.3515	0.3515	1	0.56362	-0.43638
21.3443	6	0.03659	0.63516	-3.43136	3	0.58649	-2.41351	0	0.33407	0.33407	2	0.55502	-1.44498
21.3992	2	0	0.62351	-0.88041	2	0.57642	-1.42358	0	0.32656	0.32656	0	0.54655	0.54655
21.454	1	0.00263	0.61438	-0.24664	0	0.5672	0.5672	0	0.31631	0.31631	0	0.5382	0.51058
21.5089	3	0	0.60494	-1.40913	0	0.5579	0.5579	0	0.30698	0.30698	1	0.52999	-0.42514
21.5638	1	2E-4	0.59582	-0.25851	0	0.5488	0.5488	1	0.29772	-0.70228	2	0.52189	-1.40225
21.6187	3	0	0.5868	-1.75586	0	0.53983	0.53983	0	0.28878	0.28878	0	0.51393	0.51393
21.6735	0	1.9E-4	0.57795	0.42052	1	0.53103	-0.46897	2	0.28009	-1.71991	3	0.50608	-2.36594
21.7284	4	0	0.56921	-2.57309	0	0.52235	0.52235	0	0.27169	0.27169	2	0.49836	-1.35829
21.7833	2	0.00241	0.56087	-1.15387	1	0.51396	-0.48604	0	0.26351	0.26351	0	0.49075	0.46556
21.8381	1	0	0.55226	-0.34682	1	0.50554	-0.49446	1	0.2558	-0.7442	1	0.48326	-0.51674
21.893	2	0.0335	0.54764	-1.20843	0	0.49923	0.49923	0	0.24807	0.24807	1	0.47588	-0.49723
21.9479	0	0	0.53749	0.41634	1	0.49072	-0.50928	0	0.24353	0.24353	1	0.46861	-0.53139
22.0027	1	0.59164	0.59532	-0.32447	0	0.51434	0.51434	0	0.23572	0.23572	0	0.46146	0.46146
22.0576	2	0.63349	0.62382	-1.06599	0	0.55196	0.55196	0	0.28693	0.28693	1	0.54343	-0.45657
22.1125	1	0	0.57892	-0.31581	1	0.53355	-0.46645	0	0.3094	0.3094	1	0.50188	-0.49812
22.1674	2	0.61894	0.63917	-0.99015	1	0.55858	-0.44142	0	0.29315	0.29315	0	0.49422	0.49422
22.2222	3	0.64986	0.6673	-1.4592	2	0.59591	-1.16827	1	0.3444	-0.6556	0	0.57569	0.57569
22.2771	3	0	0.62084	-1.37361	1	0.57663	-0.29138	0	0.36644	0.36644	0	0.53365	0.53365
22.332	2	3.84867	1.04049	-0.48656	2	0.79265	-0.73935	1	0.34821	-0.61834	1	0.61452	-0.32073
22.3868	3	2.4487	1.08227	-0.76203	1	0.94489	-0.02923	2	0.69202	-1.08831	0	1.01698	0.68221
22.4417	6	12.7315	2.3481	-1.19537	5	1.59499	-1.45929	1	0.77592	-0.13183	1	1.10225	0.05261
22.4966	5	36.1252	5.62698	0.16188	6	3.8035	-0.80504	1	1.97719	0.44706	3	3.30014	0.11435
22.5514	10	53.3928	9.47159	-0.10811	5	6.82148	0.49271	4	4.78381	0.26625	7	6.30198	-0.19116
22.6063	23	105.304	18.0783	-0.78036	9	12.7889	0.75611	3	8.68799	1.38865	8	11.152	0.63897
22.6612	29	185.392	32.5767	0.45754	18	23.5772	0.86058	13	16.8723	0.73618	14	21.5842	1.18445
22.7161	54	261.002	50.8013	-0.33369	20	38.293	2.28069	18	30.5176	1.79027	28	36.1618	1.01321
22.7709	83	439.223	84.385	0.11857	57	62.9631	0.59532	35	49.0198	1.57074	58	57.3366	-0.06725
22.8258	145	708.98	137.555	-0.53026	105	103.747	-0.1017	74	81.7328	0.69724	100	96.8621	-0.26354
22.8807	195	924.483	198.844	0.23114	153	155.596	0.17547	100	132.617	2.38735	150	149.581	-0.02937
22.9355	283	1306.96	289.779	0.35034	206	227.998	1.26098	192	195.692	0.22525	216	215.146	-0.05005
22.9904	406	1801.41	413.048	0.31372	330	329.468	-0.02586	278	287.566	0.49327	295	316.307	1.06328
23.0453	556	2256.88	557.546	0.06013	469	453.824	-0.64356	394	410.346	0.72689	407	438.721	1.37542
23.1001	738	2782.82	732.991	-0.17226	612	606.419	-0.20752	576	560.528	-0.59909	566	588.922	0.86872
23.155	910	3358.48	940.515	0.93633	787	789.147	0.07109	751	742.944	-0.27493	799	768.841	-1.01296
23.2099	1226	3968.37	1180.66	-1.24933	1093	1003.52	-2.65599	985	959.945	-0.76111	1023	981.268	-1.24785
23.2647	1489	4717.14	1466.51	-0.56388	1250	1256.92	0.18494	1201	1212.38	0.31118	1231	1228.45	-0.06858
23.3196	1806	5411.93	1783.57	-0.51409	1610	1546.65	-1.54081	1526	1511.2	-0.36561	1579	1520.8	-1.42218
23.3745	2145	6015.76	2124.25	-0.43891	1850	1863.31	0.29718	1825	1844.85	0.44757	1862	1834.49	-0.61778
23.4294	2576	6755.53	2508.45	-1.32129	2213	2217.76	0.09826	2217	2209.65	-0.15209	2304	2184.97	-2.46464
23.4842	2873	7475.85	2925.72	0.96019	2713	2607.42	-2.02941	2569	2615.63	0.89084	2661	2574.05	-1.67046
23.5391	3374	8035.3	3358.73	-0.26106	3085	3021.26	-1.14163	3104	3056.94	-0.83492	3045	2990.28	-0.98166
23.594	3716	8594.2	3816.17	1.61081	3444	3458.61	0.24546	3524	3519.47	-0.07512	3343	3424.06	1.36559
23.6488	4320	9168.78	4299.47	-0.31343	3889	3922.71	0.53521	4082	4007.26	-1.16531	3945	3888.86	-0.89147
23.7037	4834	9322.55	4760.43	-1.06869	4307	4385.57	1.18179	4616	4517.43	-1.45336	4417	4362.36	-0.82398
23.7586	5160	9723	5250.46	1.25298	4943	4860.84	-1.17708	5129	5014.05	-1.61144	4805	4823.39	0.26451
23.8134	5808	10010.7	5742.73	-0.86718	5422	5350.47	-0.98165	5706	5532.42	-2.32572	5333	5328.31	-0.06452
23.8683	5961	9744.29	6181.76	2.82189	5681	5808.46	1.67798	6072	6044.12	-0.35815	5845	5791.02	-0.71161
23.9232	6603	9957.04	6652.79	0.61518	6297	6273.62	-0.29656	6594	6517.77	-0.94383	6177	6245.51	0.87121
23.9781	7136	9809.67	7088.35	-0.57058	6776	6725.74	-0.61554	6971	7001.14	0.36123	6578	6718.1	1.71978
24.0329	7443	9444.04	7484.82	0.48799	7025	7142.15	1.39577	7439	7446.67	0.08945	7032	7130.17	1.1707
24.0878	7818	9264.28	7875.73	0.6575	7591	7546.81	-0.5122	7945	7857.26	-0.99476	7661	7542.38	-1.37494
24.1427	8185	9024.45	8244.06	0.65719	7876	7928.82	0.59686	8233	8242.3	0.1031	7808	7924.47	1.31769
24.1975	8650	8371.65	8547.47	-1.12007	8391	8268.77	-1.35385	8572	8600.52	0.31012	8492	8286.95	-2.27171
24.2524	8504	8018.95	8843.52	3.64238	8338	8577.5	2.60051	8608	8891.65	3.02705	8363	8578.75	2.33855
24.3073	9084	7766.94	9126.76	0.4523	9028	8877.27	-1.60994	9582	9165.29	-4.38996	9028	8900.29	-1.36116
24.3621	9257	6937.03	9327.3	0.7343	9168	9115.15	-0.55614	9357	9403.88	0.4877	9178	9145.6	-0.34085
24.417	9337	6612.81	9535.12	2.05014	9164	9335.13	1.77963	9386	9575.88	1.95735	9188	9362.25	1.80877
24.4719	9923	5867.74	9674.9	-2.54684	9757	9511.01	-2.5336	9906	9729.18	-1.80751	9852	9563.26	-2.97162
24.5268	9662	5036.85	9761.65	1.01594	9577	9630.23	0.54419	9505	9814.28	3.13999	9656	9680.22	0.24715
24.5816	9881	4559.87	9840.44	-0.41158	9991	9727.22	-2.68362	10010	9846.76	-1.65452	9766	9785.67	0.19965
24.6365	9754	3880.3	9868.98	1.16383	9811	9781.94	-0.29447	9773	9847.83	0.7572	10000	9851.14	-1.50489
24.6914	10003	3268.55	9866.93	-1.37554	10007	9801.41	-2.07972	10000	9800.35	-2.02001	9938	9877.3	-0.61204
24.7462	9695	2730.12	9839.14	1.45787	9615	9791.09	1.78148	9799	9714.73	-0.85577	9793	9874.83	0.82504
24.8011	9903	2208.48	9783.76	-1.20576	9861	9751.78	-1.10566	9872	9596.35	-2.80663	9959	9844.15	-1.15857
24.856	9679	1696.08	9701.31	0.22638	9872	9684.08	-1.90899	9649	9446.49	-2.07832	9905	9785.2	-1.21193
24.9108	9567	1450.56	9621.41	0.55242	9456	9604.42	1.51159	9400	9267.23	-1.36993	9659	9706.08	0.4774
24.9657	9836	1212.16	9529.89	-3.12162	9744	9515.42	-2.33793	9271	9083.23	-1.95579	9854	9630.66	-2.27311
25.0206	9691	882.923	9416.4	-2.81422	9467	9406.43	-0.62171	9042	8885.53	-1.64678	9574	9527.79	-0.47221
25.0754	9257	753.399	9308.62	0.53124	9378	9294.04	-0.86541	8641	8672.64	0.33658	9257	9420.67	1.67944
25.1303	9684	599.733	9192.58	-5.0886	9367	9175.15	-1.99109	8865	8460.35	-4.36194	9599	9311.19	-2.97302
25.1852	9231	501.045	9075.9	-1.61488	9272	9052.13	-2.2951	8421	8243.13	-1.9409	9280	9192.99	-0.90345
25.2401	8842	475.711	8963.69	1.27517	9021	8931.05	-0.94409	8087	8027.93	-0.65166	9093	9079.31	-0.14284
25.2949	9174	409.111	8847.17	-3.44812	9131	8807.72	-3.41721	8156	7817.9	-3.7817	9256	8963.65	-3.0713
25.3498	8654	362.346	8730.92	0.81588	8725	8683.78	-0.43888	7572	7609.14	0.42039	8771	8845.99	0.79238
25.4047	8648	333.381	8615.82	-0.34406	8493	8560.47	0.72263	7535	7404.04	-1.50349	8790	8729.25	-0.64648
25.4595	8781	326.378	8503.3	-2.98554	8837	8438.85	-4.29672	7622	7203.39	-4.87126	9037	8613.35	-4.53081
