t	chcl3dec	irf	chcl3fit	chcl3res	etohdec	etohfit	etohres	h2odec	h2ofit	h2ores	iprohdec	iprohfit	iprohres
114.458	13	1.00161	9.26469	-1.1558	10	8.73209	-0.41257	9	5.69316	-1.38915	11	9.32699	-0.53201
114.513	9	3.37612	9.44493	0.13483	9	8.7686	-0.07713	5	5.56077	0.23329	11	9.20712	-0.55477
114.568	9	3.24391	9.47477	0.14613	13	8.84653	-1.35954	7	5.6994	-0.5518	9	9.4784	0.15567
114.623	18	4.77325	9.68205	-2.52072	6	8.93394	0.97798	8	5.70047	-0.92186	11	9.34547	-0.53524
114.678	6	4.2881	9.7465	1.11287	6	9.08702	1.03542	2	5.93652	1.60708	8	9.75942	0.57251
114.733	14	1.82437	9.56248	-1.35871	8	8.97158	0.34114	3	5.96487	1.2455	11	9.46668	-0.5019
114.787	12	4.03944	9.7661	-0.69123	13	9.09536	-1.3805	6	5.92495	-0.03093	6	9.64498	1.1931
114.842	11	2.51787	9.67302	-0.4063	6	9.07187	1.11756	9	6.02846	-1.27352	9	9.63178	0.20558
114.897	10	0.76409	9.47102	-0.16456	9	8.96204	-0.01298	5	5.99397	0.44452	9	9.56301	0.19003
114.952	7	0.80078	9.37434	0.72323	3	8.84087	1.95909	6	5.82225	-0.07862	10	9.35052	-0.22062
115.007	7	2.28278	9.44228	0.74012	8	8.84735	0.27736	7	5.72667	-0.54571	11	9.38581	-0.55548
115.062	11	1.94309	9.38836	-0.49868	9	8.80439	-0.06481	3	5.72281	1.20437	10	9.35405	-0.21942
115.117	15	5.31986	9.73071	-1.67563	15	8.97162	-1.99717	4	5.68557	0.78972	5	9.4118	1.4891
115.171	10	2.90246	9.60935	-0.12711	9	9.01739	0.00595	3	5.95115	1.38268	7	9.70247	0.92392
115.226	15	1.07029	9.42092	-1.80482	12	8.86763	-1.05063	6	5.867	-0.06389	9	9.35483	0.12374
115.281	8	2.44138	9.49075	0.46128	11	8.89872	-0.70924	3	5.78679	1.41316	8	9.47907	0.49609
115.336	6	4.4142	9.70269	1.14571	6	8.98035	1.03242	4	5.77173	0.85111	10	9.41264	-0.19701
115.391	6	6.65183	10.0504	1.2738	4	9.26445	1.84847	5	5.97874	0.48271	7	9.82556	0.93609
115.446	8	0.85349	9.62126	0.50708	6	9.1223	1.1039	4	6.23886	1.07551	7	9.79886	0.93295
115.501	15	3.0592	9.76907	-1.6922	7	9.11275	0.77434	3	5.99768	1.38766	17	9.51626	-2.51012
115.556	11	5.0347	10.0114	-0.32554	5	9.31047	1.6557	7	6.12384	-0.40558	10	9.90509	-0.03266
115.61	12	3.17701	9.93236	-0.6467	13	9.29655	-1.41102	2	6.25903	1.99545	7	9.82142	0.9523
115.665	11	3.50726	9.99534	-0.31087	8	9.3598	0.47422	5	6.28297	0.60857	6	9.92779	1.35165
115.72	9	3.79395	10.0708	0.33134	7	9.40821	0.81803	9	6.31941	-1.25591	8	9.91028	0.64889
115.775	5	1.94196	9.92269	1.53138	5	9.37824	1.46851	3	6.40653	1.55847	4	10.0153	2.1569
115.83	15	0.56323	9.72676	-1.66754	7	9.21481	0.72497	3	6.27606	1.5349	13	9.72939	-1.17274
115.885	8	2.30514	9.80517	0.5677	16	9.22071	-2.20595	4	6.13798	0.96694	4	9.75889	2.07987
115.94	8	1.96621	9.74709	0.55872	10	9.1752	-0.26682	5	6.12524	0.50891	9	9.72144	0.25332
115.995	14	1.83001	9.69368	-1.34689	9	9.12885	0.04075	5	6.07142	0.52142	9	9.68456	0.24037
116.049	8	2.83874	9.76115	0.54787	9	9.13993	0.0445	5	6.00916	0.49771	10	9.64825	-0.11798
116.104	13	1.44003	9.61521	-1.09497	14	9.08272	-1.58156	5	6.04631	0.52316	6	9.7015	1.24935
116.159	8	0.40116	9.43396	0.45346	9	8.92709	-0.02461	5	5.90972	0.45486	10	9.45364	-0.17778
116.214	13	0.20534	9.29179	-1.11246	11	8.80657	-0.74989	3	5.765	1.3825	8	9.39833	0.45771
116.269	6	2.15248	9.37979	1.01904	4	8.76935	1.63055	2	5.58562	1.76842	11	9.2216	-0.58212
116.324	8	2.93475	9.44465	0.4378	5	8.83399	1.3462	2	5.63455	1.79255	12	9.4369	-0.83402
116.379	12	0.60852	9.20542	-0.87885	8	8.68774	0.2466	4	5.63315	0.78454	10	9.24884	-0.23887
116.433	18	1.00618	9.14437	-2.75486	8	8.60946	0.22011	5	5.48395	0.23868	8	9.16341	0.37636
116.488	13	1.49177	9.11611	-1.23507	9	8.55004	-0.16134	6	5.3897	-0.29701	9	9.07928	0.02627
116.543	7	2.02673	9.12073	0.6633	5	8.53397	1.2082	5	5.34567	0.16397	11	9.08546	-0.65884
116.598	6	2.2763	9.12315	0.95626	11	8.52217	-0.83633	7	5.32591	-0.7249	10	9.05829	-0.33767
116.653	10	0.61808	8.92671	-0.3357	8	8.41788	0.14016	3	5.32563	0.93233	7	9.03153	0.7337
116.708	9	1.75139	8.9524	-0.01531	12	8.35651	-1.22977	4	5.16256	0.47028	4	8.82715	1.75613
116.763	9	4.62635	9.23476	0.07639	11	8.52254	-0.87591	4	5.18563	0.45172	5	9.04846	1.50645
116.818	12	2.99321	9.16984	-0.90509	7	8.54561	0.55029	10	5.37087	-1.80798	6	9.13339	1.20357
116.872	8	1.27581	9.00588	0.31809	9	8.46158	-0.19733	12	5.37313	-2.52484	9	9.03898	0.01563
116.927	13	1.27854	8.94085	-1.27654	7	8.38726	0.50469	4	5.26921	0.47595	7	8.9235	0.73884
116.982	11	2.86003	9.05295	-0.61232	2	8.42202	2.40826	13	5.20792	-2.83478	6	8.93206	1.09952
117.037	10	1.90634	8.9685	-0.32088	4	8.3998	1.77981	2	5.27463	1.18266	7	8.99625	0.72624
117.092	8	1.63963	8.90899	0.28431	7	8.33241	0.53415	10	5.20926	-1.75585	5	8.84817	1.35118
117.147	11	3.91016	9.11842	-0.58851	9	8.43907	-0.22487	5	5.18445	0.07266	12	8.94689	-1.07944
117.202	9	3.34473	9.13454	0.04255	8	8.49399	0.18975	8	5.32811	-1.01799	7	9.06662	0.72072
117.257	11	3.83591	9.23683	-0.56386	2	8.55919	2.47914	5	5.37412	0.15417	9	9.06225	0.02142
117.311	11	5.43661	9.48851	-0.48615	8	8.74707	0.27587	8	5.50085	-1.02027	11	9.26923	-0.58791
117.366	8	3.79263	9.46351	0.46025	9	8.81747	-0.0669	3	5.72028	1.11055	8	9.40655	0.45502
117.421	11	0.14286	9.12407	-0.58995	12	8.65296	-1.23598	8	5.75652	-0.90753	9	9.27472	0.08992
117.476	9	2.63591	9.27199	0.08372	4	8.64352	1.72787	4	5.53546	0.63274	8	9.06663	0.34708
117.531	9	4.1885	9.45118	0.13815	7	8.79051	0.64202	3	5.63464	1.06576	9	9.3733	0.12219
117.586	12	0.86011	9.16971	-0.88523	8	8.65712	0.22613	10	5.72694	-1.72854	13	9.24198	-1.26843
117.641	11	1.99607	9.20547	-0.53836	8	8.62488	0.21941	6	5.56758	-0.17335	10	9.1234	-0.30366
117.695	13	3.2806	9.32028	-1.12086	7	8.68751	0.58457	6	5.57056	-0.1804	8	9.21792	0.42474
117.75	12	2.63153	9.28909	-0.82575	7	8.68854	0.58493	7	5.63762	-0.54617	8	9.2445	0.43697
117.805	7	4.44326	9.49667	0.74162	14	8.79806	-1.82652	8	5.63632	-0.90792	6	9.27066	1.14841
117.86	16	3.09541	9.44944	-2.02692	6	8.84972	0.97427	4	5.8141	0.72726	4	9.47447	2.00644
117.915	8	1.05009	9.25037	0.37511	14	8.72212	-1.82831	3	5.78512	1.13702	8	9.25258	0.47343
117.97	9	2.20424	9.29747	0.09156	4	8.72119	1.62467	9	5.67617	-1.36969	7	9.25611	0.83312
118.025	14	2.00797	9.25737	-1.48336	5	8.68801	1.28617	8	5.66513	-0.97136	9	9.22634	0.08116
118.08	4	1.76388	9.20165	1.65412	12	8.64513	-1.20295	5	5.62952	0.27547	7	9.19701	0.76619
118.134	17	3.18652	9.31903	-2.54466	6	8.68226	0.96178	4	5.57436	0.66136	6	9.16814	1.04959
118.189	8	3.24006	9.36096	0.43773	8	8.74341	0.26284	5	5.66254	0.26801	11	9.31774	-0.57513
118.244	9	1.60326	9.2168	0.07139	5	8.66754	1.27903	6	5.68734	-0.13007	12	9.22052	-0.93227
118.299	4	2.7219	9.29115	1.7859	10	8.68364	-0.44431	3	5.60815	1.14131	10	9.19129	-0.26792
118.354	9	2.38413	9.2641	0.08398	6	8.68392	0.94239	8	5.64832	-1.02908	12	9.25152	-0.91616
118.409	13	2.86658	9.31014	-1.22243	16	8.69078	-2.46706	7	5.62175	-0.57339	3	9.18856	2.06285
118.464	5	4.27453	9.48544	1.4682	6	8.81057	0.93113	6	5.67588	-0.13356	10	9.33786	-0.22492
118.519	10	3.66028	9.51079	-0.15919	10	8.87021	-0.37429	3	5.8077	1.17947	11	9.41836	-0.5479
118.573	14	1.83433	9.3666	-1.47342	6	8.82133	0.93469	5	5.86514	0.34997	6	9.40862	1.21359
118.628	10	1.25238	9.26193	-0.23739	12	8.72917	-1.07706	9	5.77034	-1.33088	6	9.25425	1.20171
118.683	10	2.53113	9.33397	-0.22201	11	8.74026	-0.80454	6	5.68805	-0.12735	8	9.25775	0.44163
118.738	10	3.62311	9.45507	-0.18053	5	8.8076	1.32787	4	5.71105	0.71184	9	9.31697	0.1113
118.793	8	3.85145	9.53866	0.50667	10	8.88758	-0.3906	7	5.80749	-0.47807	6	9.43105	1.24823
118.848	7	5.09609	9.74695	0.93913	7	9.02658	0.71651	6	5.89264	-0.04343	7	9.51013	0.85265
118.903	7	5.51419	9.92902	0.99494	4	9.21169	1.92455	8	6.09791	-0.79132	10	9.76605	-0.07897
118.957	6	2.22217	9.71795	1.26293	9	9.16582	0.06318	4	6.27004	0.97287	10	9.77351	-0.07458
119.012	11	0.97215	9.55502	-0.48772	9	9.04482	0.01643	7	6.16407	-0.36197	6	9.58031	1.20845
119.067	8	3.51422	9.74792	0.58997	5	9.10857	1.51719	4	6.04232	0.90337	16	9.57884	-2.16731
119.122	11	2.34595	9.66535	-0.44216	6	9.11175	1.07794	6	6.15082	0.06821	7	9.72217	0.91881
119.177	10	0	9.38791	-0.19801	7	8.92799	0.63487	3	6.06605	1.41931	12	9.44074	-0.86934
119.232	11	3.49617	9.63574	-0.42904	10	8.97062	-0.33694	3	5.8579	1.26412	5	9.29662	1.46893
119.287	8	4.66335	9.81421	0.57692	9	9.14452	0.04703	5	6.02471	0.46344	6	9.6888	1.25302
119.342	10	0.97541	9.51353	-0.15053	16	9.00286	-2.18851	4	6.1205	0.93795	7	9.51941	0.92338
119.396	11	0.93499	9.41934	-0.49439	12	8.90838	-0.94172	6	5.95655	-0.01988	9	9.39659	0.13925
119.451	11	1.53463	9.39569	-0.49642	10	8.84777	-0.35097	8	5.83932	-0.96628	9	9.30891	0.11495
119.506	9	1.8015	9.36857	0.11655	10	8.81602	-0.36065	5	5.78605	0.35153	7	9.31158	0.86684
119.561	13	0.00937	9.12714	-1.17969	12	8.6602	-1.0226	6	5.72622	-0.11855	5	9.19194	1.51395
119.616	9	1.66102	9.17382	0.05267	11	8.60382	-0.77069	3	5.53081	1.11944	13	9.01836	-1.38857
119.671	12	2.22155	9.1898	-0.86496	7	8.61885	0.52989	5	5.53065	0.23999	4	9.14774	1.83277
119.726	7	1.20279	9.0606	0.62767	10	8.52024	-0.4787	3	5.4935	1.15427	4	8.99734	1.80483
119.781	15	2.21731	9.10348	-1.80543	8	8.52059	0.1704	8	5.41266	-1.22728	11	9.00477	-0.70057
119.835	11	1.80298	9.04273	-0.60563	7	8.4789	0.50236	2	5.40976	1.61739	12	8.97883	-1.0608
119.89	8	2.82079	9.11955	0.3342	9	8.49742	-0.17769	4	5.3634	0.63113	6	8.95329	1.08241
119.945	13	5.03887	9.3855	-1.07897	12	8.66164	-1.22354	6	5.42494	-0.26309	7	9.10617	0.74987
120	8	3.39875	9.34042	0.38875	8	8.71882	0.26748	3	5.63941	1.18038	11	9.27924	-0.61265
120.055	11	2.36614	9.27272	-0.51308	6	8.68041	0.99739	6	5.64541	-0.16613	5	9.14935	1.53225
120.11	16	2.26169	9.25222	-2.02434	5	8.68288	1.31123	5	5.64107	0.27759	7	9.21022	0.8421
120.165	12	0.3371	9.02332	-0.86736	2	8.53899	2.25022	6	5.59958	-0.16659	8	9.05888	0.39401
120.219	13	0	8.86805	-1.2214	8	8.39422	0.13306	5	5.425	0.17681	4	8.88733	1.81859
120.274	10	1.60327	8.91272	-0.30821	8	8.34211	0.11475	4	5.25823	0.50898	6	8.75165	1.0239
120.329	9	2.82201	9.00283	7.9E-4	13	8.39366	-1.54501	9	5.25988	-1.55599	8	8.8851	0.31737
120.384	14	1.73369	8.90202	-1.45164	14	8.33881	-1.87552	8	5.29139	-1.05789	9	8.82774	-0.0641
120.439	10	2.49323	8.94833	-0.29812	15	8.34505	-2.14046	6	5.23849	-0.29997	7	8.8045	0.66636
120.494	17	3.29341	9.04063	-2.28711	9	8.40359	-0.19294	6	5.2685	-0.29067	11	8.87064	-0.76904
120.549	14	2.08315	8.95182	-1.45729	6	8.38075	0.76573	3	5.34257	0.93084	10	8.90251	-0.38535
120.604	12	3.749	9.1178	-0.81703	7	8.44507	0.47585	12	5.29457	-2.73748	2	8.84488	2.45436
120.658	13	3.67084	9.17931	-1.10294	7	8.54522	0.52488	5	5.44581	0.18914	9	9.08844	0.03241
120.713	10	2.31764	9.09341	-0.25699	7	8.50202	0.54644	4	5.49028	0.6084	7	8.96146	0.72432
120.768	9	2.1836	9.06963	0.02038	9	8.50387	-0.18321	4	5.48456	0.60607	10	9.0252	-0.36844
120.823	13	0.82297	8.90202	-1.19976	9	8.38906	-0.22065	6	5.44109	-0.22209	5	8.87668	1.48907
120.878	10	0.77452	8.80773	-0.35243	9	8.29874	-0.24456	4	5.32166	0.56643	6	8.79693	0.9958
120.933	14	2.32894	8.89085	-1.54047	5	8.29311	1.14077	10	5.21022	-2.03213	6	8.7184	0.98177
120.988	10	1.5347	8.79716	-0.35906	7	8.26469	0.44105	6	5.25437	-0.31634	8	8.81911	0.30479
121.043	14	0.53224	8.63759	-1.62506	9	8.12546	-0.31585	6	5.15337	-0.35566	8	8.58471	0.21927
121.097	10	2.83633	8.79341	-0.37535	12	8.17702	-1.40115	4	5.04893	0.44502	12	8.63169	-1.25336
121.152	9	2.87244	8.82191	-0.0554	8	8.2084	0.07638	6	5.12308	-0.36136	7	8.70047	0.62324
121.207	12	3.67392	8.9373	-0.95276	6	8.28071	0.79538	4	5.1617	0.50303	3	8.73494	2.07122
121.262	6	3.18186	8.95123	0.90363	4	8.33593	1.54374	5	5.27697	0.12251	9	8.8579	-0.05132
121.317	8	1.34862	8.78813	0.24786	7	8.25605	0.46035	5	5.30501	0.1364	6	8.7677	0.99241
121.372	10	0.67366	8.65489	-0.42302	9	8.15232	-0.3256	7	5.20848	-0.78396	8	8.65636	0.24056
121.427	14	2.45672	8.76021	-1.65697	12	8.15545	-1.52767	5	5.08801	0.03811	8	8.57998	0.21257
121.481	13	4.62444	9.00577	-1.25613	4	8.30888	1.7274	4	5.15432	0.47567	8	8.77181	0.27479
121.536	9	5.79552	9.25682	0.08167	5	8.50382	1.28418	5	5.34222	0.14102	9	8.94998	-0.01806
121.591	10	4.69349	9.31565	-0.21762	6	8.64082	0.98266	6	5.59991	-0.16039	9	9.18119	0.06195
121.646	8	2.18053	9.15516	0.36734	4	8.59309	1.68341	7	5.70266	-0.53461	7	9.10857	0.71624
121.701	13	1.95941	9.11312	-1.26477	5	8.55924	1.33472	9	5.64347	-1.35778	7	9.04779	0.724
121.756	4	2.10685	9.10054	1.70018	15	8.53868	-2.30045	5	5.60421	0.24009	7	9.0212	0.69554
121.811	8	1.4882	9.01092	0.32703	5	8.48358	1.20675	8	5.58081	-0.90719	14	8.99501	-1.68932
121.866	10	0.94037	8.89623	-0.35299	11	8.38866	-0.9169	4	5.49542	0.56522	9	8.8802	-0.03969
121.92	10	1.00034	8.82062	-0.38153	9	8.30632	-0.23716	7	5.38933	-0.61367	2	8.8004	2.28092
121.975	9	4.55829	9.13942	0.04591	11	8.43521	-0.86569	6	5.30173	-0.27993	12	8.81083	-1.03774
122.03	14	4.01652	9.19383	-1.51984	9	8.56404	-0.15745	12	5.53859	-2.5675	12	9.14393	-0.90317
122.085	12	0	8.83	-0.99149	4	8.36663	1.53323	5	5.57784	0.2359	12	8.89383	-1.03539
122.14	6	0.73092	8.778	0.90395	8	8.27065	0.09775	6	5.36343	-0.25295	5	8.7248	1.23401
122.195	10	0.32568	8.6407	-0.45033	7	8.16171	0.41956	3	5.2715	0.91062	12	8.68063	-1.06154
122.25	11	1.09138	8.61351	-0.77202	5	8.07833	1.13675	6	5.11566	-0.36103	12	8.51485	-1.14078
122.305	10	1.30881	8.56811	-0.48639	9	8.03977	-0.36883	5	5.07018	0.03008	5	8.5629	1.13942
122.359	3	2.79836	8.67727	1.86949	7	8.05215	0.38853	7	4.99065	-0.87007	10	8.45469	-0.49991
122.414	7	2.12273	8.62608	0.523	9	8.07331	-0.34482	6	5.08638	-0.39979	8	8.64844	0.20392
122.469	13	0.58573	8.44214	-1.4494	8	7.92921	-0.02634	4	5.01823	0.44091	8	8.3834	0.12261
122.524	6	1.90936	8.49459	0.80234	4	7.93605	1.42153	7	4.91886	-0.88295	16	8.43345	-2.41979
122.579	17	0.52682	8.31802	-2.80861	9	7.81919	-0.41748	4	4.9008	0.37841	10	8.32721	-0.52607
122.634	10	2.35835	8.42569	-0.4924	7	7.82751	0.29056	5	4.77293	-0.09634	10	8.25585	-0.55464
122.689	12	1.78979	8.36582	-1.13054	7	7.81789	0.28917	4	4.83442	0.36132	9	8.36362	-0.20013
122.743	9	2.60749	8.42983	-0.17833	9	7.81403	-0.41642	8	4.7751	-1.4112	12	8.2252	-1.17429
122.798	9	2.65523	8.45243	-0.16265	12	7.86989	-1.43071	6	4.85711	-0.51689	8	8.42245	0.13911
122.853	9	1.64658	8.35956	-0.19508	8	7.79765	-0.07057	6	4.85112	-0.51379	8	8.24988	0.08329
122.908	8	3.13344	8.49032	0.14935	8	7.87178	-0.04472	4	4.83291	0.38105	10	8.35773	-0.55785
122.963	12	3.69467	8.59843	-1.03083	9	7.94607	-0.35573	3	4.91117	0.8847	10	8.39744	-0.53752
123.018	16	2.7129	8.56404	-2.30088	6	7.98258	0.65285	4	5.0342	0.50331	6	8.52555	0.87488
123.073	12	0.32874	8.31936	-1.14499	8	7.83846	-0.05452	5	5.02102	0.01037	8	8.35141	0.12339
123.128	10	2.72215	8.47865	-0.47583	7	7.86789	0.2911	3	4.86657	0.90839	7	8.27968	0.4375
123.182	13	3.65766	8.60584	-1.37437	12	7.97203	-1.31846	3	4.96546	0.94418	11	8.4761	-0.87431
123.237	5	3.39723	8.64969	1.16718	13	8.01804	-1.64052	4	5.05802	0.50186	7	8.48074	0.5387
123.292	8	3.87844	8.76111	0.24913	8	8.1165	0.03747	5	5.14662	0.0687	6	8.60759	0.92839
123.347	8	5.08903	8.97886	0.32429	9	8.26986	-0.22962	7	5.25548	-0.7554	12	8.69924	-1.13587
123.402	8	2.14044	8.79685	0.25778	12	8.26689	-1.16132	5	5.4727	0.20259	8	8.87852	0.30035
123.457	8	1.72419	8.73625	0.2368	8	8.17776	0.05471	4	5.35796	0.58802	3	8.57671	1.94484
123.512	12	3.33779	8.87975	-0.96549	10	8.27984	-0.53802	5	5.36288	0.15552	9	8.80185	-0.07105
123.567	10	2.54964	8.84289	-0.35429	12	8.26049	-1.13324	12	5.41482	-2.76633	13	8.7125	-1.53736
123.621	14	1.33863	8.71571	-1.57742	9	8.21712	-0.23605	4	5.43431	0.59105	8	8.78004	0.28805
123.676	14	1.34584	8.65905	-1.57117	14	8.12542	-1.79871	2	5.30886	1.36352	8	8.54625	0.1905
123.731	12	2.40302	8.72069	-0.95107	10	8.16416	-0.54802	5	5.28021	0.11335	3	8.68283	1.98185
123.786	10	0.66707	8.5287	-0.42085	14	8.04217	-1.8055	7	5.26882	-0.71339	6	8.53954	0.89169
123.841	13	1.17871	8.49383	-1.31303	10	7.98311	-0.63428	9	5.13924	-1.63798	8	8.46494	0.1704
123.896	11	0.49308	8.35441	-0.77826	9	7.87981	-0.35036	5	5.07044	0.02959	16	8.39147	-2.80963
123.951	11	0	8.20052	-0.85273	13	7.74352	-1.69066	6	4.93273	-0.41684	3	8.23011	1.9768
124.005	15	0.3611	8.11681	-2.16466	7	7.63559	0.21057	3	4.77915	0.69488	8	8.10447	0.03887
124.06	6	1.83164	8.17809	0.68498	5	7.62329	0.89685	9	4.67317	-1.76642	7	8.06976	0.38358
124.115	12	0.93734	8.05641	-1.26116	10	7.56012	-0.86868	5	4.68525	-0.13922	7	8.09135	0.39132
124.17	7	0.66902	7.95674	0.3095	9	7.44865	-0.54471	10	4.5729	-2.35	5	7.90132	1.03297
124.225	6	6.2616	8.49703	0.80313	5	7.70963	0.958	5	4.50841	-0.21744	5	8.04775	1.0097
124.28	10	6.40959	8.73256	-0.41487	9	7.98812	-0.36283	2	4.91469	1.31822	11	8.53728	-0.81096
124.335	10	3.47505	8.62912	-0.44348	4	8.00794	1.39774	1	5.15155	1.94509	8	8.497	0.16268
124.39	9	4.1902	8.77125	-0.07274	11	8.12229	-1.01043	7	5.20476	-0.88541	17	8.59034	-2.73647
124.444	12	3.63916	8.80976	-0.97176	12	8.1935	-1.40564	4	5.33918	0.67909	14	8.68226	-1.76174
124.499	12	2.12815	8.7101	-0.97725	5	8.16997	1.16182	1	5.40935	2.17468	9	8.68376	-0.1023
124.554	8	3.22324	8.81861	0.25196	9	8.20994	-0.28956	6	5.3611	-0.30306	8	8.62947	0.20982
124.609	15	2.72889	8.80907	-1.90553	9	8.25197	-0.25913	1	5.4566	1.90997	8	8.78729	0.26573
124.664	15	0.61122	8.59128	-1.94214	2	8.11908	2.07855	8	5.43521	-1.12234	2	8.60915	2.32063
124.719	11	1.20124	8.5611	-0.74676	6	8.06104	0.68281	7	5.29348	-0.71688	9	8.53349	-0.17359
124.774	3	0.4588	8.41558	1.73191	9	7.95413	-0.34234	5	5.22241	0.08997	6	8.45898	0.94452
124.829	10	0.08854	8.27256	-0.53738	12	7.81785	-1.38552	10	5.07692	-1.99149	6	8.29659	0.90467
124.883	12	2.68703	8.44209	-1.13782	14	7.8504	-2.03733	5	4.93561	-0.02537	11	8.25895	-0.9972
124.938	10	3.91333	8.60029	-0.44263	16	7.96987	-2.53935	8	5.03088	-1.1903	6	8.45568	0.86225
124.993	4	2.03465	8.47803	1.39305	7	7.94244	0.29008	5	5.14458	0.05745	5	8.46064	1.19089
125.048	13	0	8.23596	-1.44372	7	7.7928	0.24663	6	5.0878	-0.35933	5	8.32074	1.15034
125.103	10	1.79806	8.31191	-0.51687	9	7.75942	-0.3945	4	4.90941	0.37475	18	8.16046	-3.34233
125.158	17	1.73468	8.27898	-2.83778	10	7.75833	-0.76639	6	4.93976	-0.44982	7	8.30293	0.45749
125.213	14	3.51323	8.44836	-1.8172	11	7.8022	-1.16337	8	4.87595	-1.41291	12	8.16544	-1.30254
125.268	8	5.08741	8.6911	0.21161	7	8.01569	0.36683	6	5.04916	-0.43501	5	8.54164	1.20303
125.322	8	2.51215	8.55496	0.17358	8	7.98714	-0.00452	5	5.21844	0.09879	9	8.47878	-0.17705
125.377	1	3.23899	8.64608	2.37858	2	8.04767	2.12348	2	5.20743	1.4344	6	8.51663	0.9089
125.432	9	2.40688	8.60237	-0.13094	7	8.04987	0.37645	2	5.27825	1.45005	11	8.55391	-0.88342
125.487	16	2.2585	8.58936	-2.51727	8	8.03505	0.01275	4	5.2615	0.55202	5	8.5016	1.3131
125.542	9	3.80912	8.75771	-0.08338	11	8.1293	-1.00797	7	5.26548	-0.75107	5	8.57236	1.25434
125.597	11	3.13002	8.761	-0.78083	9	8.18163	-0.29772	5	5.39369	0.17227	9	8.69781	-0.10611
125.652	7	1.42079	8.61173	0.51839	7	8.10927	0.39494	7	5.41273	-0.65409	7	8.61005	0.56149
125.706	9	0.43681	8.4507	-0.17567	9	7.99329	-0.36097	9	5.31974	-1.44973	7	8.50112	0.53445
125.761	6	3.45696	8.68388	0.88915	12	8.05703	-1.43447	7	5.17428	-0.7071	14	8.4271	-1.94351
125.816	6	3.23537	8.71975	0.90658	3	8.1473	1.90077	4	5.33541	0.5172	9	8.71029	-0.10036
125.871	14	1.22658	8.54355	-1.87769	5	8.03862	1.17685	8	5.33974	-1.04793	7	8.50007	0.50314
125.926	10	1.10832	8.46928	-0.51996	6	7.98918	0.77041	7	5.2591	-0.6687	8	8.51509	0.16473
125.981	10	0.46516	8.33107	-0.54629	6	7.85879	0.74517	6	5.14859	-0.32704	8	8.31859	0.10019
126.036	8	3.53106	8.57272	0.18212	9	7.95243	-0.43168	7	5.04107	-0.75245	6	8.36963	0.77107
126.091	6	2.78562	8.55599	0.79513	3	7.99634	1.96815	3	5.18446	0.84604	14	8.53143	-1.81171
126.145	9	0	8.2707	-0.23457	7	7.83206	0.32497	10	5.1744	-1.86895	15	8.35719	-2.20073
126.2	15	1.03353	8.2609	-2.16752	5	7.75752	1.06798	9	4.98534	-1.59526	10	8.19636	-0.60121
126.255	11	2.03943	8.30551	-0.86664	9	7.76379	-0.4565	7	4.93915	-0.82618	8	8.24926	0.08361
126.31	10	2.68375	8.36496	-0.51994	8	7.78467	-0.08075	3	4.93573	0.79026	6	8.23486	0.73153
126.365	8	1.97555	8.3085	0.09597	6	7.77993	0.60852	8	4.98998	-1.21761	7	8.30969	0.4507
126.42	10	1.41404	8.22994	-0.55974	7	7.71136	0.2386	4	4.94046	0.38394	7	8.17209	0.40603
126.475	10	1.49328	8.19284	-0.58461	12	7.68295	-1.43021	5	4.8967	-0.04383	7	8.19212	0.42444
126.53	10	1.61283	8.16519	-0.59704	7	7.63629	0.21476	5	4.83678	-0.07068	10	8.08957	-0.6708
126.584	10	0.93041	8.05519	-0.61845	16	7.57645	-2.87986	4	4.81705	0.33356	6	8.11086	0.7463
126.639	6	0.91555	7.9834	0.60729	10	7.47874	-0.82041	9	4.70149	-1.77134	14	7.92053	-2.09209
126.694	11	4.9074	8.35852	-0.79244	7	7.66639	0.2062	5	4.65525	-0.14074	6	8.06667	0.71119
126.749	10	2.57986	8.24504	-0.53457	6	7.69912	0.53731	5	4.91513	-0.03497	10	8.28885	-0.57756
126.804	14	3.02315	8.31299	-1.68929	6	7.70289	0.52692	9	4.86413	-1.65803	5	8.08506	1.06164
126.859	15	3.32753	8.38903	-2.00343	14	7.81194	-2.07554	7	4.98193	-0.80903	11	8.37347	-0.87015
126.914	14	1.29172	8.21993	-1.69223	16	7.71076	-2.83394	5	5.00786	0.00321	7	8.16839	0.39688
126.968	7	0.75559	8.10759	0.31681	8	7.64562	-0.12116	4	4.94245	0.39208	10	8.18848	-0.6076
127.023	15	2.06092	8.17248	-1.94412	11	7.61185	-1.16594	8	4.80948	-1.34029	7	7.99696	0.31527
127.078	6	2.87572	8.25414	0.66958	2	7.69372	1.92178	4	4.87001	0.38071	12	8.23095	-1.17885
127.133	13	1.06119	8.08667	-1.48142	7	7.59003	0.2131	7	4.88689	-0.97818	10	8.0613	-0.60637
127.188	16	2.25452	8.15635	-2.42703	7	7.61023	0.23634	3	4.80742	0.82689	8	8.08302	0.02529
127.243	11	1.79574	8.10702	-0.88579	5	7.58232	0.97603	4	4.82693	0.36577	20	8.07115	-3.65245
127.298	5	2.81253	8.19748	1.00556	9	7.61515	-0.52763	5	4.79721	-0.09171	7	8.05947	0.32272
127.353	12	5.07912	8.48231	-1.10023	4	7.7962	1.42358	2	4.87509	1.28578	11	8.226	-0.85382
