t	chcl3_dec	chcl3_irf	chcl3_fit	chcl3_res	etoh_dec	etoh_irf	etoh_fit	etoh_res	h2o_dec	h2o_irf	h2o_fit	h2o_res	iproh_dec	iproh_irf	iproh_fit	iproh_res
184.472	10	0	8.68828	-0.41713	7	0	8.25114	0.41964	4	0.80608	5.40876	0.68559	7	0	8.74969	0.61861
184.527	8	1.68316	8.74458	0.24228	11	1.31022	8.2064	-0.96773	4	0	5.22925	0.56903	7	0	8.61612	0.58367
184.582	10	2.60843	8.80894	-0.39949	7	2.77449	8.24669	0.43187	3	1.68316	5.22117	1.01618	10	3	8.75164	-0.44446
184.637	17	2.61504	8.82127	-2.61557	6	2.4419	8.24519	0.7484	4	2.60843	5.26003	0.58328	11	2	8.69631	-0.8034
184.691	7	1.79574	8.74171	0.56675	14	2.09572	8.22407	-2.01431	4	2.61504	5.27891	0.6224	9	3	8.7641	-0.0834
184.746	8	2.46801	8.78417	0.24936	7	2.06646	8.20561	0.40953	6	1.79574	5.22449	-0.36334	6	1	8.61956	0.93929
184.801	9	3.33221	8.88468	-0.03607	6	3.59845	8.29311	0.79436	5	2.46801	5.24845	0.11935	8	4	8.8108	0.28469
184.856	10	1.82813	8.76763	-0.38756	11	1.78774	8.2356	-0.97064	6	3.33221	5.33417	-0.31583	7	2	8.72131	0.63088
184.911	6	1.48027	8.69776	0.89375	5	1.61858	8.19001	1.10505	2	1.82813	5.26592	1.54916	7	2	8.6997	0.66385
184.966	14	1.37579	8.63678	-1.72499	11	1.24992	8.12194	-1.01056	7	1.48027	5.20043	-0.80479	5	1	8.5894	1.41393
185.021	11	2.14218	8.66801	-0.72938	8	2.14946	8.1214	0.04263	2	1.37579	5.13495	1.40199	10	2	8.60306	-0.55028
185.075	9	1.91726	8.63079	-0.11189	5	1.92186	8.094	1.10941	4	2.14218	5.14154	0.51628	4	2	8.58325	1.85402
185.13	8	2.31056	8.65056	0.19517	8	2.22368	8.09064	0.03347	4	1.91726	5.11193	0.50289	3	2	8.56375	2.23046
185.185	12	3.96549	8.8325	-0.95025	12	3.79941	8.19186	-1.40625	9	2.31056	5.12277	-1.66167	8	3	8.63356	0.25865
185.24	13	2.32746	8.73645	-1.27907	7	2.72266	8.19776	0.45271	6	3.96549	5.27168	-0.31537	6	4	8.75807	1.0594
185.295	15	1.84965	8.68028	-1.91516	3	1.56595	8.13751	1.95739	4	2.32746	5.23628	0.51934	5	1	8.58038	1.38667
185.35	12	2.52395	8.72688	-0.98194	7	2.70155	8.17072	0.45342	6	1.84965	5.19395	-0.34198	8	3	8.68319	0.25822
185.405	6	3.05457	8.79418	0.81418	5	2.77187	8.19405	1.24749	7	2.52395	5.22265	-0.74664	5	2	8.6289	1.33002
185.46	14	3.15571	8.84203	-1.5101	8	3.4205	8.2607	0.10951	6	3.05457	5.28337	-0.32049	12	4	8.78674	-1.2145
185.514	9	2.05811	8.76113	-0.07166	7	1.98873	8.21976	0.49796	5	3.15571	5.3401	0.15382	9	2	8.69762	-0.11521
185.569	11	0.58608	8.57881	-0.76143	3	0.8999	8.12252	2.01786	3	2.05811	5.29575	0.99409	7	2	8.67637	0.62864
185.624	14	2.09758	8.65015	-1.69177	7	1.56367	8.08608	0.43156	5	0.58608	5.14532	0.06648	7	0	8.47741	0.55841
185.679	11	2.89862	8.72509	-0.71153	4	3.2934	8.16084	1.56031	3	2.09758	5.1642	1.00183	4	4	8.70407	1.7504
185.734	8	0.93296	8.53493	0.16823	10	0.80671	8.04188	-0.7343	5	2.89862	5.22179	0.10655	5	1	8.52719	1.42682
185.789	6	2.99455	8.68751	0.83605	7	2.80776	8.09342	0.42348	8	0.93296	5.0867	-1.31759	7	2	8.5418	0.64143
185.844	11	5.08884	8.95583	-0.63591	6	4.91426	8.26394	0.83602	1	2.99455	5.17954	1.79123	7	4	8.70097	0.72166
185.899	8	2.94155	8.86348	0.27614	12	3.43314	8.30358	-1.34477	6	5.08884	5.41194	-0.24704	7	5	8.88021	0.78985
185.953	13	1.15039	8.69306	-1.35447	8	0.99028	8.19316	0.06829	3	2.94155	5.40318	0.99978	2	1	8.6674	2.72195
186.008	11	1.9165	8.7109	-0.71597	3	1.9769	8.18284	1.8584	10	1.15039	5.28099	-2.0021	6	2	8.67986	1.06487
186.063	11	3.30862	8.84076	-0.6646	9	3.01412	8.23167	-0.2755	8	1.9165	5.26792	-1.23563	5	2	8.65888	1.44131
186.118	9	2.47401	8.79769	-0.06194	9	2.87862	8.25744	-0.25896	7	3.30862	5.36252	-0.71655	8	4	8.81626	0.32435
186.173	14	1.92035	8.74028	-1.59394	8	1.57539	8.19491	0.07197	4	2.47401	5.35114	0.59765	7	1	8.63768	0.65075
186.228	9	5.3446	9.09645	0.02969	8	5.18781	8.39795	0.14923	3	1.92035	5.30855	0.98938	8	4	8.82863	0.32093
186.283	9	2.86743	8.97939	-0.00634	7	3.3555	8.42665	0.53086	2	5.3446	5.58225	1.69921	8	5	9.00593	0.38021
186.337	12	1.19801	8.81668	-0.99028	10	1.03475	8.31825	-0.62579	4	2.86743	5.55644	0.78926	6	1	8.7912	0.98684
186.392	10	1.67675	8.80326	-0.37431	4	1.81438	8.29416	1.59787	5	1.19801	5.43542	0.22402	7	2	8.80177	0.64606
186.447	10	0.96998	8.68444	-0.4332	6	0.93971	8.20062	0.81886	6	1.67675	5.39546	-0.3206	5	1	8.68992	1.33264
186.502	11	0.44332	8.54828	-0.80251	4	0.57877	8.09471	1.53552	1	0.96998	5.28404	2.27196	9	1	8.61302	-0.14183
186.557	9	0.38172	8.4368	-0.18773	9	0.25722	7.97294	-0.39451	3	0.44332	5.14413	1.10314	14	0	8.44828	-2.01974
186.612	8	1.1548	8.41663	0.14152	9	1.16036	7.91924	-0.43719	6	0.38172	5.014	-0.493	6	1	8.40832	0.87616
186.667	5	0.87409	8.32219	1.1358	8	0.88534	7.83625	-0.06342	2	1.1548	4.95758	1.59359	6	1	8.33572	0.84356
186.722	10	1.46551	8.31083	-0.55623	7	1.35534	7.79034	0.30112	3	0.87409	4.86177	1.07489	6	1	8.26423	0.78435
186.776	6	2.26709	8.35588	0.80543	4	2.249	7.80075	1.36283	4	1.46551	4.82713	0.46894	9	2	8.28285	-0.25181
186.831	9	1.22508	8.23922	-0.25678	4	1.37817	7.73998	1.35072	6	2.26709	4.85215	-0.66271	6	2	8.26794	0.82508
186.886	9	2.08258	8.27825	-0.24837	9	1.8143	7.72105	-0.46529	0	1.22508	4.7673	3.04917	8	1	8.16423	0.05889
186.941	16	2.44459	8.30904	-2.50261	8	2.62062	7.7524	-0.09213	2	2.08258	4.78281	1.66969	11	3	8.27339	-0.99932
186.996	5	3.13905	8.39651	1.11177	12	2.84723	7.78875	-1.55511	2	2.44459	4.81196	1.62349	7	2	8.22537	0.4525
187.051	11	2.87421	8.41426	-0.83166	8	3.18244	7.84472	-0.05528	2	3.13905	4.89418	1.64084	9	4	8.38936	-0.23455
187.106	5	3.48911	8.51512	1.13714	8	3.07899	7.88849	-0.0397	1	2.87421	4.93589	2.36154	8	2	8.30631	0.11766
187.161	14	4.07024	8.64481	-1.7126	5	4.41684	8.02478	1.10042	5	3.48911	5.03639	0.01901	3	5	8.55809	2.29039
187.215	9	0.55192	8.3478	-0.21348	8	0.76438	7.89111	-0.04116	5	4.07024	5.17247	0.08746	5	2	8.43921	1.45913
187.27	9	0.18583	8.21143	-0.2551	9	0.09529	7.75922	-0.48461	5	0.55192	4.98053	-0.00973	4	0	8.24387	1.74882
187.325	8	2.20476	8.32267	0.10204	4	1.96647	7.76643	1.45873	3	0.18583	4.83569	0.89337	6	1	8.20704	0.90948
187.38	11	2.87013	8.39339	-0.79398	6	2.92685	7.81619	0.72168	8	2.20476	4.88177	-1.44346	0	3	8.31555	3.45948
187.435	12	4.31471	8.58682	-1.06754	3	4.02215	7.92844	1.92488	4	2.87013	4.94308	0.42653	8	3	8.3559	0.14529
187.49	7	3.49604	8.6052	0.50481	8	3.89656	8.01654	0.00682	3	4.31471	5.1166	0.99167	10	5	8.57366	-0.58777
187.545	15	2.55392	8.56411	-2.02399	9	2.35131	7.99858	-0.40883	4	3.49604	5.18208	0.55383	9	2	8.45455	-0.22268
187.599	12	1.28329	8.43473	-1.10319	5	1.71361	7.95635	1.17474	5	2.55392	5.17928	0.08108	7	3	8.52603	0.62885
187.654	9	1.58417	8.41199	-0.18195	7	1.1399	7.88335	0.34797	7	1.28329	5.08373	-0.87668	5	0	8.29611	1.28735
187.709	8	1.38002	8.34998	0.10829	2	1.83879	7.86673	2.16643	2	1.58417	5.04435	1.37686	4	3	8.43651	1.70411
187.764	9	2.02074	8.37177	-0.19236	10	1.45694	7.81541	-0.79476	5	1.38002	4.98176	-0.00798	5	0	8.20796	1.25292
187.819	11	2.41201	8.40097	-0.81736	7	2.93347	7.87118	0.32928	6	2.02074	4.98211	-0.43186	5	4	8.43873	1.34305
187.874	11	0	8.13895	-0.89976	7	0	7.706	0.25684	7	2.41201	5.00367	-0.84697	6	0	8.17689	0.79196
187.929	12	1.26315	8.15673	-1.24329	11	1.27774	7.66794	-1.26952	5	0	4.80267	-0.08635	10	1	8.14107	-0.67628
187.984	9	0.86747	8.05942	-0.29419	10	0.87327	7.58676	-0.86531	6	1.26315	4.7702	-0.53815	8	1	8.07256	0.02679
188.038	10	1.4043	8.04557	-0.60799	4	1.30493	7.54162	1.31785	7	0.86747	4.67717	-1.00581	9	1	8.00508	-0.34934
188.093	12	2.64147	8.1398	-1.20736	10	2.52383	7.57561	-0.91633	5	1.4043	4.6428	-0.158	16	2	8.02766	-2.7617
188.148	4	2.77981	8.17876	1.2862	1	2.87175	7.61774	2.42546	4	2.64147	4.70782	0.33163	5	3	8.10566	1.07583
188.203	14	0.98928	8.00979	-1.91568	10	1.15717	7.537	-0.94606	2	2.77981	4.75721	1.32452	2	2	8.06019	2.1426
188.258	10	2.76308	8.14135	-0.59105	5	2.35557	7.56134	1.00896	6	0.98928	4.64356	-0.63552	12	1	7.95965	-1.41866
188.313	10	2.70842	8.16552	-0.58336	5	3.10057	7.62153	1.02388	4	2.76308	4.72804	0.3411	7	4	8.16096	0.41334
188.368	14	1.27825	8.03296	-1.89751	11	1.06617	7.53162	-1.40303	2	2.70842	4.76794	1.29684	6	1	7.99238	0.78484
188.423	5	4.77459	8.37223	1.02719	5	4.48899	7.70382	1.04718	3	1.27825	4.68107	0.76029	7	3	8.10417	0.42412
188.477	10	2.8014	8.29067	-0.54665	7	3.33014	7.75084	0.29577	8	4.77459	4.93659	-1.29969	9	5	8.32578	-0.25688
188.532	10	2.15972	8.24927	-0.56309	5	1.7616	7.70375	1.00608	7	2.8014	4.9363	-0.86693	7	1	8.12143	0.42054
188.587	12	3.93473	8.44229	-1.17153	6	4.07947	7.83631	0.6833	5	2.15972	4.92052	-0.03307	3	4	8.32027	1.93553
188.642	12	2.72636	8.39833	-1.26463	6	2.72051	7.84438	0.70271	7	3.93473	5.07594	-0.76454	8	3	8.32729	0.1182
188.697	5	3.28483	8.48493	1.16164	8	3.25449	7.90597	-0.03583	8	2.72636	5.08242	-1.14929	3	3	8.36746	1.9385
188.752	9	1.88431	8.38283	-0.20572	12	2.13352	7.88285	-1.52036	7	3.28483	5.16351	-0.74974	14	3	8.40701	-2.00547
188.807	6	1.29244	8.2947	0.77947	5	1.16392	7.80746	1.01393	5	1.88431	5.10636	0.04468	11	1	8.26793	-0.98671
188.861	4	2.21522	8.34391	1.5358	8	2.21726	7.81779	-0.06678	7	1.29244	5.02786	-0.82847	7	2	8.28649	0.44866
188.916	13	1.86094	8.30122	-1.67293	5	1.83053	7.78823	1.01437	4	2.21522	5.04588	0.43936	7	2	8.27152	0.43756
188.971	10	5.84103	8.72269	-0.46469	11	5.26864	8.00028	-1.09131	4	1.86094	5.01262	0.44312	10	3	8.34579	-0.54472
189.026	7	3.77494	8.68466	0.60843	8	4.63892	8.12268	0.0453	4	5.84103	5.34045	0.59292	6	7	8.74175	0.90284
189.081	6	0	8.34205	0.82804	4	0	7.93211	1.37129	5	3.77494	5.39191	0.1697	8	0	8.37553	0.12596
189.136	11	1.48818	8.38184	-0.90696	7	1.44238	7.90167	0.32103	7	0	5.15067	-0.78461	10	1	8.33668	-0.55444
189.191	2	3.61305	8.5746	2.26247	8	3.24681	7.97775	-0.00798	4	1.48818	5.12768	0.46914	10	2	8.3542	-0.55202
189.246	10	4.69542	8.76614	-0.41385	10	4.88956	8.14298	-0.68575	6	3.61305	5.26245	-0.30393	14	5	8.60524	-1.85646
189.3	9	0.79064	8.45891	-0.17926	13	1.18781	8.03059	-1.80789	7	4.69542	5.44453	-0.64712	8	3	8.57466	0.1952
189.355	7	1.86856	8.49508	0.49232	5	1.36804	7.97861	1.07575	9	0.79064	5.25246	-1.52993	8	0	8.344	0.11917
189.41	14	3.98511	8.7063	-1.63801	4	4.13203	8.1152	1.50826	6	1.86856	5.24353	-0.31471	6	4	8.57269	0.91597
189.465	14	2.69099	8.65158	-1.59656	7	2.68786	8.11581	0.4152	5	3.98511	5.39981	0.16476	6	3	8.57586	0.94408
189.52	9	3.37592	8.74649	-0.07844	10	3.33254	8.17875	-0.6777	3	2.69099	5.39236	1.01499	8	3	8.61224	0.22959
189.575	7	1.55532	8.59867	0.50002	5	1.85397	8.13098	1.25519	7	3.37592	5.47295	-0.64787	5	3	8.64806	1.38991
189.63	22	3.02778	8.71914	-4.19978	5	2.46758	8.14463	1.18856	5	1.55532	5.37544	0.16607	6	1	8.50529	0.95452
189.685	9	7.68657	9.27471	0.08687	6	7.51028	8.49698	0.93637	5	3.02778	5.4495	0.20564	6	6	8.87631	1.10482
189.739	3	3.74068	9.12119	2.0404	10	4.47633	8.57212	-0.51947	3	7.68657	5.90325	1.36023	11	7	9.16441	-0.69379
189.794	7	1.47614	8.93846	0.64615	4	1.18874	8.45793	1.58718	7	3.74068	5.89607	-0.52364	6	1	8.88075	1.04803
189.849	5	2.97977	9.05288	1.32662	12	3.10469	8.51833	-1.23096	5	1.47614	5.77117	0.38034	8	3	8.97897	0.34374
189.904	14	1.35479	8.90024	-1.79064	5	1.40848	8.43724	1.21525	3	2.97977	5.83074	1.37762	5	2	8.92018	1.36713
189.959	5	4.10108	9.14703	1.487	11	3.6694	8.53404	-0.86586	3	1.35479	5.71301	1.35651	8	2	8.89553	0.30226
190.014	9	2.74088	9.08472	0.02915	13	3.31394	8.57661	-1.53231	2	4.10108	5.87623	1.91174	13	5	9.13831	-1.35593
190.069	10	3.00704	9.12916	-0.28676	6	2.43348	8.56241	0.89362	4	2.74088	5.85644	0.95513	10	1	8.92156	-0.36633
190.123	11	3.23033	9.18293	-0.59127	5	3.78659	8.65243	1.29133	6	3.00704	5.88934	-0.05611	7	5	9.1972	0.74635
190.178	6	1.9999	9.08622	1.02245	7	1.60117	8.57389	0.54521	3	3.23033	5.93546	1.48855	11	1	8.97955	-0.67768
190.233	9	4.14509	9.29899	0.09508	12	4.26472	8.70697	-1.19801	4	1.9999	5.8665	0.90836	5	4	9.16528	1.41488
190.288	14	1.79475	9.12644	-1.54979	3	2.01194	8.6498	2.15258	4	4.14509	6.01547	0.92207	11	3	9.1594	-0.66475
190.343	7	0.80093	8.97729	0.61511	10	0.79951	8.53835	-0.53571	6	1.79475	5.90674	-0.04317	8	1	9.00883	0.37831
190.398	11	1.25155	8.93627	-0.65261	8	1.22203	8.47289	0.17733	3	0.80093	5.7625	1.31037	7	1	8.92707	0.73421
190.453	12	0.06787	8.73869	-1.03132	4	0.24837	8.3363	1.62611	6	1.25155	5.68335	-0.14321	6	1	8.84655	1.14116
190.508	9	1.81244	8.80483	-0.06241	7	1.39235	8.29273	0.5049	7	0.06787	5.49226	-0.70641	4	0	8.67824	1.76821
190.562	14	1.40333	8.72671	-1.72609	11	1.84574	8.26675	-1.05858	3	1.81244	5.48631	1.15094	5	3	8.81281	1.52853
190.617	8	1.73308	8.70943	0.23085	2	1.21611	8.19226	2.43925	4	1.40333	5.40771	0.68508	5	0	8.57852	1.44758
190.672	6	3.78934	8.90318	0.95029	7	4.01781	8.31941	0.51974	7	1.73308	5.36927	-0.77352	5	4	8.80363	1.48557
190.727	7	0.35956	8.59654	0.52259	7	0.61664	8.17575	0.44796	1	3.78934	5.50726	2.22297	12	2	8.71425	-1.22264
190.782	10	1.27241	8.58831	-0.46486	4	0.97164	8.10129	1.5145	5	0.35956	5.29411	0.15132	4	0	8.51471	1.61883
190.837	8	0.55079	8.44865	0.15542	8	0.90482	8.01901	0.00713	2	1.27241	5.24015	1.53694	7	2	8.56276	0.53428
190.892	10	2.89944	8.61332	-0.4594	8	2.19309	8.02746	0.00999	5	0.55079	5.10473	0.04907	11	0	8.36553	-0.8892
190.947	12	2.54108	8.60407	-1.11158	8	3.24497	8.092	0.03253	3	2.89944	5.19662	1.06902	12	5	8.68291	-1.06689
191.001	8	1.80743	8.53324	0.17053	11	1.21697	8.00296	-1.07464	4	2.54108	5.20475	0.55769	9	0	8.38409	-0.20788
191.056	6	2.28881	8.55821	0.82281	9	2.84462	8.05256	-0.33267	9	1.80743	5.15515	-1.77982	12	4	8.61217	-1.12237
191.111	15	0.91231	8.40241	-2.07485	6	0.52456	7.92157	0.66126	5	2.28881	5.16507	0.07301	7	0	8.34768	0.44113
191.166	8	3.56193	8.62139	0.19331	11	3.57714	8.03148	-1.04232	4	0.91231	5.04263	0.47155	13	3	8.4873	-1.5136
191.221	11	2.33997	8.55252	-0.7783	5	2.45489	8.02438	1.06928	5	3.56193	5.18751	0.08386	4	3	8.52503	1.57807
191.276	9	2.07821	8.52391	-0.14891	7	2.05131	8.00365	0.35988	5	2.33997	5.1642	0.07512	7	2	8.47316	0.52084
191.331	12	1.36081	8.43041	-1.0987	11	1.50303	7.95061	-1.11763	6	2.07821	5.14403	-0.40602	9	2	8.45534	-0.1953
191.385	12	1.74148	8.42093	-1.11943	5	1.52111	7.90653	1.00021	3	1.36081	5.06638	1.00563	7	1	8.34877	0.49069
191.44	8	3.9122	8.63226	0.19884	7	3.7835	8.01844	0.3576	4	1.74148	5.03983	0.50605	6	3	8.45512	0.9354
191.495	11	3.10971	8.62942	-0.76246	9	3.33689	8.06959	-0.32018	2	3.9122	5.19844	1.49854	7	4	8.58235	0.56337
191.55	9	1.39897	8.48084	-0.16509	6	1.48493	7.99819	0.67021	6	3.10971	5.23567	-0.37197	10	2	8.49636	-0.51744
191.605	12	0.4194	8.32107	-1.19711	15	0.53941	7.88608	-2.48093	3	1.39897	5.13703	1.08367	5	1	8.38916	1.13676
191.66	7	0.17343	8.19114	0.38533	8	0.08545	7.7564	-0.08171	4	0.4194	4.99042	0.51723	7	0	8.22784	0.39953
191.715	7	2.26188	8.30976	0.41418	8	2.01478	7.76711	-0.07763	8	0.17343	4.84696	-1.69891	13	1	8.19125	-1.54666
191.77	11	2.5428	8.34098	-0.84557	11	2.68981	7.79996	-1.07333	2	2.26188	4.89801	1.44901	12	3	8.3	-1.18326
191.824	8	2.43795	8.34432	0.10949	5	2.2967	7.79684	0.90477	3	2.5428	4.92864	1.0072	13	2	8.25157	-1.50159
191.879	13	2.69091	8.38167	-1.49402	11	2.8108	7.834	-1.05533	1	2.43795	4.94317	1.99955	12	3	8.32614	-1.16828
191.934	12	1.67343	8.29088	-1.16646	8	1.69208	7.78725	-0.07181	2	2.69091	4.98187	1.53416	8	2	8.27731	0.08819
191.989	10	2.86536	8.39129	-0.50316	8	2.70088	7.82456	-0.05921	7	1.67343	4.92395	-1.17701	8	2	8.26248	0.08696
192.044	9	1.49011	8.27015	-0.22828	12	1.86439	7.79119	-1.44835	3	2.86536	4.99472	1.05786	12	3	8.33689	-1.25235
192.099	9	0.17418	8.08113	-0.28432	10	0.03355	7.64295	-0.77616	5	1.49011	4.91651	-0.04234	4	0	8.10986	1.46325
192.154	12	1.18816	8.08167	-1.22554	6	1.2014	7.60026	0.5471	3	0.17418	4.7529	0.85307	7	1	8.07507	0.397
192.209	8	0.9479	7.99866	-4.3E-4	8	0.94491	7.52606	-0.16528	2	1.18816	4.71163	1.33737	6	1	8.00756	0.71985
192.263	11	1.02506	7.93895	-0.99024	8	1.02427	7.46173	-0.18646	6	0.9479	4.62905	-0.6952	7	1	7.94108	0.34752
192.318	10	0.95306	7.8678	-0.68188	12	0.95934	7.39299	-1.64025	6	1.02506	4.56084	-0.70979	7	1	7.87561	0.34793
192.373	11	1.16269	7.82513	-1.01533	5	1.13836	7.3385	0.85708	4	0.95306	4.48667	0.23379	7	1	7.81115	0.29729
192.428	7	0.27119	7.67198	0.22128	5	0.42322	7.2335	0.80086	1	1.16269	4.43482	1.67161	12	1	7.74767	-1.55852
192.483	9	1.00254	7.65259	-0.44104	9	0.74476	7.16125	-0.66894	5	0.27119	4.30115	-0.32351	4	0	7.59614	1.29877
192.538	11	1.71863	7.67237	-1.11612	8	1.85374	7.16238	-0.30931	5	1.00254	4.25498	-0.36257	3	2	7.65821	1.65848
192.593	9	0.87107	7.55728	-0.4839	6	0.8557	7.08106	0.41869	7	1.71863	4.25832	-1.33428	14	1	7.56381	-2.34151
192.647	7	0.93405	7.4984	0.1693	9	0.95365	7.02026	-0.77322	2	0.87107	4.17144	1.03001	7	1	7.5041	0.18476
192.702	9	1.64692	7.51636	-0.50077	6	1.46246	6.9942	0.39163	6	0.93405	4.11053	-0.86442	8	1	7.44531	-0.21134
192.757	7	4.72828	7.83763	0.27921	6	4.42853	7.16607	0.48052	2	1.64692	4.11329	0.96682	9	3	7.56545	-0.52578
192.812	10	2.56496	7.74039	-0.73527	6	3.17543	7.212	0.46941	6	4.72828	4.37405	-0.75267	4	5	7.79528	1.391
192.867	9	0	7.47979	-0.48617	4	0	7.05456	1.11126	6	2.56496	4.37069	-0.7827	6	0	7.51001	0.59482
192.922	8	1.51246	7.53532	-0.15032	4	1.48961	7.04171	1.08295	4	0	4.18551	0.08692	7	1	7.48438	0.19247
192.977	11	0	7.33675	-1.21362	4	0.01984	6.90945	1.05847	5	1.51246	4.19369	-0.38247	9	1	7.42589	-0.63676
193.032	15	2.80169	7.53816	-2.39998	15	2.1517	6.94423	-2.84815	4	0	4.0359	0.01624	3	0	7.27927	1.73105
193.086	12	3.57692	7.66611	-1.39393	14	4.08004	7.08437	-2.44505	4	2.80169	4.1628	0.07448	5	5	7.61323	1.0294
193.141	5	0.44293	7.39936	0.77172	12	0.3636	6.94272	-1.70697	4	3.57692	4.29585	0.1338	6	1	7.41976	0.54987
193.196	5	4.65135	7.78123	0.8795	3	4.13757	7.10915	1.3371	5	0.44293	4.13095	-0.36507	6	2	7.45127	0.55294
193.251	12	4.32667	7.88553	-1.31581	10	4.8221	7.27281	-0.86724	6	4.65135	4.4096	-0.66165	9	6	7.80512	-0.45162
193.306	10	1.54197	7.69601	-0.78769	6	1.50201	7.19707	0.40404	5	4.32667	4.56288	-0.18546	7	2	7.66449	0.24538
193.361	9	2.00545	7.71691	-0.44448	11	2.03385	7.20055	-1.32503	7	1.54197	4.47161	-1.06213	8	2	7.65901	-0.1214
193.416	11	2.56122	7.7735	-1.08903	10	2.42659	7.22433	-1.01731	11	2.00545	4.48254	-2.66074	9	2	7.65361	-0.47275
193.471	9	2.63426	7.80627	-0.39309	8	2.7551	7.26539	-0.26155	6	2.56122	4.53267	-0.61045	10	3	7.73732	-0.78909
193.525	4	1.76427	7.73747	1.25359	5	1.77051	7.23402	0.81274	2	2.63426	4.57611	1.11549	6	2	7.69748	0.60866
193.58	10	2.54663	7.80563	-0.73146	9	2.42988	7.26076	-0.64718	5	1.76427	4.53963	-0.1973	10	2	7.6915	-0.83373
193.635	9	3.04922	7.88499	-0.37399	5	3.06196	7.32229	0.92278	7	2.54663	4.5918	-1.07698	8	3	7.77463	-0.08081
193.69	9	3.25651	7.95812	-0.34729	7	3.17027	7.38236	0.15907	3	3.04922	4.67054	0.83527	7	3	7.82323	0.304
193.745	9	5.04974	8.21844	-0.2638	7	4.87297	7.55713	0.23637	2	3.25651	4.75474	1.34063	5	4	7.96012	1.11882
193.8	11	2.91951	8.13697	-0.93715	3	3.41785	7.60779	2.03814	6	5.04974	4.99095	-0.45126	6	5	8.15067	0.79419
193.855	8	1.25555	7.99049	-0.00302	3	1.08431	7.51538	2.11555	3	2.91951	4.99371	0.90169	9	1	7.949	-0.39724
193.909	12	1.45601	7.96173	-1.26998	5	1.6284	7.49101	1.13963	2	1.25555	4.89362	1.37256	5	2	7.97243	1.15122
193.964	7	2.06651	7.99023	0.30972	6	1.78615	7.47109	0.63047	8	1.45601	4.84918	-1.47623	7	1	7.87323	0.3382
194.019	9	2.27795	8.0077	-0.30226	1	2.483	7.49741	2.70309	9	2.06651	4.85597	-1.94157	9	3	7.98684	-0.38294
194.074	15	4.07168	8.21302	-2.12277	4	3.55385	7.58822	1.46488	4	2.27795	4.86849	0.41196	7	2	7.94319	0.3537
194.129	11	5.18532	8.43897	-0.7967	7	5.5336	7.80024	0.32081	3	4.07168	5.03514	0.97765	5	6	8.28953	1.21474
194.184	10	1.43702	8.18131	-0.58162	13	1.66374	7.71812	-2.09881	4	5.18532	5.25784	0.56252	7	3	8.23052	0.44122
194.239	14	1.56658	8.15183	-1.87025	10	1.41943	7.66884	-0.92631	2	1.43702	5.11838	1.44353	8	1	8.09412	0.03351
194.294	6	1.43669	8.10106	0.66814	5	1.59027	7.63515	0.9731	5	1.56658	5.07318	0.03822	7	2	8.11534	0.3971
194.348	9	1.81755	8.10079	-0.30351	5	1.57936	7.59914	0.92538	2	1.43669	5.01512	1.59901	11	1	8.01396	-1.06313
194.403	7	3.40423	8.25607	0.42943	6	3.396	7.68871	0.61436	8	1.81755	4.99526	-1.52368	9	3	8.12542	-0.30096
194.458	7	2.19052	8.18489	0.40249	6	2.34064	7.6816	0.64069	5	3.40423	5.10861	0.05588	8	3	8.16867	0.05804
194.513	10	3.08367	8.28229	-0.58725	10	2.81742	7.72056	-0.88282	0	2.19052	5.07774	2.50433	9	2	8.12225	-0.30206
194.568	5	3.34978	8.35788	1.10573	9	3.58166	7.80545	-0.46655	3	3.08367	5.15239	1.09146	7	4	8.28782	0.44912
194.623	9	1.1422	8.17134	-0.27453	4	1.25593	7.71958	1.45274	6	3.34978	5.22964	-0.37994	10	2	8.20632	-0.65255
194.678	11	1.45641	8.14623	-0.94544	7	1.33863	7.66981	0.26615	3	1.1422	5.10339	1.13334	7	1	8.10355	0.40446
194.733	13	2.15664	8.18197	-1.658	8	2.15647	7.67603	-0.12653	5	1.45641	5.05506	0.03016	8	2	8.12462	0.04317
194.787	12	1.77749	8.1357	-1.36624	4	1.8047	7.64777	1.46236	3	2.15664	5.06364	1.01778	5	2	8.11212	1.10802
194.842	8	2.85608	8.2316	0.08023	5	2.6865	7.68497	1.10643	4	1.77749	5.02368	0.48558	5	2	8.09981	1.13611
194.897	7	1.4232	8.10593	0.3781	4	1.80932	7.65026	1.5186	2	2.85608	5.08845	1.46498	8	3	8.1767	0.06476
194.952	1	0.57611	7.96795	2.35187	8	0.33224	7.52555	-0.19738	4	1.4232	5.00169	0.45827	16	0	7.95212	-3.01796
195.007	6	2.77236	8.1243	0.73102	7	2.67773	7.58251	0.24714	7	0.57611	4.87253	-0.98483	5	2	8.00875	1.08663
195.062	8	3.08446	8.19013	0.06722	6	3.07684	7.63671	0.67446	6	2.77236	4.9596	-0.47054	3	3	8.08704	1.81116
195.117	11	2.64544	8.18855	-1.02281	3	2.73961	7.66186	1.92107	6	3.08446	5.02567	-0.41337	10	3	8.13088	-0.64748
195.171	13	1.19527	8.04992	-1.78776	7	1.33663	7.59438	0.24044	6	2.64544	5.04431	-0.40147	4	2	8.08502	1.48615
195.226	10	1.94021	8.07761	-0.653	6	1.69776	7.57034	0.65967	4	1.19527	4.9431	0.40012	13	1	7.98411	-2.01083
