t	000dec	irf	000fit	000res	025dec	025fit	025res	050dec	050fit	050res	075dec	075fit	075res	100dec	100fit	100res
57.1742	1147.00	0.00000	1192.13	1.29273	761.000	802.627	1.46202	496.000	536.623	1.74117	281.000	322.115	2.24449	151.000	129.229	-1.89653
57.2291	1222.00	0.00000	1188.31	-0.967840	846.000	799.661	-1.63300	554.000	534.401	-0.842270	286.000	320.636	1.90697	119.000	128.616	0.840120
57.2840	1221.00	0.00000	1184.50	-1.05465	823.000	796.707	-0.926250	568.000	532.189	-1.53963	353.000	319.165	-1.88038	125.000	128.006	0.263660
57.3388	1180.00	0.00000	1180.71	0.0205000	792.000	793.764	0.0623400	525.000	529.987	0.214700	324.000	317.701	-0.351990	126.000	127.400	0.123140
57.3937	1237.00	0.00000	1176.93	-1.73993	799.000	790.833	-0.289120	566.000	527.794	-1.65350	321.000	316.245	-0.266820	136.000	126.798	-0.810510
57.4486	1183.00	0.00000	1173.16	-0.284830	792.000	787.913	-0.144100	536.000	525.611	-0.448690	302.000	314.797	0.710440	126.000	126.200	0.0178400
57.5034	1144.00	0.00000	1169.40	0.735630	802.000	785.004	-0.600680	511.000	523.438	0.537680	317.000	313.356	-0.201130	129.000	125.605	-0.303120
57.5583	1207.00	0.00000	1165.65	-1.20022	765.000	782.107	0.605910	537.000	521.274	-0.683740	342.000	311.922	-1.67301	117.000	125.014	0.719660
57.6132	1188.00	0.00000	1161.92	-0.759000	801.000	779.220	-0.775270	512.000	519.120	0.311000	332.000	310.496	-1.20192	131.000	124.426	-0.587980
57.6680	1169.00	0.00000	1158.20	-0.315170	820.000	776.345	-1.55328	516.000	516.975	0.0429000	343.000	309.077	-1.90232	120.000	123.842	0.343810
57.7229	1199.00	0.00000	1154.49	-1.30370	811.000	773.481	-1.33760	545.000	514.840	-1.33333	321.000	307.665	-0.745830	119.000	123.262	0.379320
57.7778	1174.00	0.00000	1150.80	-0.681150	792.000	770.628	-0.764540	513.000	512.714	-0.0125700	307.000	306.261	-0.0412300	112.000	122.685	0.944390
57.8327	1125.00	0.00000	1147.11	0.650000	721.000	767.786	1.67151	481.000	510.598	1.30621	296.000	304.864	0.498100	135.000	122.111	-1.13432
57.8875	1180.00	0.00000	1143.44	-1.08055	805.000	764.954	-1.43356	500.000	508.491	0.374510	302.000	303.474	0.0830300	135.000	121.541	-1.18551
57.9424	1104.00	0.00000	1139.78	1.06200	764.000	762.134	-0.0670200	490.000	506.393	0.723690	317.000	302.091	-0.846460	138.000	120.974	-1.49389
57.9973	1099.00	0.00000	1136.13	1.10474	754.000	759.325	0.192420	557.000	504.304	-2.34441	333.000	300.716	-1.84793	145.000	120.411	-2.14470
58.0521	1177.00	0.00000	1132.50	-1.32753	783.000	756.526	-0.962700	507.000	502.225	-0.212360	299.000	299.347	0.0199100	127.000	119.851	-0.620910
58.1070	1076.00	0.00000	1128.87	1.57936	773.000	753.738	-0.702140	517.000	500.155	-0.750250	318.000	297.986	-1.14791	129.000	119.295	-0.844720
58.1619	1082.00	0.00000	1125.26	1.29709	773.000	750.961	-0.807620	508.000	498.094	-0.438070	299.000	296.631	-0.136040	129.000	118.742	-0.898170
58.2167	1151.00	0.00000	1121.66	-0.879680	727.000	748.195	0.776410	474.000	496.042	0.978060	276.000	295.284	1.11665	133.000	118.192	-1.31630
58.2716	1120.00	0.00000	1118.08	-0.0576800	706.000	745.439	1.44505	516.000	493.999	-0.989090	296.000	293.943	-0.119740	122.000	117.646	-0.394960
58.3265	1098.00	0.00000	1114.50	0.494630	688.000	742.694	2.00354	468.000	491.965	1.07668	296.000	292.609	-0.197340	130.000	117.102	-1.17848
58.3814	1105.00	0.00000	1110.93	0.177560	734.000	739.960	0.218700	565.000	489.940	-3.38395	295.000	291.283	-0.218300	121.000	116.562	-0.406410
58.4362	1102.00	0.00000	1107.38	0.160570	769.000	737.236	-1.17173	459.000	487.924	1.30994	272.000	289.962	1.05743	103.000	116.026	1.19855
58.4911	1112.00	0.00000	1103.84	-0.243430	751.000	734.522	-0.609180	439.000	485.917	2.11854	305.000	288.649	-0.960700	100.000	115.492	1.44606
58.5460	1168.00	0.00000	1100.31	-2.02646	786.000	731.819	-2.00578	513.000	483.919	-1.31764	300.000	287.343	-0.746410	111.000	114.962	0.376240
58.6008	1117.00	0.00000	1096.80	-0.606470	749.000	729.127	-0.733260	486.000	481.929	-0.184290	271.000	286.043	0.886760	124.000	114.435	-0.909250
58.6557	1141.00	0.00000	1093.29	-1.43088	704.000	726.444	0.827120	468.000	479.949	0.545830	286.000	284.750	-0.0745600	119.000	113.911	-0.486700
58.7106	1145.00	0.00000	1089.80	-1.65580	698.000	723.772	0.951780	500.000	477.977	-1.00255	286.000	283.463	-0.150570	103.000	113.390	0.986180
58.7654	1053.00	0.00000	1086.31	1.00351	688.000	721.111	1.22168	486.000	476.013	-0.452900	277.000	282.184	0.309170	87.0000	112.872	2.45324
58.8203	1046.00	0.00000	1082.84	1.11127	732.000	718.459	-0.501880	475.000	474.059	-0.0427900	298.000	280.910	-1.02272	128.000	112.358	-1.47879
58.8752	1122.00	0.00000	1079.38	-1.28739	750.000	715.818	-1.27250	487.000	472.113	-0.677710	235.000	279.644	2.68561	109.000	111.846	0.269740
58.9300	1100.00	0.00000	1075.93	-0.729470	741.000	713.187	-1.02947	489.000	470.175	-0.856750	296.000	278.383	-1.06147	118.000	111.338	-0.635870
58.9849	1026.00	0.00000	1072.50	1.41975	763.000	710.566	-1.93756	472.000	468.246	-0.171930	281.000	277.130	-0.233160	102.000	110.832	0.839580
59.0398	1142.00	0.00000	1069.07	-2.22766	726.000	707.956	-0.664870	492.000	466.326	-1.17870	283.000	275.882	-0.427840	117.000	110.330	-0.629660
59.0947	1088.00	0.00000	1065.66	-0.679260	692.000	705.355	0.493050	474.000	464.414	-0.441290	245.000	274.641	1.78419	119.000	109.830	-0.877850
59.1495	1074.00	0.00000	1062.25	-0.356890	779.000	702.764	-2.82721	470.000	462.510	-0.345070	278.000	273.407	-0.275660	105.000	109.334	0.415950
59.2044	1002.00	0.00000	1058.86	1.72740	720.000	700.184	-0.738230	445.000	460.615	0.722310	287.000	272.178	-0.894500	111.000	108.840	-0.210000
59.2593	1046.00	0.00000	1055.48	0.288060	726.000	697.613	-1.06286	466.000	458.728	-0.334880	288.000	270.956	-1.02590	101.000	108.350	0.711250
59.3141	1138.00	0.00000	1052.11	-2.61769	706.000	695.052	-0.411230	452.000	456.849	0.223450	291.000	269.741	-1.28095	100.000	107.862	0.765620
59.3690	1134.00	0.00000	1048.75	-2.60042	691.000	692.501	0.0564600	480.000	454.979	-1.15645	250.000	268.531	1.11187	104.000	107.377	0.329040
59.4239	1102.00	0.00000	1045.41	-1.72971	682.000	689.960	0.300200	455.000	453.117	-0.0872500	268.000	267.328	-0.0406700	93.0000	106.895	1.36035
59.4787	1023.00	0.00000	1042.07	0.581290	698.000	687.428	-0.400890	510.000	451.263	-2.72679	294.000	266.131	-1.69432	111.000	106.416	-0.449980
59.5336	1082.00	0.00000	1038.74	-1.31727	685.000	684.906	-0.00356000	487.000	449.417	-1.74140	278.000	264.940	-0.797950	105.000	105.940	0.0926000
59.5885	1071.00	0.00000	1035.43	-1.08988	673.000	682.394	0.358650	448.000	447.580	-0.0195800	266.000	263.755	-0.137460	118.000	105.466	-1.24715
59.6434	1037.00	0.00000	1032.13	-0.149980	746.000	679.892	-2.51103	449.000	445.750	-0.152340	236.000	262.576	1.62474	96.0000	104.996	0.897080
59.6982	1052.00	0.00000	1028.83	-0.715300	652.000	677.399	0.963840	429.000	443.929	0.698670	264.000	261.403	-0.158660	106.000	104.528	-0.146810
59.7531	1066.00	0.00000	1025.55	-1.24743	684.000	674.916	-0.346570	482.000	442.115	-1.88112	264.000	260.236	-0.230470	94.0000	104.063	1.02113
59.8080	1020.00	0.00000	1022.28	0.0704100	664.000	672.443	0.322210	407.000	440.309	1.58218	281.000	259.076	-1.34287	82.0000	103.600	2.20076
59.8628	1054.00	0.00000	1019.02	-1.08818	754.000	669.979	-3.20977	429.000	438.512	0.453980	257.000	257.921	0.0563300	100.000	103.141	0.325670
59.9177	1036.00	0.00000	1015.77	-0.630130	694.000	667.524	-1.01705	468.000	436.722	-1.49243	271.000	256.772	-0.870040	93.0000	102.684	0.998210
59.9726	1045.00	0.00000	1012.53	-1.01469	631.000	665.079	1.30293	447.000	434.940	-0.576310	283.000	255.629	-1.67476	80.0000	102.230	2.28070
60.0274	1055.00	0.00000	1009.30	-1.43433	681.000	662.643	-0.702350	430.000	433.166	0.151580	277.000	254.491	-1.37752	98.0000	101.778	0.389670
60.0823	935.000	0.00000	1006.09	2.23482	661.000	660.217	-0.0299700	410.000	431.400	1.02592	271.000	253.360	-1.08982	88.0000	101.329	1.35960
60.1372	1013.00	0.00000	1002.88	-0.319500	678.000	657.800	-0.782350	451.000	429.642	-1.02695	239.000	252.234	0.819860	106.000	100.883	-0.529370
60.1920	991.000	0.00000	999.683	0.273880	710.000	655.392	-2.12364	417.000	427.891	0.528350	261.000	251.114	-0.616400	114.000	100.439	-1.41211
60.2469	986.000	0.00000	996.497	0.333270	675.000	652.994	-0.854510	468.000	426.148	-2.03199	263.000	250.000	-0.821660	85.0000	99.9981	1.54602
60.3018	991.000	0.00000	993.322	0.0740200	661.000	650.604	-0.405640	396.000	424.412	1.38127	236.000	248.891	0.820620	101.000	99.5596	-0.148740
60.3567	979.000	0.00000	990.157	0.355120	609.000	648.224	1.53301	406.000	422.685	0.813150	244.000	247.788	0.241980	76.0000	99.1237	2.34921
60.4115	1051.00	0.00000	987.003	-2.04142	645.000	645.853	0.0336200	399.000	420.964	1.07718	241.000	246.691	0.363430	82.0000	98.6904	1.70642
60.4664	928.000	0.00000	983.859	1.78001	649.000	643.492	-0.217600	441.000	419.252	-1.06873	221.000	245.599	1.57986	97.0000	98.2596	0.130070
60.5213	983.000	0.00000	980.725	-0.0725100	623.000	641.139	0.718250	420.000	417.547	-0.121350	245.000	244.513	-0.0314200	95.0000	97.8313	0.290660
60.5761	962.000	0.00000	977.602	0.498250	642.000	638.795	-0.127420	391.000	415.849	1.22736	256.000	243.433	-0.809340	116.000	97.4056	-1.93860
60.6310	974.000	0.00000	974.489	0.0156000	587.000	636.461	1.96158	404.000	414.159	0.503750	240.000	242.358	0.153080	95.0000	96.9823	0.202900
60.6859	1009.00	0.00000	971.386	-1.20958	676.000	634.135	-1.66735	402.000	412.476	0.519130	236.000	241.288	0.344320	97.0000	96.5615	-0.0451000
60.7407	980.000	0.00000	968.294	-0.376880	648.000	631.818	-0.646070	420.000	410.800	-0.457510	240.000	240.224	0.0145100	95.0000	96.1431	0.116130
60.7956	959.000	0.00000	965.211	0.199730	614.000	629.510	0.617680	406.000	409.132	0.155630	247.000	239.165	-0.507960	75.0000	95.7272	2.12037
60.8505	992.000	0.00000	962.139	-0.961140	638.000	627.211	-0.430210	377.000	407.472	1.50714	209.000	238.112	1.90267	107.000	95.3137	-1.21037
60.9054	916.000	0.00000	959.077	1.38630	597.000	624.921	1.11241	404.000	405.818	0.0902900	229.000	237.064	0.522480	74.0000	94.9026	2.17531
60.9602	908.000	0.00000	956.025	1.54965	621.000	622.640	0.0656900	415.000	404.172	-0.537380	246.000	236.022	-0.649690	118.000	94.4939	-2.41168
61.0151	1004.00	0.00000	952.983	-1.64589	652.000	620.367	-1.27039	427.000	402.533	-1.21728	238.000	234.984	-0.196720	83.0000	94.0876	1.13557
61.0700	945.000	0.00000	949.951	0.160320	627.000	618.104	-0.357000	424.000	400.901	-1.15962	222.000	233.952	0.783210	95.0000	93.6836	-0.133890
61.1248	977.000	0.00000	946.929	-0.975960	597.000	615.849	0.756840	375.000	399.277	1.21081	277.000	232.926	-2.87238	87.0000	93.2820	0.642650
61.1797	963.000	0.00000	943.917	-0.618690	615.000	613.602	-0.0561100	406.000	397.659	-0.416930	215.000	231.904	1.10427	121.000	92.8827	-2.84836
61.2346	983.000	0.00000	940.915	-1.36032	619.000	611.364	-0.307290	402.000	396.049	-0.298520	232.000	230.888	-0.0732100	98.0000	92.4858	-0.574900
61.2894	896.000	0.00000	937.923	1.36304	623.000	609.135	-0.557980	341.000	394.445	2.68724	228.000	229.877	0.123210	87.0000	92.0911	0.531750
61.3443	952.000	0.00000	934.941	-0.554670	631.000	606.914	-0.969300	424.000	392.849	-1.57807	232.000	228.871	-0.206140	97.0000	91.6988	-0.549710
61.3992	934.000	0.00000	931.968	-0.0663400	602.000	604.702	0.109150	388.000	391.260	0.164800	219.000	227.870	0.597550	91.0000	91.3087	0.0323800
61.4541	960.000	0.00000	929.006	-1.01140	591.000	602.499	0.465950	390.000	389.677	-0.0163700	214.000	226.874	0.870830	69.0000	90.9208	2.34121
61.5089	904.000	0.00000	926.053	0.721720	652.000	600.303	-2.10022	410.000	388.102	-1.11362	249.000	225.883	-1.56288	80.0000	90.5352	1.13239
61.5638	944.000	0.00000	923.110	-0.684000	627.000	598.117	-1.17449	371.000	386.533	0.789600	208.000	224.898	1.14767	107.000	90.1519	-1.81210
61.6187	904.000	0.00000	920.176	0.528640	556.000	595.938	1.63503	389.000	384.972	-0.206470	186.000	223.917	2.59262	68.0000	89.7707	2.37853
61.6735	975.000	0.00000	917.252	-1.89013	580.000	593.768	0.564980	384.000	383.417	-0.0299900	199.000	222.941	1.63999	92.0000	89.3918	-0.287840
61.7284	934.000	0.00000	914.338	-0.643250	591.000	591.607	0.0249800	383.000	381.869	-0.0583700	234.000	221.970	-0.822540	88.0000	89.0150	0.111560
61.7833	888.000	0.00000	911.433	0.765900	613.000	589.453	-0.973340	344.000	380.328	1.89314	210.000	221.005	0.756590	86.0000	88.6404	0.288860
61.8381	984.000	0.00000	908.538	-2.46654	558.000	587.308	1.21441	367.000	378.793	0.612550	206.000	220.044	0.965030	73.0000	88.2680	1.71658
61.8930	908.000	0.00000	905.653	-0.0769700	577.000	585.172	0.337660	366.000	377.265	0.584960	212.000	219.088	0.481880	76.0000	87.8977	1.33860
61.9479	968.000	0.00000	902.777	-2.13595	558.000	583.043	1.03501	366.000	375.744	0.505600	221.000	218.137	-0.193790	75.0000	87.5296	1.43098
62.0027	920.000	0.00000	899.910	-0.658970	607.000	580.923	-1.07807	344.000	374.230	1.57537	228.000	217.190	-0.732320	87.0000	87.1635	0.0189000
62.0576	943.000	0.00000	897.053	-1.50738	602.000	578.810	-0.960970	393.000	372.722	-1.05610	210.000	216.249	0.423530	67.0000	86.7996	2.28288
62.1125	850.000	0.00000	894.205	1.45338	585.000	576.706	-0.344380	391.000	371.221	-1.02873	227.000	215.312	-0.785240	67.0000	86.4377	2.21995
62.1674	997.000	0.00000	891.367	-3.47674	578.000	574.610	-0.141340	389.000	369.726	-0.998990	217.000	214.380	-0.174500	71.0000	86.0780	1.73848
62.2222	907.000	0.00000	888.538	-0.610850	588.000	572.522	-0.643610	354.000	368.238	0.735810	230.000	213.453	-1.10398	72.0000	85.7203	1.58194
62.2771	885.000	0.00000	885.718	0.0237700	588.000	570.442	-0.730600	348.000	366.757	0.966590	208.000	212.530	0.304260	89.0000	85.3647	-0.422920
62.3320	948.000	0.00000	882.908	-2.16254	537.000	568.370	1.30432	376.000	365.282	-0.555800	241.000	211.612	-1.97239	86.0000	85.0110	-0.114700
62.3868	890.000	0.00000	880.107	-0.329100	534.000	566.306	1.34297	389.000	363.813	-1.31236	247.000	210.699	-2.45363	63.0000	84.6595	2.48998
62.4417	881.000	0.00000	877.315	-0.123490	586.000	564.250	-0.903130	386.000	362.351	-1.23391	214.000	209.790	-0.285850	75.0000	84.3099	1.07184
62.4966	919.000	0.00000	874.532	-1.49196	600.000	562.201	-1.57768	363.000	360.895	-0.109940	201.000	208.886	0.539650	75.0000	83.9624	1.03488
62.5514	877.000	0.00000	871.759	-0.176120	610.000	560.161	-2.09099	351.000	359.446	0.440670	213.000	207.987	-0.344490	71.0000	83.6168	1.47668
62.6063	829.000	0.00000	868.994	1.35274	587.000	558.128	-1.20836	359.000	358.003	-0.0520000	199.000	207.092	0.563490	79.0000	83.2732	0.503210
62.6612	879.000	0.00000	866.239	-0.433060	590.000	556.104	-1.42561	380.000	356.566	-1.22214	199.000	206.202	0.506000	69.0000	82.9315	1.61951
62.7161	887.000	0.00000	863.493	-0.801340	534.000	554.087	0.850250	347.000	355.135	0.428780	200.000	205.316	0.378300	68.0000	82.5918	1.70655
62.7709	861.000	0.00000	860.755	-0.00840000	535.000	552.077	0.728180	355.000	353.711	-0.0679900	192.000	204.434	0.883670	71.0000	82.2541	1.31719
62.8258	844.000	0.00000	858.027	0.480850	562.000	550.076	-0.511350	380.000	352.293	-1.46435	191.000	203.558	0.900800	78.0000	81.9183	0.455150
62.8807	838.000	0.00000	855.308	0.593810	484.000	548.082	2.75312	388.000	350.882	-1.96666	214.000	202.685	-0.813530	80.0000	81.5844	0.186000
62.9355	811.000	0.00000	852.598	1.43204	521.000	546.096	1.08747	317.000	349.476	1.73097	168.000	201.817	2.44124	67.0000	81.2524	1.64939
62.9904	815.000	0.00000	849.896	1.20507	527.000	544.117	0.744850	357.000	348.076	-0.475930	206.000	200.953	-0.363160	74.0000	80.9223	0.795200
63.0453	895.000	0.00000	847.204	-1.66092	554.000	542.146	-0.517290	339.000	346.683	0.408220	180.000	200.094	1.45523	81.0000	80.5940	-0.0465300
63.1001	816.000	0.00000	844.520	0.992080	569.000	540.183	-1.26725	343.000	345.296	0.122520	191.000	199.239	0.593240	65.0000	80.2677	1.77616
63.1550	827.000	0.00000	841.846	0.515400	507.000	538.227	1.36807	342.000	343.915	0.102590	185.000	198.389	0.964570	88.0000	79.9431	-0.935190
63.2099	840.000	0.00000	839.180	-0.0284200	494.000	536.278	1.85205	343.000	342.539	-0.0245800	211.000	197.542	-0.964000	78.0000	79.6205	0.186700
63.2648	767.000	0.00000	836.522	2.40512	508.000	534.337	1.15870	379.000	341.170	-2.03373	170.000	196.700	1.91917	74.0000	79.2996	0.606140
63.3196	829.000	0.00000	833.874	0.169120	490.000	532.404	1.86493	352.000	339.807	-0.656120	211.000	195.863	-1.08805	58.0000	78.9806	2.40840
63.3745	867.000	0.00000	831.234	-1.24004	519.000	530.478	0.506660	363.000	338.450	-1.32386	212.000	195.029	-1.22977	83.0000	78.6634	-0.490320
63.4294	846.000	0.00000	828.603	-0.604660	522.000	528.559	0.289910	341.000	337.099	-0.210720	188.000	194.200	0.451360	77.0000	78.3480	0.153840
63.4842	833.000	0.00000	825.981	-0.243570	487.000	526.648	1.74241	312.000	335.753	1.28737	194.000	193.375	-0.0457200	84.0000	78.0344	-0.678380
63.5391	850.000	0.00000	823.367	-0.918070	557.000	524.744	-1.42367	333.000	334.414	0.0776400	180.000	192.554	0.912340	76.0000	77.7225	0.195180
63.5940	828.000	0.00000	820.762	-0.250030	535.000	522.847	-0.533780	330.000	333.080	0.169620	163.000	191.737	2.11024	86.0000	77.4124	-0.971660
63.6488	790.000	0.00000	818.165	0.980400	495.000	520.958	1.14471	332.000	331.752	-0.0136500	169.000	190.924	1.62562	75.0000	77.1041	0.240310
63.7037	864.000	0.00000	815.577	-1.68631	547.000	519.076	-1.23610	322.000	330.430	0.466920	197.000	190.116	-0.510930	83.0000	76.7975	-0.714620
63.7586	867.000	0.00000	812.998	-1.88583	468.000	517.201	2.18174	300.000	329.114	1.61801	190.000	189.311	-0.0510800	79.0000	76.4926	-0.292350
63.8134	797.000	0.00000	810.427	0.470260	535.000	515.333	-0.877580	335.000	327.804	-0.401170	176.000	188.511	0.929910	60.0000	76.1895	1.90943
63.8683	753.000	0.00000	807.864	1.91777	482.000	513.473	1.40828	357.000	326.499	-1.71251	180.000	187.714	0.570080	70.0000	75.8881	0.711140
63.9232	839.000	0.00000	805.310	-1.17585	487.000	511.619	1.10223	313.000	325.200	0.685330	185.000	186.922	0.141690	65.0000	75.5884	1.29143
63.9781	792.000	0.00000	802.765	0.377820	471.000	509.773	1.73494	292.000	323.906	1.79173	197.000	186.134	-0.806950	68.0000	75.2903	0.892140
64.0329	807.000	0.00000	800.227	-0.240080	500.000	507.934	0.353980	315.000	322.619	0.426940	172.000	185.349	0.999000	61.0000	74.9940	1.74170
64.0878	857.000	0.00000	797.698	-2.10203	510.000	506.101	-0.174160	289.000	321.337	1.81876	182.000	184.569	0.192410	56.0000	74.6993	2.31738
64.1427	812.000	0.00000	795.178	-0.593440	490.000	504.276	0.636760	329.000	320.060	-0.506480	177.000	183.792	0.511180	63.0000	74.4063	1.42086
64.1975	782.000	0.00000	792.665	0.377870	552.000	502.458	-2.21092	324.000	318.789	-0.294380	173.000	183.020	0.756450	79.0000	74.1149	-0.610640
64.2524	723.000	0.00000	790.161	2.38464	494.000	500.647	0.295810	312.000	317.524	0.311450	165.000	182.251	1.29911	59.0000	73.8251	1.86944
64.3073	798.000	0.00000	787.666	-0.366650	524.000	498.843	-1.11924	314.000	316.264	0.127870	173.000	181.486	0.639870	65.0000	73.5370	1.07085
64.3621	822.000	0.00000	785.178	-1.31173	496.000	497.045	0.0465700	316.000	315.009	-0.0554300	165.000	180.725	1.19212	64.0000	73.2505	1.15531
64.4170	777.000	0.00000	782.699	0.203710	482.000	495.255	0.590610	329.000	313.761	-0.858340	175.000	179.968	0.377110	61.0000	72.9656	1.47660
64.4719	761.000	0.00000	780.227	0.684900	496.000	493.471	-0.113210	303.000	312.517	0.535750	205.000	179.215	-1.94857	58.0000	72.6823	1.83848
64.5268	818.000	0.00000	777.764	-1.42902	503.000	491.695	-0.506720	305.000	311.279	0.355800	168.000	178.465	0.790090	67.0000	72.4006	0.671010
64.5816	799.000	0.00000	775.309	-0.843950	497.000	489.925	-0.318620	342.000	310.046	-1.81549	165.000	177.719	0.967040	61.0000	72.1205	1.38645
64.6365	763.000	0.00000	772.862	0.352470	489.000	488.161	-0.0377500	292.000	308.819	0.962360	173.000	176.977	0.303570	77.0000	71.8419	-0.640330
64.6914	832.000	0.00000	770.423	-2.20135	509.000	486.405	-1.02189	327.000	307.597	-1.11548	187.000	176.239	-0.823700	62.0000	71.5649	1.19148
64.7462	765.000	0.00000	767.992	0.106900	484.000	484.655	0.0296900	275.000	306.381	1.80443	168.000	175.505	0.579380	68.0000	71.2895	0.405240
64.8011	755.000	0.00000	765.570	0.378640	482.000	482.913	0.0415700	299.000	305.169	0.355400	151.000	174.774	1.82755	61.0000	71.0155	1.21755
64.8560	776.000	0.00000	763.155	-0.461850	498.000	481.176	-0.767270	277.000	303.963	1.56545	153.000	174.047	1.61368	69.0000	70.7432	0.210190
64.9108	773.000	0.00000	760.748	-0.440460	442.000	479.447	1.70722	303.000	302.763	-0.0137200	166.000	173.323	0.560200	57.0000	70.4723	1.63509
64.9657	771.000	0.00000	758.349	-0.457340	482.000	477.724	-0.194960	302.000	301.567	-0.0251800	179.000	172.603	-0.493680	71.0000	70.2029	-0.0963400
65.0206	779.000	0.00000	755.958	-0.834310	453.000	476.007	1.05355	295.000	300.377	0.311300	181.000	171.887	-0.700770	83.0000	69.9351	-1.57792
65.0755	748.000	0.00000	753.574	0.202290	488.000	474.298	-0.627100	300.000	299.192	-0.0468100	173.000	171.174	-0.139930	71.0000	69.6687	-0.160140
65.1303	765.000	0.00000	751.199	-0.501870	492.000	472.594	-0.889250	313.000	298.012	-0.862310	180.000	170.465	-0.726070	69.0000	69.4039	0.0493000
65.1852	755.000	0.00000	748.831	-0.224750	509.000	470.898	-1.74581	295.000	296.837	0.105200	160.000	169.760	0.745630	67.0000	69.1405	0.261280
65.2401	743.000	0.00000	746.471	0.126400	446.000	469.207	1.06470	301.000	295.668	-0.306230	179.000	169.058	-0.766290	69.0000	68.8786	-0.0149200
65.2949	724.000	0.00000	744.119	0.736620	487.000	467.524	-0.893320	297.000	294.503	-0.144030	161.000	168.360	0.571400	66.0000	68.6181	0.328120
