t	000dec	irf	000fit	000res	025dec	025fit	025res	050dec	050fit	050res	075dec	075fit	075res	100dec	100fit	100res
97.2840	146.000	0.00000	135.695	-0.883280	81.0000	75.7481	-0.593810	49.0000	48.0151	-0.141350	43.0000	35.3984	-1.25537	21.0000	21.7192	0.145130
97.3388	130.000	0.00000	135.351	0.461130	80.0000	75.5678	-0.502570	48.0000	47.9216	-0.0113500	31.0000	35.3573	0.733040	21.0000	21.7057	0.143050
97.3937	138.000	0.00000	135.009	-0.260040	82.0000	75.3880	-0.751340	49.0000	47.8285	-0.170680	45.0000	35.3165	-1.61392	24.0000	21.6922	-0.476620
97.4486	134.000	0.00000	134.667	0.0579600	66.0000	75.2090	1.04645	44.0000	47.7358	0.552820	30.0000	35.2758	0.896050	30.0000	21.6789	-1.70646
97.5034	142.000	0.00000	134.327	-0.662600	74.0000	75.0307	0.116870	51.0000	47.6435	-0.499120	30.0000	35.2353	0.886340	14.0000	21.6656	1.62206
97.5583	124.000	0.00000	133.987	0.869660	86.0000	74.8530	-1.26849	45.0000	47.5516	0.376220	24.0000	35.1951	1.91369	24.0000	21.6523	-0.499260
97.6132	127.000	0.00000	133.649	0.580210	72.0000	74.6760	0.304960	39.0000	47.4601	1.22538	40.0000	35.1550	-0.837790	24.0000	21.6392	-0.505890
97.6680	127.000	0.00000	133.312	0.549870	77.0000	74.4997	-0.287020	32.0000	47.3690	2.23916	33.0000	35.1151	0.370060	25.0000	21.6261	-0.712170
97.7229	139.000	0.00000	132.976	-0.523200	82.0000	74.3240	-0.870370	50.0000	47.2783	-0.393760	38.0000	35.0753	-0.506570	18.0000	21.6130	0.796900
97.7778	126.000	0.00000	132.641	0.579770	76.0000	74.1491	-0.210630	56.0000	47.1880	-1.27784	37.0000	35.0358	-0.339080	19.0000	21.6000	0.552930
97.8327	125.000	0.00000	132.308	0.640650	78.0000	73.9748	-0.461730	63.0000	47.0980	-2.31954	24.0000	34.9964	1.86169	18.0000	21.5871	0.760940
97.8875	142.000	0.00000	131.975	-0.885320	72.0000	73.8011	0.206150	44.0000	47.0085	0.432240	38.0000	34.9573	-0.521830	30.0000	21.5742	-1.81950
97.9424	141.000	0.00000	131.644	-0.833540	83.0000	73.6281	-1.08217	50.0000	46.9193	-0.437140	36.0000	34.9183	-0.183430	13.0000	21.5614	1.87822
97.9973	130.000	0.00000	131.313	0.116310	69.0000	73.4558	0.513000	49.0000	46.8305	-0.313510	32.0000	34.8794	0.491420	28.0000	21.5487	-1.40040
98.0521	114.000	0.00000	130.984	1.49986	75.0000	73.2841	-0.196970	40.0000	46.7421	0.982270	36.0000	34.8408	-0.195630	25.0000	21.5360	-0.748030
98.1070	110.000	0.00000	130.655	1.82967	75.0000	73.1131	-0.218520	52.0000	46.6540	-0.790130	32.0000	34.8023	0.462790	17.0000	21.5234	0.961960
98.1619	107.000	0.00000	130.328	2.06823	65.0000	72.9428	0.910430	43.0000	46.5664	0.523940	40.0000	34.7641	-0.859490	19.0000	21.5108	0.532620
98.2167	152.000	0.00000	130.002	-1.95973	86.0000	72.7731	-1.52393	34.0000	46.4791	1.82675	34.0000	34.7260	0.119710	22.0000	21.4983	-0.105120
98.2716	133.000	0.00000	129.677	-0.295780	80.0000	72.6040	-0.854650	49.0000	46.3922	-0.391180	44.0000	34.6880	-1.54016	21.0000	21.4858	0.102050
98.3265	118.000	0.00000	129.353	1.00391	66.0000	72.4356	0.742570	51.0000	46.3056	-0.693830	38.0000	34.6503	-0.551520	24.0000	21.4735	-0.538660
98.3814	140.000	0.00000	129.030	-0.962540	86.0000	72.2678	-1.57982	49.0000	46.2195	-0.411460	42.0000	34.6127	-1.22744	31.0000	21.4611	-1.97945
98.4362	130.000	0.00000	128.708	-0.112910	76.0000	72.1007	-0.447610	53.0000	46.1336	-1.00394	33.0000	34.5753	0.264180	18.0000	21.4489	0.699160
98.4911	132.000	0.00000	128.387	-0.319310	65.0000	71.9342	0.795990	29.0000	46.0482	2.46070	30.0000	34.5380	0.757510	27.0000	21.4366	-1.11515
98.5460	129.000	0.00000	128.068	-0.0819100	77.0000	71.7683	-0.604100	52.0000	45.9631	-0.874390	39.0000	34.5010	-0.756880	19.0000	21.4245	0.487070
98.6008	128.000	0.00000	127.749	-0.0219300	79.0000	71.6031	-0.842960	51.0000	45.8784	-0.742680	26.0000	34.4641	1.40635	28.0000	21.4124	-1.32939
98.6557	116.000	0.00000	127.431	1.00173	68.0000	71.4385	0.396450	53.0000	45.7941	-1.04738	34.0000	34.4273	0.0717800	29.0000	21.4004	-1.56955
98.7106	126.000	0.00000	127.115	0.0973000	86.0000	71.2745	-1.70415	45.0000	45.7101	0.105080	37.0000	34.3908	-0.432210	27.0000	21.3884	-1.14813
98.7654	147.000	0.00000	126.799	-1.77098	72.0000	71.1111	-0.102860	46.0000	45.6265	-0.0538500	39.0000	34.3544	-0.762590	20.0000	21.3764	0.279030
98.8203	132.000	0.00000	126.485	-0.480260	84.0000	70.9484	-1.53224	50.0000	45.5432	-0.640330	46.0000	34.3182	-1.92048	22.0000	21.3646	-0.125970
98.8752	132.000	0.00000	126.171	-0.507130	70.0000	70.7863	0.0935400	47.0000	45.4603	-0.223280	35.0000	34.2821	-0.117490	21.0000	21.3527	0.0705500
98.9301	139.000	0.00000	125.859	-1.15061	71.0000	70.6248	-0.0448400	38.0000	45.3777	1.07999	42.0000	34.2462	-1.25967	22.0000	21.3410	-0.135790
98.9849	122.000	0.00000	125.547	0.312310	65.0000	70.4639	0.662060	51.0000	45.2955	-0.825290	36.0000	34.2105	-0.291580	31.0000	21.3293	-2.02630
99.0398	145.000	0.00000	125.237	-1.76143	58.0000	70.3037	1.48719	55.0000	45.2137	-1.40283	38.0000	34.1749	-0.625090	29.0000	21.3176	-1.55032
99.0947	130.000	0.00000	124.927	-0.455750	62.0000	70.1440	0.994130	43.0000	45.1322	0.303560	29.0000	34.1395	0.861930	24.0000	21.3060	-0.540000
99.1495	101.000	0.00000	124.619	2.12390	62.0000	69.9850	0.978770	45.0000	45.0510	0.00731000	39.0000	34.1043	-0.821030	16.0000	21.2945	1.05655
99.2044	113.000	0.00000	124.312	1.03022	69.0000	69.8265	0.100650	55.0000	44.9702	-1.42638	35.0000	34.0692	-0.159890	20.0000	21.2830	0.253790
99.2593	119.000	0.00000	124.005	0.456910	75.0000	69.6687	-0.645460	54.0000	44.8897	-1.30592	37.0000	34.0343	-0.511120	36.0000	21.2716	-3.04908
99.3141	114.000	0.00000	123.700	0.890430	72.0000	69.5115	-0.296030	56.0000	44.8096	-1.61333	29.0000	33.9995	0.835840	25.0000	21.2602	-0.772380
99.3690	130.000	0.00000	123.395	-0.610880	65.0000	69.3549	0.510860	41.0000	44.7298	0.535880	35.0000	33.9650	-0.169400	23.0000	21.2489	-0.361660
99.4239	111.000	0.00000	123.092	1.10029	79.0000	69.1988	-1.14977	45.0000	44.6504	-0.0495000	27.0000	33.9305	1.13937	26.0000	21.2376	-0.954610
99.4787	117.000	0.00000	122.790	0.531000	72.0000	69.0434	-0.348710	44.0000	44.5713	0.0813300	34.0000	33.8962	-0.0168800	11.0000	21.2264	2.02292
99.5336	133.000	0.00000	122.488	-0.960910	80.0000	68.8885	-1.32180	50.0000	44.4925	-0.785010	57.0000	33.8621	-3.71032	30.0000	21.2152	-1.74921
99.5885	114.000	0.00000	122.188	0.740640	80.0000	68.7343	-1.34758	46.0000	44.4141	-0.230510	43.0000	33.8281	-1.46037	24.0000	21.2041	-0.561690
99.6434	136.000	0.00000	121.889	-1.28050	62.0000	68.5806	0.780360	58.0000	44.3360	-1.97681	36.0000	33.7943	-0.349230	29.0000	21.1930	-1.52136
99.6982	96.0000	0.00000	121.590	2.31895	62.0000	68.4275	0.764000	50.0000	44.2582	-0.830680	42.0000	33.7607	-1.29736	26.0000	21.1820	-0.946920
99.7531	126.000	0.00000	121.293	-0.426550	64.0000	68.2750	0.509350	53.0000	44.1808	-1.28037	47.0000	33.7272	-2.05076	33.0000	21.1710	-2.25342
99.8080	137.000	0.00000	120.996	-1.46500	65.0000	68.1231	0.378420	39.0000	44.1037	0.740090	34.0000	33.6938	-0.0486100	21.0000	21.1601	0.0310700
99.8628	123.000	0.00000	120.701	-0.210170	76.0000	67.9718	-0.986550	45.0000	44.0270	-0.142440	39.0000	33.6606	-0.858660	37.0000	21.1493	-3.04422
99.9177	114.000	0.00000	120.406	0.587280	76.0000	67.8210	-1.00005	45.0000	43.9505	-0.155490	31.0000	33.6276	0.423170	22.0000	21.1384	-0.168960
99.9726	117.000	0.00000	120.113	0.282600	69.0000	67.6708	-0.161450	41.0000	43.8744	0.431700	48.0000	33.5947	-2.36114	26.0000	21.1277	-0.965910
100.027	111.000	0.00000	119.820	0.798560	59.0000	67.5212	1.01767	51.0000	43.7986	-1.10105	37.0000	33.5619	-0.572130	21.0000	21.1170	0.0237200
100.082	117.000	0.00000	119.529	0.233010	63.0000	67.3721	0.521740	38.0000	43.7232	0.867190	34.0000	33.5293	-0.0785700	29.0000	21.1063	-1.61129
100.137	130.000	0.00000	119.238	-0.993990	68.0000	67.2237	-0.0926400	48.0000	43.6480	-0.666260	35.0000	33.4969	-0.253270	19.0000	21.0957	0.440190
100.192	117.000	0.00000	118.948	0.179790	70.0000	67.0757	-0.350350	39.0000	43.5732	0.693830	30.0000	33.4646	0.582850	21.0000	21.0852	0.0178500
100.247	132.000	0.00000	118.660	-1.24279	85.0000	66.9284	-2.17557	39.0000	43.4987	0.666530	37.0000	33.4324	-0.610840	23.0000	21.0747	-0.404400
100.302	99.0000	0.00000	118.372	1.78417	66.0000	66.7816	0.0929800	46.0000	43.4245	-0.386320	32.0000	33.4004	0.242560	18.0000	21.0642	0.642040
100.357	118.000	0.00000	118.085	0.00783000	76.0000	66.6354	-1.10791	37.0000	43.3507	0.947870	33.0000	33.3686	0.0645900	25.0000	21.0538	-0.841330
100.412	116.000	0.00000	117.799	0.167450	71.0000	66.4897	-0.537380	52.0000	43.2771	-1.30517	32.0000	33.3368	0.233500	23.0000	21.0434	-0.419270
100.466	97.0000	0.00000	117.514	1.89744	63.0000	66.3446	0.399750	60.0000	43.2039	-2.48246	37.0000	33.3053	-0.639950	25.0000	21.0331	-0.841500
100.521	135.000	0.00000	117.230	-1.64752	74.0000	66.2000	-0.946660	41.0000	43.1310	0.311940	30.0000	33.2738	0.577740	22.0000	21.0228	-0.207280
100.576	117.000	0.00000	116.947	-0.00486000	70.0000	66.0560	-0.474420	42.0000	43.0583	0.153650	27.0000	33.2426	1.09973	22.0000	21.0126	-0.203440
100.631	108.000	0.00000	116.665	0.795060	59.0000	65.9125	0.826210	46.0000	42.9860	-0.438080	37.0000	33.2114	-0.655110	17.0000	21.0025	0.830570
100.686	130.000	0.00000	116.384	-1.24937	66.0000	65.7696	-0.0273800	49.0000	42.9141	-0.900590	35.0000	33.1804	-0.311040	25.0000	20.9923	-0.850150
100.741	127.000	0.00000	116.103	-0.987880	66.0000	65.6273	-0.0440000	47.0000	42.8424	-0.625210	26.0000	33.1495	1.21820	23.0000	20.9823	-0.434590
100.796	119.000	0.00000	115.824	-0.292100	77.0000	65.4854	-1.37625	53.0000	42.7710	-1.53627	33.0000	33.1188	0.0196500	30.0000	20.9722	-1.91988
100.850	120.000	0.00000	115.546	-0.409300	84.0000	65.3441	-2.24590	36.0000	42.6999	0.984290	44.0000	33.0882	-1.76241	22.0000	20.9623	-0.221250
100.905	116.000	0.00000	115.268	-0.0667300	78.0000	65.2034	-1.53192	37.0000	42.6292	0.840180	39.0000	33.0578	-0.963950	14.0000	20.9523	1.45671
100.960	123.000	0.00000	114.991	-0.731090	72.0000	65.0632	-0.823890	47.0000	42.5587	-0.670400	39.0000	33.0275	-0.973150	19.0000	20.9424	0.404050
101.015	104.000	0.00000	114.716	0.982300	58.0000	64.9235	0.824250	42.0000	42.4885	0.0739300	49.0000	32.9973	-2.58842	27.0000	20.9326	-1.24138
101.070	119.000	0.00000	114.441	-0.423520	61.0000	64.7844	0.455220	60.0000	42.4187	-2.70571	43.0000	32.9673	-1.58852	21.0000	20.9228	-0.0160600
101.125	125.000	0.00000	114.167	-0.999150	66.0000	64.6457	-0.166000	33.0000	42.3491	1.42205	34.0000	32.9374	-0.168480	24.0000	20.9130	-0.630120
101.180	127.000	0.00000	113.894	-1.21513	76.0000	64.5076	-1.41580	40.0000	42.2798	0.342400	32.0000	32.9076	0.144930	28.0000	20.9033	-1.43537
101.235	118.000	0.00000	113.622	-0.407100	63.0000	64.3701	0.168790	45.0000	42.2108	-0.423160	31.0000	32.8780	0.297770	30.0000	20.8937	-1.83767
101.289	91.0000	0.00000	113.350	2.08319	64.0000	64.2330	0.0285700	40.0000	42.1421	0.326670	48.0000	32.8485	-2.46149	23.0000	20.8841	-0.437000
101.344	135.000	0.00000	113.080	-2.06002	61.0000	64.0965	0.375200	45.0000	42.0738	-0.453330	43.0000	32.8192	-1.65884	30.0000	20.8745	-1.88468
101.399	105.000	0.00000	112.811	0.739140	72.0000	63.9605	-0.982180	47.0000	42.0057	-0.772690	34.0000	32.7899	-0.195440	18.0000	20.8650	0.610810
101.454	117.000	0.00000	112.542	-0.426550	72.0000	63.8250	-1.00458	39.0000	41.9378	0.451530	44.0000	32.7609	-1.82323	20.0000	20.8555	0.186680
101.509	99.0000	0.00000	112.274	1.28262	64.0000	63.6901	-0.0381500	38.0000	41.8703	0.596420	32.0000	32.7319	0.117030	17.0000	20.8460	0.846020
101.564	102.000	0.00000	112.008	0.965970	75.0000	63.5556	-1.40752	48.0000	41.8031	-0.952430	41.0000	32.7031	-1.35993	21.0000	20.8366	-0.0362300
101.619	111.000	0.00000	111.742	0.0725000	56.0000	63.4217	0.914320	34.0000	41.7362	1.18128	40.0000	32.6744	-1.21532	11.0000	20.8273	2.20358
101.674	105.000	0.00000	111.477	0.636450	69.0000	63.2883	-0.700120	45.0000	41.6695	-0.514590	29.0000	32.6458	0.606700	19.0000	20.8180	0.403170
101.728	99.0000	0.00000	111.212	1.21186	61.0000	63.1554	0.264420	43.0000	41.6031	-0.216110	41.0000	32.6174	-1.40144	27.0000	20.8087	-1.38441
101.783	93.0000	0.00000	110.949	1.75912	65.0000	63.0230	-0.242950	42.0000	41.5370	-0.0708800	31.0000	32.5891	0.260850	20.0000	20.7995	0.175870
101.838	111.000	0.00000	110.687	-0.0306900	59.0000	62.8911	0.484700	50.0000	41.4712	-1.31255	35.0000	32.5609	-0.411640	26.0000	20.7903	-1.13385
101.893	95.0000	0.00000	110.425	1.52732	78.0000	62.7597	-1.88711	38.0000	41.4057	0.514730	32.0000	32.5328	0.0909300	22.0000	20.7812	-0.259850
101.948	99.0000	0.00000	110.164	1.10544	71.0000	62.6287	-1.04641	38.0000	41.3405	0.508760	41.0000	32.5049	-1.44052	17.0000	20.7721	0.792300
102.003	122.000	0.00000	109.905	-1.18796	62.0000	62.4983	0.0618100	46.0000	41.2755	-0.725180	44.0000	32.4771	-1.96974	23.0000	20.7631	-0.473350
102.058	103.000	0.00000	109.646	0.646830	59.0000	62.3684	0.420330	44.0000	41.2108	-0.436190	23.0000	32.4494	1.60490	25.0000	20.7540	-0.902960
102.112	91.0000	0.00000	109.387	1.80303	63.0000	62.2390	-0.0946300	48.0000	41.1464	-1.08365	33.0000	32.4218	-0.0978800	19.0000	20.7451	0.368350
102.167	105.000	0.00000	109.130	0.406730	58.0000	62.1101	0.519660	39.0000	41.0822	0.328320	33.0000	32.3944	-0.100310	25.0000	20.7361	-0.902250
102.222	114.000	0.00000	108.874	-0.503490	70.0000	61.9817	-1.02946	37.0000	41.0184	0.635360	36.0000	32.3671	-0.616030	24.0000	20.7273	-0.690810
102.277	110.000	0.00000	108.618	-0.135380	58.0000	61.8537	0.492530	28.0000	40.9548	2.06271	35.0000	32.3399	-0.460740	18.0000	20.7184	0.576660
102.332	97.0000	0.00000	108.363	1.11247	63.0000	61.7263	-0.161910	42.0000	40.8915	-0.179050	37.0000	32.3129	-0.799930	29.0000	20.7096	-1.78564
102.387	87.0000	0.00000	108.109	2.06223	59.0000	61.5993	0.335260	40.0000	40.8284	0.133220	46.0000	32.2859	-2.36747	21.0000	20.7008	-0.0641000
102.442	104.000	0.00000	107.856	0.372780	54.0000	61.4729	0.949900	36.0000	40.7656	0.769720	26.0000	32.2591	1.07695	18.0000	20.6921	0.584390
102.497	127.000	0.00000	107.604	-1.89689	67.0000	61.3469	-0.719890	41.0000	40.7031	-0.0472100	31.0000	32.2324	0.213810	21.0000	20.6835	-0.0700100
102.551	104.000	0.00000	107.352	0.330500	65.0000	61.2213	-0.482060	34.0000	40.6409	1.03713	32.0000	32.2058	0.0356500	19.0000	20.6748	0.357980
102.606	95.0000	0.00000	107.102	1.18039	47.0000	61.0963	1.79345	51.0000	40.5789	-1.63416	26.0000	32.1794	1.07569	21.0000	20.6662	-0.0720800
102.661	125.000	0.00000	106.852	-1.75535	74.0000	60.9717	-1.64869	36.0000	40.5172	0.712250	35.0000	32.1530	-0.503280	20.0000	20.6577	0.141650
102.716	92.0000	0.00000	106.603	1.41540	68.0000	60.8477	-0.901110	48.0000	40.4557	-1.18304	31.0000	32.1268	0.193880	17.0000	20.6491	0.788010
102.771	95.0000	0.00000	106.355	1.10636	56.0000	60.7240	0.605950	41.0000	40.3945	-0.0948200	36.0000	32.1007	-0.668730	31.0000	20.6406	-2.20862
102.826	117.000	0.00000	106.107	-1.06132	66.0000	60.6009	-0.697020	39.0000	40.3336	0.207150	34.0000	32.0747	-0.326470	25.0000	20.6322	-0.924240
102.881	103.000	0.00000	105.861	0.276150	65.0000	60.4782	-0.580010	36.0000	40.2729	0.676540	37.0000	32.0488	-0.830340	22.0000	20.6238	-0.294150
102.936	100.000	0.00000	105.615	0.544540	59.0000	60.3560	0.177210	40.0000	40.2125	0.0328300	42.0000	32.0231	-1.68374	17.0000	20.6154	0.766950
102.990	117.000	0.00000	105.370	-1.11620	47.0000	60.2343	1.74276	42.0000	40.1523	-0.285860	33.0000	31.9974	-0.168930	26.0000	20.6071	-1.11910
103.045	104.000	0.00000	105.126	0.107540	58.0000	60.1130	0.275870	40.0000	40.0924	0.0144100	39.0000	31.9719	-1.18796	22.0000	20.5988	-0.290770
103.100	113.000	0.00000	104.883	-0.779070	54.0000	59.9922	0.786060	37.0000	40.0328	0.462490	33.0000	31.9465	-0.176130	17.0000	20.5906	0.769410
103.155	116.000	0.00000	104.640	-1.08310	54.0000	59.8718	0.780790	54.0000	39.9734	-2.12265	31.0000	31.9212	0.155960	23.0000	20.5824	-0.518070
103.210	112.000	0.00000	104.399	-0.722580	60.0000	59.7519	-0.0326100	47.0000	39.9142	-1.06154	32.0000	31.8960	-0.0176900	26.0000	20.5742	-1.14813
103.265	105.000	0.00000	104.158	-0.0808800	65.0000	59.6325	-0.694880	35.0000	39.8554	0.727390	34.0000	31.8710	-0.359880	31.0000	20.5660	-2.29517
103.320	107.000	0.00000	103.918	-0.297680	61.0000	59.5135	-0.194080	56.0000	39.7967	-2.42746	41.0000	31.8460	-1.57247	12.0000	20.5579	1.87245
103.374	116.000	0.00000	103.678	-1.19057	51.0000	59.3950	1.08178	42.0000	39.7383	-0.341390	29.0000	31.8211	0.490270	22.0000	20.5499	-0.316440
103.429	106.000	0.00000	103.440	-0.248420	71.0000	59.2769	-1.51485	48.0000	39.6802	-1.27537	39.0000	31.7964	-1.24356	22.0000	20.5419	-0.315700
103.484	97.0000	0.00000	103.202	0.608150	63.0000	59.1593	-0.488650	42.0000	39.6223	-0.364960	37.0000	31.7718	-0.905560	11.0000	20.5339	2.07498
103.539	93.0000	0.00000	102.965	0.989910	49.0000	59.0421	1.28459	40.0000	39.5647	-0.0660500	29.0000	31.7473	0.471920	24.0000	20.5259	-0.774680
103.594	112.000	0.00000	102.729	-0.925590	68.0000	58.9253	-1.16508	31.0000	39.5073	1.31097	26.0000	31.7229	0.989580	18.0000	20.5180	0.548020
103.649	108.000	0.00000	102.493	-0.555950	51.0000	58.8090	0.993530	42.0000	39.4501	-0.389860	35.0000	31.6986	-0.570880	26.0000	20.5101	-1.20761
103.704	92.0000	0.00000	102.259	1.03335	77.0000	58.6932	-2.35686	46.0000	39.3932	-1.00883	30.0000	31.6744	0.293950	24.0000	20.5023	-0.773570
103.759	81.0000	0.00000	102.025	2.11070	59.0000	58.5778	-0.0551800	44.0000	39.3365	-0.722460	39.0000	31.6503	-1.31301	22.0000	20.4945	-0.325960
103.813	98.0000	0.00000	101.792	0.382790	57.0000	58.4628	0.191160	44.0000	39.2801	-0.729260	37.0000	31.6263	-0.949950	21.0000	20.4867	-0.109990
103.868	96.0000	0.00000	101.559	0.561570	61.0000	58.3483	-0.345550	48.0000	39.2239	-1.34531	29.0000	31.6024	0.456890	18.0000	20.4790	0.539530
103.923	110.000	0.00000	101.328	-0.888720	58.0000	58.2342	0.0302100	49.0000	39.1680	-1.51312	30.0000	31.5787	0.275270	20.0000	20.4713	0.102570
103.978	103.000	0.00000	101.097	-0.193460	47.0000	58.1205	1.46866	31.0000	39.1123	1.25675	27.0000	31.5550	0.791590	19.0000	20.4636	0.320230
104.033	83.0000	0.00000	100.867	1.78371	49.0000	58.0073	1.20365	42.0000	39.0568	-0.458410	35.0000	31.5315	-0.601770	28.0000	20.4560	-1.67760
104.088	111.000	0.00000	100.637	-1.03741	71.0000	57.8945	-1.75653	37.0000	39.0016	0.313440	30.0000	31.5080	0.264750	12.0000	20.4484	1.89438
104.143	83.0000	0.00000	100.409	1.74089	62.0000	57.7822	-0.567590	39.0000	38.9466	-0.00838000	39.0000	31.4847	-1.29098	26.0000	20.4408	-1.23284
104.198	106.000	0.00000	100.181	-0.583510	52.0000	57.6702	0.766120	41.0000	38.8918	-0.338550	32.0000	31.4614	-0.0925200	22.0000	20.4333	-0.347450
104.252	113.000	0.00000	99.9540	-1.30970	47.0000	57.5587	1.41660	40.0000	38.8373	-0.183330	40.0000	31.4383	-1.45181	16.0000	20.4258	0.973540
104.307	93.0000	0.00000	99.7277	0.670170	54.0000	57.4476	0.461630	40.0000	38.7830	-0.194600	30.0000	31.4153	0.234080	18.0000	20.4183	0.539260
104.362	98.0000	0.00000	99.5022	0.149970	57.0000	57.3370	0.0447700	47.0000	38.7289	-1.29878	42.0000	31.3923	-1.73351	22.0000	20.4109	-0.344050
104.417	105.000	0.00000	99.2773	-0.570370	54.0000	57.2267	0.432050	32.0000	38.6751	1.05250	30.0000	31.3695	0.228600	20.0000	20.4035	0.0894900
104.472	101.000	0.00000	99.0532	-0.196760	54.0000	57.1169	0.419440	44.0000	38.6215	-0.853990	35.0000	31.3468	-0.611710	22.0000	20.3962	-0.364760
104.527	97.0000	0.00000	98.8299	0.184950	51.0000	57.0075	0.791100	32.0000	38.5681	1.04433	51.0000	31.3241	-3.36888	23.0000	20.3889	-0.583870
104.582	107.000	0.00000	98.6073	-0.848280	79.0000	56.8985	-2.90206	50.0000	38.5149	-1.83386	38.0000	31.3016	-1.13044	23.0000	20.3816	-0.565440
104.636	86.0000	0.00000	98.3854	1.26189	54.0000	56.7900	0.368110	36.0000	38.4620	0.393680	25.0000	31.2792	1.09123	17.0000	20.3743	0.730560
104.691	81.0000	0.00000	98.1642	1.77772	47.0000	56.6818	1.27495	36.0000	38.4093	0.388020	30.0000	31.2568	0.221410	13.0000	20.3671	1.60339
104.746	113.000	0.00000	97.9438	-1.57448	69.0000	56.5741	-1.63789	39.0000	38.3569	-0.105730	26.0000	31.2346	0.928590	22.0000	20.3599	-0.353260
104.801	93.0000	0.00000	97.7241	0.494920	57.0000	56.4667	-0.0698900	37.0000	38.3046	0.212570	39.0000	31.2125	-1.42180	31.0000	20.3527	-2.34841
104.856	84.0000	0.00000	97.5051	1.41745	52.0000	56.3598	0.585520	46.0000	38.2526	-1.29324	24.0000	31.1904	1.32762	21.0000	20.3456	-0.145520
104.911	77.0000	0.00000	97.2868	2.11633	56.0000	56.2533	0.0338200	27.0000	38.2008	1.85255	22.0000	31.1685	1.69285	18.0000	20.3385	0.514410
104.966	85.0000	0.00000	97.0693	1.25377	53.0000	56.1472	0.414040	30.0000	38.1492	1.32197	31.0000	31.1467	0.0268300	26.0000	20.3315	-1.21780
105.021	94.0000	0.00000	96.8524	0.302360	57.0000	56.0415	-0.126100	38.0000	38.0978	0.0158900	35.0000	31.1249	-0.710130	14.0000	20.3244	1.33828
105.075	104.000	0.00000	96.6363	-0.782510	54.0000	55.9362	0.254240	34.0000	38.0467	0.651710	32.0000	31.1033	-0.167490	20.0000	20.3175	0.0696400
105.130	96.0000	0.00000	96.4209	0.0442900	60.0000	55.8313	-0.543230	42.0000	37.9957	-0.653410	25.0000	31.0817	1.11450	21.0000	20.3105	-0.150860
105.185	88.0000	0.00000	96.2062	0.858670	62.0000	55.7268	-0.822140	49.0000	37.9450	-1.78554	35.0000	31.0603	-0.710150	22.0000	20.3036	-0.364450
105.240	80.0000	0.00000	95.9922	1.67033	69.0000	55.6227	-1.75990	38.0000	37.8945	-0.0165000	25.0000	31.0389	1.09447	28.0000	20.2967	-1.67658
105.295	89.0000	0.00000	95.7789	0.719460	59.0000	55.5190	-0.453190	43.0000	37.8442	-0.809600	29.0000	31.0176	0.368360	17.0000	20.2898	0.701390
105.350	100.000	0.00000	95.5663	-0.467930	60.0000	55.4157	-0.594040	37.0000	37.7942	0.123690	34.0000	30.9964	-0.550420	22.0000	20.2830	-0.365150
105.405	86.0000	0.00000	95.3544	0.986650	50.0000	55.3128	0.694280	34.0000	37.7443	0.591210	31.0000	30.9753	-0.00440000	25.0000	20.2762	-1.02274
105.460	88.0000	0.00000	95.1432	0.750650	49.0000	55.2102	0.817800	53.0000	37.6947	-2.45783	28.0000	30.9544	0.533490	21.0000	20.2694	-0.159860
105.514	68.0000	0.00000	94.9327	2.79113	68.0000	55.1081	-1.72105	35.0000	37.6452	0.430370	31.0000	30.9335	-0.0116000	22.0000	20.2626	-0.388490
105.569	113.000	0.00000	94.7229	-1.88070	59.0000	55.0064	-0.528460	40.0000	37.5960	-0.390550	30.0000	30.9126	0.158080	21.0000	20.2559	-0.165470
105.624	97.0000	0.00000	94.5138	-0.257500	51.0000	54.9050	0.522350	32.0000	37.5470	0.889500	39.0000	30.8919	-1.39970	14.0000	20.2492	1.39351
105.679	94.0000	0.00000	94.3054	0.0312400	54.0000	54.8040	0.108090	37.0000	37.4982	0.0797700	29.0000	30.8713	0.323580	18.0000	20.2426	0.510030
105.734	103.000	0.00000	94.0976	-0.903390	55.0000	54.7034	-0.0399100	29.0000	37.4496	1.38910	45.0000	30.8508	-2.45893	20.0000	20.2360	0.0541300
105.789	101.000	0.00000	93.8905	-0.712930	68.0000	54.6032	-1.81376	44.0000	37.4012	-1.07203	33.0000	30.8303	-0.378330	19.0000	20.2294	0.282040
105.844	89.0000	0.00000	93.6841	0.474250	49.0000	54.5034	0.752800	46.0000	37.3530	-1.40478	36.0000	30.8100	-0.911170	21.0000	20.2228	-0.180420
105.899	107.000	0.00000	93.4784	-1.38004	45.0000	54.4040	1.28369	35.0000	37.3050	0.366500	30.0000	30.7897	0.141840	18.0000	20.2163	0.504050
105.953	102.000	0.00000	93.2734	-0.886050	48.0000	54.3049	0.853610	35.0000	37.2573	0.355430	25.0000	30.7695	1.01992	18.0000	20.2098	0.506960
106.008	89.0000	0.00000	93.0690	0.414810	62.0000	54.2062	-1.05626	43.0000	37.2097	-0.909240	29.0000	30.7494	0.315340	22.0000	20.2033	-0.407450
106.063	96.0000	0.00000	92.8654	-0.322740	49.0000	54.1079	0.709860	40.0000	37.1623	-0.448680	26.0000	30.7294	0.857150	17.0000	20.1969	0.720870
106.118	83.0000	0.00000	92.6623	0.998960	53.0000	54.0100	0.140210	47.0000	37.1152	-1.58284	26.0000	30.7095	0.866280	21.0000	20.1904	-0.179050
